"viento","direccion","temperatura","humedad"
6.8,90,11.45,38
6.3,93,11.35,41
7.8,83,11.65,39
8.4,84,12.25,35
9.3,82,12.75,32
9.4,82,13.55,30
9.7,81,12.05,31
11.2,78,15.95,25
10.7,80,19.05,20
6.1,77,21.95,17
4.5,300,23.85,14
6.8,289,23.55,17
7.5,286,23.95,16
6.2,300,24.95,15
6.2,288,24.95,13
6.3,302,24.95,12
7.7,278,24.95,12
9.5,246,23.35,15
8,239,21.15,15
4.4,279,19.05,21
2.4,290,17.15,25
1.9,95,15.75,29
4.7,102,15.45,28
6.3,93,12.25,29
8,86,10.75,29
7.2,87,13.65,27
7.9,89,10.85,31
8.2,79,10.75,30
10.3,81,12.25,28
8.2,80,11.65,28
10.8,81,10.65,30
10.5,73,14.65,23
11.1,76,16.95,20
7.8,62,20.05,17
1.9,1,22.95,15
1.3,7,24.85,12
6.3,280,24.05,14
5.9,291,24.45,12
5.7,260,24.85,12
5.8,297,25.05,11
7.3,250,24.75,12
6.5,273,24.05,12
7.7,238,20.95,18
4.1,274,18.35,19
2.6,233,17.15,16
1.7,60,14.15,17
2.7,87,15.85,18
4.4,97,13.15,21
4.6,95,12.15,22
7.9,85,10.25,26
7.9,84,10.35,28
6.1,95,10.45,27
7.2,93,8.65,31
9.5,80,9.15,30
10.2,82,11.15,26
9.1,78,12.55,24
9.1,79,16.05,19
7.4,70,19.05,16
1.8,328,21.65,15
3.4,331,22.55,17
4.3,253,22.95,18
5.2,285,22.75,18
7.3,287,23.05,18
7.4,278,23.25,18
7.8,290,22.55,19
7.5,285,21.75,19
6,232,19.65,16
5.6,212,17.25,21
1.5,334,15.95,25
1.1,29,14.55,24
2.4,75,14.95,25
3,99,14.15,25
6.3,92,10.95,28
8.5,85,9.55,30
8.3,87,9.55,30
7.6,90,10.35,31
9.1,85,10.75,30
8.9,83,9.15,33
8.9,79,8.65,34
6.6,53,11.15,30
7.9,75,15.05,24
2.6,1,19.45,20
4.2,286,20.35,17
5.7,289,21.25,12
6.8,271,21.35,13
9,273,22.45,12
9.6,286,23.25,10
9.9,280,22.75,12
5.5,324,22.25,14
8.9,269,21.15,17
7,253,18.65,23
4.6,233,17.15,24
5.1,249,15.65,33
2.8,167,14.45,37
1.8,133,14.45,39
3.9,69,13.25,40
2.6,129,13.65,40
1.6,210,12.95,46
2.5,110,12.65,48
4.2,95,11.05,51
6.4,84,9.15,55
6.4,95,9.15,57
7.6,84,9.35,56
6.6,82,11.65,49
5.6,66,15.55,35
6.3,7,17.45,26
4.1,316,18.45,20
5.4,300,19.55,15
7.7,289,20.05,13
9.6,307,21.35,14
9.9,294,21.15,11
8.9,302,21.35,10
9.2,292,21.25,9
7,291,19.75,11
5.5,277,18.45,15
4.8,255,16.45,22
3.5,178,13.85,25
3.1,118,14.05,24
3.3,170,13.05,27
9.1,89,12.05,27
8.6,93,13.25,22
9.7,82,11.25,26
8.2,77,8.65,27
9.3,71,9.45,22
9.8,79,9.15,20
10.1,76,8.85,22
9.1,71,9.75,17
9.6,75,12.15,14
8,76,15.55,12
2.9,359,19.45,12
6.9,282,17.35,27
7.6,278,17.35,34
8.2,276,17.95,34
8.6,276,17.95,35
7.7,289,18.85,33
9,277,18.85,34
8.4,285,17.85,38
8.7,272,17.05,43
5.5,260,15.25,50
2.8,200,13.85,56
3.1,189,12.35,60
2.4,115,12.55,53
7.9,87,11.75,57
8.1,82,12.05,47
10,84,11.95,43
9.4,80,11.45,41
9.6,84,11.55,43
9.8,80,10.55,47
10.4,79,11.25,38
11.7,82,10.25,34
10.6,80,9.75,34
10.7,72,12.15,27
11.2,75,15.45,17
6.7,73,18.25,11
6.4,285,19.65,17
6.5,278,19.25,29
6.2,286,20.35,26
7.5,267,20.55,22
8.1,294,21.25,21
8.1,280,21.05,21
6.3,282,21.05,21
4.8,293,20.35,21
5.6,269,19.05,24
2.7,264,16.65,28
2,174,15.05,30
3.4,167,14.95,31
2.5,170,14.65,32
6.2,97,10.55,38
7.2,82,10.15,36
10.2,82,10.25,36
7.4,84,10.05,39
8.3,79,9.55,39
7.9,79,9.85,37
8.6,82,9.35,36
9,78,7.95,39
8.3,79,10.85,31
10,71,15.55,21
6.2,62,17.75,20
2.9,320,21.35,15
5.8,281,22.35,13
6.7,293,22.85,13
6.9,282,23.25,12
6.5,271,23.35,11
6.3,297,23.65,10
6.4,283,23.35,11
4.5,290,22.75,13
6.9,243,20.75,21
4,280,18.35,23
3.4,281,16.65,31
0.7,177,15.25,35
4.2,98,13.05,35
6.8,89,12.05,35
5.3,91,11.95,35
7.5,84,10.95,35
7.2,96,10.55,34
9,93,11.25,29
10.7,87,9.65,30
10.3,83,10.05,29
8.4,87,11.05,27
8.1,76,13.15,23
8.1,68,16.55,19
6.6,79,20.15,15
1.8,252,24.45,12
3.2,245,25.45,10
6.3,290,26.35,12
6,266,26.55,9
7.4,250,27.05,9
8.3,256,27.15,10
6.5,249,26.15,10
8.3,241,24.95,10
5.3,223,22.15,14
6.1,201,19.65,16
1.6,55,18.45,17
3.9,99,17.15,21
5.8,95,16.55,21
8.4,82,14.15,24
7.1,99,13.85,23
4.5,92,15.05,23
4.9,89,14.95,21
6.5,88,13.05,24
7.3,87,12.75,25
7.6,85,11.35,25
7.7,78,12.15,24
10,81,17.35,17
9.9,80,20.95,14
7.3,67,24.85,10
2.2,322,27.25,8
6.8,282,28.05,8
7,233,28.75,6
7.3,250,28.45,7
7.2,263,28.65,9
11.7,250,28.25,11
10.8,248,26.25,16
7.9,233,24.05,20
3.5,220,21.75,23
3.1,302,19.85,24
1,21,17.75,32
5.2,102,16.75,31
4.7,99,16.35,32
5.5,103,16.75,29
5,100,14.35,29
5.3,112,14.05,31
6,91,13.45,34
7.4,95,13.25,33
8.5,82,13.05,32
7.7,93,13.45,30
8.5,84,12.75,31
8.3,82,15.35,27
8.1,71,20.65,19
7,75,23.75,16
5.4,290,23.35,19
5.8,281,22.45,21
7.5,290,23.45,19
7,294,24.55,18
7,277,25.15,16
7.7,290,26.15,15
9,254,24.95,20
6.6,240,23.45,23
5.1,267,21.95,25
3.7,264,20.15,32
2.1,171,18.95,34
4.1,106,17.75,36
5.3,92,16.65,35
5.7,97,15.45,33
5.3,91,16.45,30
9.2,79,15.45,35
8.3,83,14.85,36
2.3,160,15.25,36
1,343,14.65,35
4,96,14.15,35
6.9,87,14.05,35
6.5,78,16.55,30
7.5,77,19.35,26
6.8,78,20.95,24
4.9,35,22.95,21
4.3,244,21.85,25
6.3,288,22.05,27
6.5,256,24.65,21
7.1,254,25.85,15
5.3,257,24.95,16
4.1,222,24.85,17
3.5,236,24.45,18
2.7,209,23.45,18
2.7,255,22.35,21
2.8,306,19.65,26
1.9,239,18.05,28
2.9,178,17.35,29
3.7,166,17.55,29
3.7,99,16.95,28
4.5,95,15.45,34
4.2,112,15.55,33
6.2,79,14.35,38
2.4,351,14.15,40
2.1,129,13.05,45
1.8,154,14.05,46
1.7,95,14.85,50
2.5,42,18.15,43
4.1,287,19.35,35
5.3,286,19.35,35
5.4,287,20.15,32
6.8,276,20.85,33
6.1,285,21.45,32
7.6,277,23.05,27
6.8,281,23.45,26
6,290,22.75,25
3,295,22.05,28
2.2,274,21.45,29
3.4,253,20.15,33
2.5,216,18.25,42
1.3,89,16.85,44
2.7,89,16.05,46
4.7,101,14.95,42
4.4,90,14.25,41
3.9,101,12.75,44
6.5,83,13.25,43
4.6,106,13.45,45
7.1,90,12.95,45
9.9,79,13.95,47
9.6,80,13.55,51
10.3,81,16.45,42
4.7,31,18.85,38
2.3,305,20.55,36
4.6,273,22.85,30
6.7,287,24.15,26
6,274,25.45,24
6.3,269,25.75,24
6.2,276,26.25,23
6.8,283,26.25,23
5.9,278,25.95,23
8.5,236,24.45,23
7.6,216,21.45,28
3.7,198,20.25,27
1.5,35,18.95,29
5,106,17.45,32
4.9,102,16.35,34
7.5,85,15.35,37
7.1,78,15.75,37
5,98,13.65,39
7.5,93,13.95,40
7.2,86,13.25,42
8,81,13.45,43
6.6,81,12.75,44
8.7,87,13.05,44
8.3,81,16.95,37
9.9,69,19.35,28
9.4,78,22.65,22
2.6,69,25.35,16
6.5,291,24.95,19
6.9,289,25.85,18
6.9,282,26.35,14
6.6,289,27.35,11
8,284,26.95,11
7.2,268,26.65,10
7.5,240,24.35,16
4.7,271,21.05,19
2.7,300,18.55,23
1.9,315,16.05,27
3.3,105,15.15,28
4.3,97,13.65,30
7,84,13.05,31
8.3,85,11.55,32
7.8,80,13.55,30
8.3,82,11.95,33
6.1,82,11.65,33
8.6,76,11.65,32
10.2,78,12.25,30
10.3,83,13.05,29
9.5,81,14.55,25
10.8,73,16.25,23
9.8,72,20.55,15
5,57,23.65,13
6.3,289,21.35,24
6.6,285,22.45,24
6.5,291,23.15,19
5.9,282,23.55,17
5.7,290,24.05,14
5.5,283,23.45,13
5,274,22.45,15
4.1,266,20.75,22
5.1,225,17.95,33
1.4,325,15.55,38
2.9,179,14.55,42
2.5,179,13.65,38
1.2,95,12.65,39
5.6,92,10.55,44
7,97,9.65,44
6.6,82,10.65,37
6,94,10.25,41
6.6,90,9.45,39
6.4,99,9.05,41
8.2,85,9.55,37
8.2,76,11.85,33
7.3,76,15.85,27
3.2,6,18.55,24
4.1,290,19.75,28
5.5,273,19.95,36
7.6,283,20.85,34
8.4,285,21.25,28
8.2,279,21.85,24
9.2,285,21.25,25
7.9,281,20.75,20
7,292,19.45,22
3.7,317,18.25,25
2,295,17.45,29
3.1,201,15.05,29
2,191,13.95,31
2,181,14.45,30
2.9,164,13.65,28
2.5,166,14.25,28
4.7,90,10.35,38
8,89,8.65,45
9.4,85,7.95,47
10.1,91,8.35,49
11.4,83,7.25,49
11.3,80,9.85,45
11.8,80,13.35,36
9.7,77,15.75,30
7.5,75,18.35,27
1.4,79,20.75,25
3.8,306,22.15,18
6,260,22.75,14
6.7,287,22.55,19
6.6,277,22.95,20
6.7,289,23.45,17
5.8,288,23.05,17
4.9,279,22.55,17
7.1,200,19.15,23
2.8,213,18.05,24
1,25,16.45,25
3,101,15.75,28
3.9,100,15.25,27
8.4,83,11.95,32
9.8,83,11.55,32
11.6,81,11.25,31
9.2,87,14.95,29
8.5,76,14.25,29
9.3,79,12.95,30
7.1,78,11.75,30
9,83,11.85,27
13.5,86,14.25,23
12.1,85,17.35,20
9.9,76,19.65,16
5.9,72,22.25,12
2.2,215,24.35,10
4.5,302,24.45,11
6.8,286,25.25,12
5.6,265,25.65,12
6.6,280,25.75,10
6,284,25.25,10
7.1,237,23.75,13
7.1,217,20.95,15
2.9,332,18.95,16
1.6,334,18.05,18
3.2,97,16.25,20
4.2,91,14.55,20
6.7,89,12.75,23
1.7,72,11.95,25
3.2,66,12.45,24
3.9,89,11.95,24
9.6,80,13.05,20
6.7,85,10.65,22
7,85,10.05,22
6.8,81,10.65,20
6.8,80,13.25,15
3.9,64,18.35,12
2.3,184,22.05,10
6.2,285,22.55,10
7,288,21.75,12
6.1,290,22.55,12
6,288,23.55,10
5.1,255,24.65,9
6.5,261,25.25,9
8,261,25.15,9
6.2,229,22.95,13
4.6,218,20.35,15
1.7,348,18.45,19
1.6,67,15.95,25
4.5,92,14.05,26
9.1,97,12.75,24
8.8,92,13.85,23
7.3,90,12.45,24
8.6,74,11.15,23
6.6,104,10.35,23
9.2,86,8.45,25
10.6,94,12.55,17
7.4,77,9.65,17
6.8,87,9.15,20
8.6,62,14.95,12
9.5,68,18.45,8
4.5,207,22.15,7
3.7,282,22.65,8
5.7,285,23.75,8
7.2,288,23.95,9
6.5,289,24.75,9
6.5,295,25.25,8
6.4,297,24.95,9
5.7,284,24.85,8
6.3,277,23.75,9
4.9,237,20.35,15
1.9,289,18.15,17
1.2,358,16.65,18
5.3,100,14.45,19
7.2,95,13.05,21
6.5,101,11.65,24
7,89,10.55,25
7.9,90,10.75,21
9.1,97,9.75,22
8.7,89,9.75,19
11,85,10.55,18
10.6,83,12.35,15
9.2,79,11.85,14
6.8,57,13.75,12
10.6,66,16.95,9
5.6,41,19.35,8
3.1,314,21.55,11
5.7,283,21.55,13
5.8,290,22.05,14
5.8,287,22.95,13
6.4,290,23.45,13
5.6,284,23.65,12
5.8,278,22.85,12
3,305,21.95,12
4.9,225,20.35,11
2,258,17.35,13
1.8,57,16.15,13
5.1,106,14.55,14
5.6,93,11.65,17
5.5,94,12.65,18
7.7,90,9.25,24
3.7,79,9.25,24
7.7,82,9.45,23
7.3,98,7.95,25
8.1,99,7.85,24
8.5,85,8.85,22
9,81,10.45,19
11.2,81,12.05,16
9,73,15.25,13
6.1,67,18.65,12
1.8,14,21.25,12
4.9,292,22.65,10
5.7,286,22.95,11
6.3,291,22.95,12
6.1,286,23.85,11
6,279,23.55,11
4.8,291,23.25,11
5.2,286,22.65,12
4.9,238,21.25,12
3,263,17.75,28
1,57,15.05,35
5.1,100,14.35,36
6.8,85,12.15,37
8.3,85,11.75,29
6.2,94,12.35,29
6.6,76,9.95,32
9.3,73,11.05,27
7.3,96,9.05,29
8.5,81,8.55,27
10.9,85,11.25,21
10.3,78,11.65,20
11,71,13.15,17
9,62,15.75,11
7.3,54,19.55,9
3.5,312,20.55,14
4.6,292,20.95,18
5.1,283,22.05,16
6,291,23.05,15
6.4,289,23.55,12
5.7,299,23.45,11
5.5,288,23.35,11
5.1,296,22.55,10
5.2,235,19.05,31
3.6,295,16.55,37
0.8,60,14.65,43
4.1,99,14.45,42
5.7,90,11.95,44
6.5,94,10.55,41
5.6,102,10.85,39
5.9,66,10.95,40
7.8,79,10.75,39
9,77,11.15,35
10.7,76,11.45,27
12,82,11.45,22
9.9,84,12.05,19
11,81,14.95,16
12,78,17.35,14
10.1,77,20.15,10
5.1,53,22.85,8
6.4,283,22.95,14
6.8,286,22.95,17
6.7,298,23.65,15
5.4,304,23.55,13
4.6,267,23.95,12
4.6,254,23.55,10
4.2,293,22.95,9
4.9,259,19.15,23
2.2,291,17.55,26
0.9,355,15.65,29
3.5,107,15.05,29
5.8,101,14.05,30
6.9,91,10.95,33
8.8,88,11.05,33
5.8,90,13.25,30
7.7,84,12.75,30
10.1,80,11.05,32
11.6,83,11.95,27
13.2,88,14.05,22
11,81,12.75,23
11.4,77,12.55,25
12.3,73,17.45,15
9,65,20.15,13
2.1,30,22.95,10
4.7,288,23.35,13
5.7,286,23.65,13
6.1,284,23.95,12
5,271,24.35,11
5.5,264,24.45,9
4.6,271,24.55,8
4,266,23.55,9
2,272,21.95,10
5.6,197,18.55,18
2.4,62,16.35,20
3.9,98,15.25,22
7.5,99,14.15,20
6.6,88,13.75,20
8.6,91,10.85,20
6.4,94,10.45,21
7.2,78,11.25,18
7,83,10.45,19
7.3,79,11.15,18
8.7,87,8.45,20
10.2,84,10.05,19
9.2,81,14.15,14
9.9,74,17.45,12
9.4,71,21.35,9
5.1,72,23.25,8
4,322,25.75,7
5.1,287,25.75,8
6.1,292,25.85,7
5.8,290,26.05,7
5.9,282,25.85,7
6,287,25.25,7
5.1,286,24.15,8
5.4,220,20.75,13
2.6,301,18.35,18
1.8,353,16.95,15
4.3,98,15.15,16
5.9,105,14.15,17
7.1,93,11.05,22
8.8,84,10.55,24
8.7,87,9.55,25
9.2,79,11.05,22
10.3,81,10.95,22
10.2,79,9.55,23
13,86,9.55,24
10.3,85,12.95,20
11.5,81,16.05,15
12,74,17.75,11
11.2,77,20.85,9
6.6,71,23.45,7
3.3,302,25.95,7
7.6,282,24.65,9
5.6,274,24.85,10
5.1,266,24.55,10
6.4,273,24.45,10
5.9,274,24.35,10
5.3,289,23.25,11
6.7,243,20.55,15
4.1,213,17.75,19
3.3,186,15.95,24
4.1,96,14.95,22
5.5,102,12.25,24
8.7,88,12.75,22
5.3,98,11.95,22
7.7,82,11.75,23
9.3,81,12.35,23
9,80,12.05,23
10.7,86,10.65,22
10.6,79,9.65,24
10,80,9.15,24
10.9,77,13.45,17
10.5,77,16.85,13
9.3,67,19.55,12
3.1,26,22.65,10
5.1,300,23.85,10
6.6,283,23.85,11
7.7,285,23.55,12
7.6,286,23.75,11
8.1,273,23.65,10
5.9,285,23.35,8
6.1,285,21.95,12
2.9,275,20.25,16
3.3,195,17.65,19
4.2,188,15.55,21
3.3,174,15.25,22
5.5,98,12.15,25
7.5,89,12.35,26
9.5,90,9.95,28
3.4,95,10.05,31
8.2,83,10.55,26
9.6,76,10.75,24
8.1,78,10.25,23
9.6,87,11.05,20
9.3,80,8.55,23
11.6,78,12.85,17
9.7,76,15.45,14
6.3,71,19.15,11
2.2,200,21.95,18
4.5,293,21.95,18
6,289,21.95,19
6.5,287,22.35,20
5.9,292,22.55,19
5.2,289,22.75,18
6.3,284,22.05,20
4.5,287,20.95,21
3.7,262,19.55,22
4.6,206,17.15,27
3.6,182,15.35,30
2.4,90,14.25,30
6.3,91,12.65,31
8.4,85,13.75,31
8.9,81,10.65,37
10.8,81,13.05,32
10.3,77,13.35,31
9.8,80,12.15,33
11,81,10.35,34
10.9,80,9.65,35
8.4,78,9.15,37
11.8,73,12.45,27
10.8,67,16.35,19
8.4,72,19.25,16
1.9,253,22.85,14
5.8,285,22.65,16
6.8,278,22.95,14
6.9,283,23.25,13
6.4,278,23.75,12
5.4,279,23.65,13
5.9,274,23.55,13
5.8,285,22.55,14
4.9,265,21.05,18
2.6,262,18.45,23
2.4,87,15.45,25
5.8,102,14.95,25
7.4,91,12.75,27
6.8,96,12.85,28
7.9,91,11.35,27
7.9,79,11.25,28
9.1,82,10.95,26
9.8,80,10.55,27
9.2,82,10.45,26
10.2,79,11.15,23
11.1,83,9.95,25
10.3,80,14.75,17
11.5,77,16.85,14
8.5,79,19.95,12
2,101,23.55,11
5.4,282,23.55,12
5.6,275,23.65,13
7.5,277,23.85,12
6.5,275,24.05,11
7.8,288,24.35,9
6.9,273,23.85,8
4.6,292,22.85,7
1.9,278,20.95,12
3.5,190,17.55,16
3.5,171,17.25,23
4.5,100,14.65,22
9.6,84,12.65,19
11,84,14.05,19
12,85,14.15,15
9,82,13.05,15
7.8,80,11.45,19
9.4,81,11.65,15
11.5,78,12.05,13
12.1,78,11.95,12
11.3,83,10.45,14
11.9,81,13.25,12
11.9,79,17.75,9
11.5,79,20.05,7
6.8,74,23.05,6
4,280,25.05,5
5.7,287,25.05,5
6.8,287,25.75,5
5.9,301,25.25,5
7,280,25.05,5
8.2,278,24.55,7
6.6,286,22.95,11
4.9,244,20.15,19
4.1,177,17.85,22
3,140,16.85,21
4.5,97,15.55,24
9.3,83,12.65,25
11.3,88,13.15,25
9.8,89,15.65,22
8.4,91,15.65,22
10.9,80,13.05,19
10.6,85,12.75,17
11,84,13.25,15
11.7,86,15.35,12
12.4,88,15.05,13
11.1,76,15.05,13
11.8,77,17.75,10
10.2,77,20.45,8
5.9,60,22.95,6
1.8,27,24.25,6
3.1,353,25.05,5
4.9,281,25.45,5
5.5,280,25.45,6
7.4,260,24.85,6
5.3,275,24.35,6
8.7,240,22.85,7
4.2,195,19.75,15
1.9,305,18.95,16
2.1,88,17.05,16
5.9,99,14.65,16
8.6,78,13.15,17
10.4,83,13.65,17
9.9,82,15.25,16
10.6,84,14.55,15
8.3,88,14.95,14
10,86,10.85,17
9.4,84,11.35,17
10.7,81,13.25,14
10.5,81,12.65,14
13.3,81,14.15,13
12.2,79,16.65,11
10.5,80,19.55,9
6.9,74,21.95,8
1.8,320,23.45,7
3.4,293,24.45,6
4.9,293,24.75,6
6.8,263,24.65,6
6.7,275,24.85,5
6,281,24.25,5
8.2,248,23.45,5
6.1,218,19.85,13
3.4,188,18.05,14
1.6,221,16.35,17
5.2,183,15.35,18
7.6,89,13.05,17
8.6,80,12.75,17
8.8,83,11.45,18
8.8,83,10.25,20
7.6,101,11.65,19
8.2,88,10.95,19
8.5,84,9.95,20
9.3,86,10.85,17
10.5,82,7.45,22
12.5,78,10.05,19
12,74,14.35,15
10,79,18.25,10
3.8,106,20.95,9
5.4,282,21.85,7
7.1,278,22.15,8
7.6,297,22.25,9
8.2,289,22.05,9
8.1,271,21.95,10
9.3,283,21.65,12
9,257,19.45,14
6.1,256,16.65,16
1.8,155,14.75,15
3.1,141,15.05,14
3.2,142,15.05,14
2.1,89,13.95,14
5.5,100,12.15,19
5.7,96,9.85,22
5.6,93,10.55,23
7.1,90,9.55,26
8,81,9.25,26
7.3,83,8.65,27
7.3,82,8.75,28
7.2,80,8.25,29
8.9,75,10.35,26
8.8,69,13.55,21
4.1,74,16.55,17
2.8,348,18.95,14
3.3,287,19.45,13
5.8,286,19.25,13
6.3,280,19.95,12
4.8,337,20.35,11
5.5,278,19.85,12
4.6,273,19.55,13
4.6,271,18.65,13
2,288,17.45,16
2.5,140,15.35,16
3.5,86,12.45,19
6.4,91,10.25,21
8.5,90,9.85,21
7.9,94,12.05,17
9,78,10.35,19
8.7,77,7.25,24
10.9,79,7.55,23
11.9,81,6.95,21
11.9,80,6.65,23
12.3,81,7.95,20
13.6,84,9.25,13
12.1,80,10.05,13
12.7,74,12.95,11
8.7,72,16.05,7
3.5,69,19.95,5
5.7,276,21.25,7
5.9,288,21.75,8
7,292,21.75,10
8.7,286,22.35,9
8.1,279,22.25,9
6.6,298,21.95,8
6,284,20.85,8
4.1,206,17.75,9
1.6,93,14.85,10
3.1,80,14.25,11
5.2,105,14.15,11
7.2,103,13.25,13
9.6,91,10.45,17
10.7,83,9.45,17
11.6,81,9.25,17
10.2,80,9.65,18
8.9,83,7.75,20
9.4,71,8.75,19
11.1,79,9.65,18
11.4,78,8.55,18
12.5,79,11.65,14
11.3,73,16.35,10
10.8,73,18.65,9
7.5,66,20.55,6
3.2,353,23.85,4
5.2,285,23.65,6
5.4,280,23.65,7
6.2,276,23.75,6
7.7,282,23.55,7
7.4,274,23.05,6
6.6,280,21.45,8
2.9,264,19.35,12
2.3,240,17.65,13
3.3,172,15.95,13
3.8,148,17.15,13
7.7,85,12.15,17
9.3,79,12.05,15
8.8,79,12.45,16
7.5,88,9.75,17
7,88,9.65,16
7.9,91,8.85,17
8,90,7.65,18
10.7,83,7.75,17
11.3,82,9.15,16
10.3,82,12.55,13
9,74,15.25,10
8.8,74,17.95,8
2.1,273,20.45,10
1.5,271,22.95,9
2.2,250,23.45,8
6.9,275,23.25,8
6.5,276,23.65,8
6.1,278,23.25,6
5.4,290,23.05,9
4.3,299,21.75,11
5.1,247,18.45,23
2.8,228,17.05,24
2.5,87,15.45,25
4,85,12.75,28
5.7,95,12.55,26
5.7,103,11.75,24
5.8,97,10.45,28
8.3,83,9.55,22
9,80,9.05,18
9.5,78,9.85,16
9.9,74,10.75,14
8.4,78,9.65,13
10.1,82,9.95,13
10.1,79,12.05,10
11.4,72,14.95,8
9.5,74,19.05,6
3.2,354,22.35,6
4.5,289,21.35,12
6.1,286,22.25,10
5.7,277,22.95,11
5,272,22.85,11
5.9,281,23.05,12
5,296,22.55,12
4.3,286,21.35,13
5.4,243,20.15,14
3.4,281,17.65,26
1.2,22,15.75,30
4.2,101,15.35,30
5.3,86,13.05,30
5.9,81,13.45,26
3.9,63,12.95,25
8.3,65,12.55,22
7.7,69,11.65,20
4.8,80,10.35,21
6.9,93,9.05,22
7.7,93,10.45,20
10.9,75,9.35,20
10.9,74,12.05,18
10.2,74,14.75,15
9.2,76,18.15,12
3.8,47,21.75,10
5.5,287,23.15,10
5.5,295,22.95,10
5.2,304,23.15,11
5.5,278,23.05,10
4.8,266,23.15,10
5.1,282,23.05,9
3.9,281,21.95,9
2.7,254,20.05,10
0.8,302,17.95,14
2.4,105,16.85,15
6.6,86,13.45,18
7.9,87,10.45,17
9.1,89,13.95,16
3.6,41,14.65,14
7.8,67,11.85,17
9.1,76,11.25,18
11,75,11.45,17
12.4,78,10.35,17
11.8,80,12.15,15
12.3,81,12.25,15
10.6,79,14.55,13
13.5,78,16.95,10
11.1,82,20.35,8
5.3,68,23.05,7
4.8,289,24.35,8
5.8,291,23.85,9
6.3,284,23.85,10
6.1,289,24.45,9
5.2,294,24.25,8
5.2,289,24.15,9
4.4,292,22.85,9
2.1,250,20.05,15
1.9,156,17.65,18
2.7,84,16.45,18
5.1,103,15.75,18
8.6,84,11.25,21
11.5,83,11.15,22
10.2,83,14.25,18
11.1,82,13.65,19
10.5,83,13.65,18
10.5,82,13.65,17
10.8,83,13.15,16
12.1,83,13.35,15
12.5,86,13.35,15
13.2,85,15.15,13
12.3,82,17.85,11
11.4,78,19.75,10
7.2,72,22.55,8
2.8,95,24.35,6
5.1,280,24.75,7
6.5,290,24.35,8
6,295,24.45,7
7.1,285,24.75,7
5.7,289,24.45,7
4.5,280,23.25,7
4.8,222,19.15,20
0.7,277,17.15,23
0.5,47,15.25,21
4.2,98,15.25,21
6.3,90,12.65,25
10.3,84,11.15,24
10.9,82,11.95,22
9.7,80,13.05,23
8.9,82,12.95,24
9.7,83,12.75,21
10.2,85,10.55,22
10.2,80,11.15,18
12.8,84,11.85,17
10.7,84,13.05,16
10.7,66,14.55,14
6.8,68,18.15,12
1.3,275,22.55,10
3.1,311,22.85,9
6,287,23.55,9
6.2,290,23.55,9
4.9,256,24.05,8
5.6,271,24.05,8
5.1,269,23.95,8
5.7,235,22.25,9
4.6,270,19.45,14
1,230,17.15,19
2.2,96,15.25,21
4.2,93,12.95,23
7,90,10.85,20
8.9,87,10.15,17
7,90,9.05,18
7.5,80,10.05,20
7.9,69,10.55,18
7.8,86,9.05,21
8.6,87,7.85,21
8.7,93,6.45,24
9.9,80,7.45,20
11.5,75,11.75,16
10.6,76,14.15,14
8.7,76,17.95,12
5.5,62,20.75,10
5.2,288,23.05,9
6.6,286,21.85,11
6.2,281,22.45,11
6.6,288,22.85,10
5.6,281,22.85,10
4.9,283,22.25,9
4.3,287,21.25,9
6.4,270,18.65,18
3.9,225,15.85,27
1.2,217,14.35,30
2,116,14.15,29
5.7,105,13.15,26
7.9,83,9.55,31
9.6,81,10.05,27
10.8,84,11.85,26
7.1,61,10.55,26
8.4,75,9.45,24
8.7,82,8.35,23
7,71,6.95,25
11.2,80,6.85,27
11.9,77,10.45,21
11.4,75,15.15,15
7.1,55,18.45,12
3.8,301,19.85,10
3.1,275,20.45,14
4.9,289,21.55,15
6.1,271,21.65,15
6.7,282,21.75,16
8.5,286,20.75,19
5.7,288,20.05,23
4.2,270,18.75,29
2.9,239,16.65,27
3.6,206,14.65,33
3.6,200,13.65,40
2.8,166,13.55,39
5.5,93,10.45,37
7.1,84,12.05,40
7.5,78,9.65,38
8.4,80,9.95,39
7.6,92,9.35,40
8.4,93,7.65,41
8.8,92,6.75,42
8.6,92,6.35,37
9.9,81,8.55,28
10.4,76,9.75,24
10.3,73,12.85,19
8.2,75,16.95,15
2.4,341,20.15,15
5.3,281,20.15,17
5.9,285,19.55,20
6,279,20.15,19
8,273,20.15,19
6.8,283,19.95,18
5.8,276,19.35,18
3.6,270,18.35,19
2.7,196,15.65,22
3.9,176,14.15,25
3,145,15.65,24
3.8,146,14.35,23
6.6,89,10.25,22
6.6,96,10.55,22
5.5,95,9.25,22
7.2,80,7.75,25
8.7,80,8.15,25
8,101,6.25,26
9.3,92,6.15,26
9.8,85,6.75,24
9.8,82,7.85,22
10.3,75,11.55,17
9.1,74,14.05,15
7.2,72,18.25,12
2,166,21.25,10
4.5,281,21.55,10
6.7,280,21.35,12
6.6,297,21.85,12
6.6,280,21.55,11
6.2,284,21.85,10
7.2,284,21.35,10
4.7,284,20.45,10
5.4,233,17.55,14
2,191,14.95,19
3.4,85,13.05,19
6.6,105,12.75,20
8.5,86,11.15,20
8.6,86,11.05,21
9.2,84,11.65,21
8.3,82,11.65,20
10.6,73,8.65,22
9.3,77,8.65,22
9.9,81,9.15,22
11.4,82,7.75,24
10,82,10.35,21
10.8,82,12.05,18
11.7,80,14.45,16
