"viento","direccion","temperatura","humedad"
11.7,79,7.15,14
12.1,79,7.15,13
13.9,83,6.25,13
12.6,83,5.65,13
13.4,58,5.95,13
13.8,42,5.35,13
11.4,79,6.45,13
14.7,74,6.05,12
15,82,4.45,14
15,49,7.05,12
12.6,43,13.15,9
8.9,66,21.05,6
4.6,136,24.85,5
7.4,263,24.75,5
7.2,253,24.95,5
7.7,263,25.35,5
7.9,259,25.55,5
7.9,253,25.45,5
10.1,255,23.55,6
7,278,19.45,16
1.5,273,16.75,20
3.6,95,14.95,18
6.2,77,13.25,16
4.8,72,15.45,11
11.4,81,8.75,15
10.8,91,10.35,14
7.1,87,9.65,16
11.4,78,11.95,15
11.1,88,8.95,12
12.7,85,9.45,11
14.5,80,8.55,11
15,69,8.25,11
12.6,54,8.85,11
14.8,46,9.35,11
11.4,70,17.25,7
11.2,51,22.05,5
5.9,64,24.95,4
7.1,278,22.35,6
6.8,270,22.15,6
7,281,22.65,6
8.9,280,23.05,7
8.8,261,22.55,6
8.3,266,21.55,7
6.4,246,19.55,7
4,267,16.95,10
2.7,243,15.15,17
2.8,97,12.25,19
6.9,84,7.15,21
10.4,72,6.35,19
12.9,72,5.95,20
12.8,83,3.65,22
12.1,85,4.15,20
11.5,78,5.45,19
10.4,80,5.45,19
10,82,4.85,19
8.3,81,2.35,21
9.7,87,3.15,18
9.3,81,4.95,16
7.5,86,9.85,14
1.3,105,16.65,14
2,307,18.55,14
6.8,273,17.95,15
6.5,280,17.45,16
6.2,277,17.65,15
7.5,278,17.85,15
7.2,271,17.35,16
6.4,285,16.85,17
4.6,286,15.95,18
2.9,229,14.05,19
3.6,179,13.25,20
4.1,109,11.35,21
5.5,88,6.35,26
9.1,82,4.95,27
10.8,85,5.65,26
10.2,72,4.05,28
11.2,79,5.35,26
11.4,86,4.55,27
10,79,2.15,30
7.7,85,1.75,32
11,89,1.45,32
12.1,74,-0.45,36
12,76,1.75,32
10.8,75,9.05,23
3.4,82,14.45,19
1.9,259,16.95,18
5.5,260,17.25,18
5.1,270,17.45,18
6.1,262,17.65,18
6.4,276,17.95,16
6.6,276,17.65,13
6,288,17.15,14
4.5,281,16.15,14
2.6,244,13.55,16
2.9,131,10.25,21
3.6,77,8.05,21
8.9,84,7.55,20
12.1,72,4.15,22
13.3,76,5.35,20
13.6,81,3.15,22
13.1,69,5.15,22
13.4,76,1.85,24
14.8,80,1.35,26
12.6,74,1.75,25
12.2,75,2.25,26
13.3,85,4.15,25
11.4,83,6.45,23
11.6,74,10.75,19
7.3,61,16.65,14
2.9,356,19.05,12
5.5,258,19.45,12
6.4,269,19.15,13
5.9,282,19.65,12
5.3,260,19.85,11
5.4,281,19.75,12
4.2,265,19.75,11
4.8,274,18.65,12
2.1,182,16.45,13
1.3,9,12.75,19
4.6,83,9.05,17
6.2,86,9.55,16
6.9,66,8.25,17
9,85,8.85,16
8.9,82,6.95,17
11.3,77,7.85,17
13,83,8.85,16
8.8,89,8.05,17
7.9,69,10.05,16
6,97,12.05,14
7.4,78,11.15,15
6.4,86,11.35,15
8,79,14.55,13
11.5,64,17.05,11
5.8,273,18.05,11
4,257,18.45,10
6,281,20.15,11
6.3,238,19.25,11
7.1,277,18.45,12
5.1,264,18.15,13
2.1,178,18.25,13
4.5,265,17.35,13
5.2,256,15.45,18
1.8,285,12.75,24
2,88,12.15,23
5,73,11.85,23
5.9,93,11.25,19
10.2,84,11.65,25
7.9,78,12.65,37
4.4,97,12.25,37
3.5,61,10.95,39
1.4,102,12.15,32
2.1,124,10.85,31
1.8,106,7.75,36
5.6,84,6.85,41
6.5,90,7.45,41
8.1,73,11.85,30
4.6,58,16.55,21
4,310,18.55,15
5,312,19.25,15
6.7,280,19.55,17
6.7,295,20.05,17
8.4,298,19.85,18
7.6,289,19.35,17
7.8,301,19.15,17
6.1,306,18.35,17
2.8,342,16.15,18
2.4,90,14.65,17
3.2,68,11.35,22
6,85,11.65,25
4.5,118,9.45,28
9.6,73,7.95,32
8.8,91,6.85,35
12.6,82,7.45,35
12.7,82,6.65,38
10.3,91,6.25,42
10.1,82,9.65,36
11.1,78,3.95,46
11.5,90,4.15,46
12.7,77,4.95,42
11.5,68,12.85,28
11,74,16.05,22
6.3,45,18.75,18
4.2,348,20.15,13
5.8,319,20.35,16
5.8,263,20.55,19
6.3,290,20.65,19
7.7,287,20.55,18
6.9,309,20.45,16
7.3,291,19.65,17
7.5,231,16.55,23
3.3,167,15.35,24
5.8,71,10.65,28
4.9,79,9.05,31
10.5,78,8.95,31
11,84,9.15,30
11,88,8.25,31
12.9,77,7.85,32
13.3,79,7.45,31
11.6,78,7.05,32
10.9,79,4.55,36
14.3,76,3.25,36
11.8,87,3.15,37
13.1,82,3.95,35
11.8,72,11.45,25
9.8,74,17.05,17
5.6,61,19.55,14
3.2,343,20.65,14
5.4,262,20.85,14
5.8,279,21.15,12
6.5,293,21.15,11
6.7,274,21.05,11
5.5,279,20.85,12
4.9,294,20.15,13
6.2,252,16.35,23
2.9,68,14.05,25
5.9,83,10.55,27
5.3,80,7.65,28
9,83,8.95,27
11.4,82,7.55,29
12.7,78,6.05,25
12,85,6.15,27
14.8,80,2.75,31
11.8,84,2.15,32
14.7,82,1.65,33
15.9,83,2.15,32
15.3,82,4.25,30
13.2,87,6.95,26
11.6,78,11.55,20
9.9,73,17.05,14
5.2,83,19.45,12
3.9,257,21.15,10
4,242,21.35,10
5,259,21.45,10
6.1,313,21.85,10
4.3,282,21.95,9
5.4,293,21.45,10
4.4,291,20.75,10
4.9,250,17.15,18
1.4,41,13.65,21
5.7,85,10.55,23
4.7,94,9.25,21
9.7,73,8.35,23
12.9,75,5.05,21
12.2,82,5.75,23
11.7,90,5.95,22
14.3,80,4.15,24
15.2,83,4.35,25
16.6,82,3.35,26
14.9,87,5.85,24
14.4,86,5.55,23
12.4,87,5.45,23
12.2,75,12.25,17
8.8,61,18.85,12
5.5,64,20.75,10
2.1,171,22.65,8
5.3,282,22.75,9
6.6,285,22.95,9
5.7,285,23.05,9
6.4,276,22.65,9
6.5,286,22.35,10
8.8,244,20.65,12
3.8,249,16.55,17
2.9,64,13.45,18
6.1,83,11.95,22
9.2,87,9.05,22
10.3,74,7.25,22
12,83,6.85,23
11.8,80,6.15,23
11.5,75,6.45,23
11.4,83,7.05,23
13,77,6.85,23
11.9,81,6.45,24
13.2,86,6.55,24
12.4,83,5.15,27
11.2,85,8.75,23
10.5,75,10.75,20
5,83,18.15,15
5,287,19.85,16
5.4,288,20.25,14
7.9,306,20.95,14
10.7,293,20.85,12
9.8,296,20.35,9
8,302,20.15,5
6.9,299,19.35,7
6.7,250,17.35,15
2.7,229,15.75,19
3.4,75,13.25,21
4.5,95,8.45,21
8.5,86,7.35,21
12.1,75,6.65,23
11.1,85,8.35,20
11.6,76,4.65,21
9.9,77,3.25,23
9.8,70,3.85,21
12.8,82,2.95,21
14.7,86,2.65,21
14.8,82,3.85,21
14.2,82,4.25,22
14.7,78,5.95,20
7.9,93,12.35,16
8.2,60,18.05,13
8,65,19.95,12
3.7,315,21.55,9
3.7,305,22.35,9
4.5,303,22.65,8
6.3,312,22.25,10
7.1,311,22.45,9
6.8,288,21.85,8
6.3,283,21.15,9
5,237,17.95,13
3.8,77,14.75,13
6.5,90,11.55,13
7.5,87,9.85,16
10.8,81,9.05,15
11.1,83,9.85,14
13.1,78,6.45,15
13.3,80,5.55,16
12.5,73,5.65,17
12.3,87,8.45,17
13.9,78,7.15,17
13.1,85,7.25,18
12.6,85,7.15,18
13.6,77,8.55,18
10.1,86,13.35,15
8.2,65,19.15,11
3.2,79,21.25,10
3.5,330,22.45,8
5.3,318,23.25,8
5.4,293,23.05,7
5.9,282,23.05,6
6.5,278,23.25,7
6.7,266,22.85,8
8.1,252,21.35,9
4.2,256,17.95,14
2.7,19,15.35,17
4.7,91,12.75,17
10.8,85,10.05,17
12.3,72,7.35,17
13.6,75,7.45,16
13.9,81,6.95,16
14.8,79,8.15,15
13.9,72,4.15,17
14.1,78,7.65,15
15.2,79,7.05,15
14.9,80,4.65,17
12.9,82,6.25,16
14.5,86,6.05,17
11,74,13.25,12
8.4,47,19.85,9
5.9,57,22.45,6
5,60,23.35,4
3,356,24.25,3
4.5,246,24.25,4
4.8,255,24.55,4
6.1,286,24.65,3
6.3,293,24.25,3
6.5,291,23.25,4
5.4,272,18.65,13
3.5,59,15.25,13
3.3,102,13.05,15
10.8,80,9.85,16
11,77,8.15,15
12.7,87,7.85,14
14.5,86,9.35,11
13.9,83,9.85,11
12.7,84,4.65,14
13.8,83,8.25,11
10.5,91,6.55,13
12,87,9.05,15
11.9,81,8.65,16
13.5,81,9.05,16
13.1,61,18.35,12
11.1,56,19.85,13
8.8,58,21.85,12
4.5,279,24.05,10
8.9,271,23.85,9
8.3,284,23.45,10
8.9,284,23.85,10
7.9,292,23.65,9
11.4,242,21.85,11
7.8,249,19.95,11
3.1,272,17.45,14
0.9,321,15.05,15
3.6,143,14.25,16
4.9,81,10.75,17
8.3,88,8.95,19
9.4,72,6.95,22
12.6,84,8.25,19
13,82,6.45,19
13.4,87,7.05,20
10.8,91,7.55,19
15.7,84,5.25,20
14.3,82,7.25,18
13.7,85,6.55,19
6.5,96,9.05,17
10,89,13.25,14
5.8,60,19.45,11
5.1,262,20.85,11
6,272,19.95,11
5.5,266,20.95,11
6,280,21.55,11
6.5,274,21.75,11
7.2,286,21.45,10
7.3,288,21.15,10
6.5,294,20.45,10
4.6,267,16.75,16
3.6,74,13.85,19
3.5,94,10.85,19
11.2,81,9.35,20
11.4,78,7.55,20
12,75,9.05,18
13.9,82,8.75,17
12.8,75,6.95,18
16,83,6.75,17
16.2,82,4.85,18
15,79,7.55,16
14.2,83,5.95,17
14.1,77,8.55,15
14.1,79,9.35,14
10.5,84,15.05,12
8.1,69,19.85,9
2.6,91,22.85,6
4.1,240,23.25,6
6.2,258,23.55,6
4.6,248,23.65,6
6.8,259,23.65,7
5.4,281,23.55,7
9.8,254,21.35,12
7.7,259,18.65,17
1.6,267,15.95,19
3.4,80,13.55,21
3.7,111,11.85,20
10.7,73,9.05,25
10.8,87,7.65,24
11.9,75,5.55,21
11.6,75,6.95,21
8.5,56,5.95,20
9.6,65,5.85,22
11,76,5.75,20
8.9,75,10.05,16
10.9,85,8.85,17
11.5,86,9.55,16
8.7,91,10.85,15
9.4,69,17.55,11
7.8,52,21.25,8
6,259,22.55,10
5.5,265,21.85,11
7.2,267,22.15,10
6.3,281,21.75,12
8.5,281,21.65,11
7.2,269,21.05,12
4.9,265,21.35,11
8.5,256,19.65,14
5.8,269,15.65,20
1.2,345,13.75,21
3.2,95,11.25,22
8.8,80,9.35,24
9.8,72,7.95,24
8.8,90,6.15,26
9.4,73,5.95,25
8.6,74,5.85,25
8.7,80,5.85,23
11.5,78,5.95,24
11.7,82,5.45,24
12.5,76,5.15,24
12,75,5.15,25
12.8,76,5.35,24
11.1,71,12.15,17
6.5,53,16.85,14
4.8,281,18.85,13
7.1,306,20.25,13
7.9,291,19.95,13
7.7,302,20.05,14
7,302,20.25,15
9.2,310,20.35,14
10.2,303,19.65,16
10.1,281,18.55,18
5.2,263,13.45,33
1.6,326,11.15,37
6.8,79,9.45,40
6.4,73,8.65,35
7.7,76,6.65,39
7.5,80,7.35,39
7.6,78,6.15,34
10.7,80,6.25,33
10.8,89,5.55,35
12.9,80,4.25,37
10.4,78,4.95,37
10.3,85,5.25,36
12.9,81,2.75,40
7.5,92,4.65,36
6.5,76,11.85,24
2.5,22,17.05,21
7.7,309,18.05,15
9.7,316,19.05,14
9.8,304,19.45,12
9.7,294,19.95,12
11.3,295,19.95,9
9.9,285,19.35,7
8.5,284,19.35,6
6.5,286,18.65,6
5.6,257,14.35,22
2.7,48,10.65,24
2.9,101,8.65,25
9.2,80,7.45,25
11,84,4.95,24
8.2,76,5.95,24
8.2,78,6.05,24
11.1,83,4.35,22
11.4,81,3.75,21
10.5,82,4.45,20
12.7,81,2.05,22
13.3,80,0.05,26
12.9,84,0.05,26
12.7,81,2.15,25
8.4,84,10.65,18
7.2,65,15.35,12
5.1,327,18.05,6
6.8,297,18.75,7
8,306,18.95,7
8.2,278,19.15,7
8.4,300,19.35,7
7.9,305,19.15,7
8.1,277,18.95,5
8.6,244,16.95,12
2.9,282,14.25,13
3.4,68,12.15,14
2.8,93,7.75,16
9.6,82,5.35,19
10.2,75,4.85,19
12.2,73,5.85,18
11.8,72,2.15,19
12.6,85,2.15,19
13.7,82,1.15,20
13,86,2.95,20
15.2,78,1.85,20
14.8,76,1.25,21
14,71,4.05,20
14,51,2.75,20
10.7,67,10.65,14
8.6,67,16.05,9
2.7,110,18.25,6
4.4,307,19.85,5
6.9,294,19.95,5
6.3,278,19.75,5
8.2,296,19.95,5
7.1,296,19.75,4
7,297,19.35,5
6.4,287,18.65,5
5,255,14.75,17
1.4,43,12.15,21
3.7,93,9.95,20
7.1,86,5.95,19
11.7,82,4.25,19
12.2,86,4.15,14
11.4,93,2.15,13
11.6,90,1.75,12
16.1,75,0.25,14
14.2,70,-0.65,13
12.4,49,-1.25,13
10.8,45,-1.25,11
9.6,79,-0.25,9
10.4,65,2.35,7
8.9,72,12.65,5
4.6,39,17.55,3
8.4,310,18.45,3
8.6,309,18.95,5
9.9,309,18.75,6
11.3,298,18.75,5
12.7,288,18.75,6
11.1,288,19.55,8
10.5,276,18.95,10
9.1,279,18.35,9
5.3,241,15.45,8
1.9,79,13.35,9
8.1,82,9.45,11
8.7,76,8.05,13
10.4,85,8.25,13
13.3,78,6.05,15
12.8,83,5.65,15
12.8,80,5.35,16
9.7,87,4.65,18
11.3,69,2.85,20
8,87,4.05,21
8.6,76,4.15,21
9.9,81,4.35,22
11.5,84,3.75,23
10.6,70,9.75,18
4.5,56,16.25,10
5.8,319,17.35,8
7.2,322,18.05,8
8.8,315,18.75,9
9.1,297,18.65,10
10.4,294,18.75,10
10.7,290,18.65,11
9.8,284,18.45,10
6.9,243,16.65,7
3.8,233,14.65,9
3.9,79,10.95,9
3.3,95,9.15,10
9.8,79,7.95,11
10.6,79,5.45,12
10,74,7.05,12
12.5,81,6.15,13
11.6,85,6.95,13
12.9,87,5.85,14
14.5,86,4.25,15
14.1,70,2.25,17
12.5,75,1.45,18
13.2,40,1.15,20
13,34,4.65,18
11.6,40,12.15,14
7.1,66,16.25,15
7.4,303,18.65,16
8.9,305,19.15,14
7.8,283,18.95,17
9.1,277,19.05,16
7.4,283,19.35,14
5.4,287,19.65,12
5.5,271,19.75,11
4.3,273,18.75,11
5.4,249,16.05,16
1.6,66,13.25,17
2.4,100,11.05,19
5.2,84,6.85,21
8.3,83,6.25,24
11,79,6.75,23
12,79,5.35,24
11.7,85,3.55,24
12,77,4.65,24
12.4,73,0.75,28
9.5,90,4.05,25
12.1,82,1.25,28
12.4,85,1.05,28
12.3,77,3.55,25
8.2,74,12.45,17
5,57,16.05,15
2.1,158,18.35,13
4.6,255,19.05,15
6.2,282,19.45,15
7.4,275,19.45,16
8.4,281,19.95,14
8.7,275,19.75,14
10.5,256,19.85,16
8.8,248,17.75,20
8.6,243,15.05,23
3.2,222,13.35,25
4.4,70,9.15,29
3.3,97,6.15,32
4.2,95,8.15,33
8.4,75,5.05,35
8,83,5.35,35
7.1,93,4.15,35
8.8,85,4.45,36
10.5,85,3.25,37
10.8,82,4.45,37
12,85,3.05,38
10.9,89,1.95,41
11.8,83,5.65,35
8.8,74,12.65,26
4.8,44,16.25,21
4.8,308,18.85,21
6.7,292,19.45,20
7.6,307,19.55,19
7.5,309,20.45,19
8.7,297,20.25,21
8.4,299,19.95,19
8.9,299,20.05,19
6.3,297,19.35,18
6,287,17.55,25
3.5,294,14.85,23
2,344,12.65,27
3.8,109,11.35,29
3.7,93,9.45,29
3.6,96,8.35,33
9.7,86,8.65,33
9.5,81,8.05,36
10.4,81,6.45,41
11.1,82,5.55,45
10.3,76,5.25,47
11.7,86,4.25,51
13.7,84,5.45,52
11,74,7.45,47
9.2,74,14.65,34
6.3,353,18.55,29
8.3,322,19.65,24
9.3,313,20.45,21
8.1,316,20.95,24
8.9,307,21.65,19
10.9,312,21.55,20
9.8,305,21.55,20
8.7,304,21.35,19
10.6,244,19.65,21
5.4,248,17.15,23
1,353,15.05,25
2.2,106,12.35,28
3.4,85,8.85,31
6,94,9.25,32
9.6,87,9.25,32
9,83,9.15,33
10.5,79,8.05,34
11.5,77,7.15,36
14.5,79,5.95,39
14,82,4.95,41
13.4,85,7.15,38
12.6,71,4.65,43
12.4,70,7.05,38
11.2,70,14.65,27
8.6,79,18.45,22
2.8,86,20.25,17
5,298,21.15,13
7,318,21.95,14
7.8,299,21.95,12
8.7,289,21.75,12
9.8,294,21.75,12
7.6,252,21.05,12
8.1,249,19.35,14
4.6,249,17.05,11
1.7,93,14.65,12
5.6,71,9.75,14
2.4,110,9.75,15
7,92,6.55,19
10.5,84,7.15,19
13.3,70,5.35,21
12,88,6.35,21
13.6,88,4.15,26
11.2,88,2.75,27
13,85,2.35,29
13.8,82,3.65,29
15.4,72,2.75,29
13.3,83,5.85,25
8.3,89,14.95,17
1.3,291,19.65,13
3.6,270,20.25,14
5.4,276,21.55,13
7.1,280,21.85,12
7.5,264,22.35,11
6.7,283,22.75,10
7.1,283,22.45,8
7.3,288,22.45,8
10.9,248,20.35,14
5.3,248,16.75,17
3.7,304,14.65,18
2.2,101,13.15,17
5.3,82,8.75,20
9.7,83,7.85,23
10.9,79,7.35,23
11,75,6.05,24
10.5,74,5.35,26
10.9,89,3.85,26
13.3,84,4.55,26
14.5,77,5.05,23
14,73,3.15,27
14.6,84,2.45,27
12.8,87,5.45,24
9.2,72,13.05,17
5,65,18.45,13
4.8,307,20.55,11
7.1,297,21.25,9
7.5,281,21.45,12
6.1,292,21.75,12
8.3,289,21.95,11
8.5,298,21.65,13
9.4,308,20.85,14
5.5,240,19.45,17
6,249,16.55,21
1.8,277,14.25,25
3.7,79,12.85,26
2.8,58,10.85,28
2.1,186,12.65,28
3.1,180,12.05,30
2.4,147,10.85,32
2.9,99,7.05,39
4.9,90,5.35,41
4.8,93,7.45,35
6.3,88,8.85,33
8.3,88,8.35,41
9,88,10.25,37
1.5,240,11.95,33
2.1,78,15.05,28
2.2,48,17.05,25
5.3,311,18.75,23
7.3,287,19.15,18
6.9,300,19.75,18
8,291,19.55,19
9.7,281,19.95,19
9.4,297,19.95,18
9.9,281,20.05,16
8,279,19.35,17
5.6,232,15.75,20
3,340,13.05,23
6.2,86,9.85,22
9.2,78,10.55,24
11.6,81,7.65,25
9.3,83,6.35,28
10,90,4.85,30
12.1,78,5.25,30
12.3,80,5.45,31
12.1,75,4.25,33
12.7,75,2.85,36
13.4,84,2.25,40
11.4,69,2.95,39
11.4,75,10.25,29
10.1,72,15.45,20
4.4,290,18.75,17
5.4,293,19.55,16
8.7,283,19.55,17
9.2,281,19.75,17
9.7,276,19.75,17
10.3,281,20.05,17
10.3,267,19.85,17
11.4,247,18.65,18
9,246,17.25,18
5.2,253,14.85,19
1.4,57,12.95,20
3.2,121,9.85,21
4.7,85,8.35,24
8.9,81,6.85,26
12.5,86,5.35,27
13,78,6.25,29
13.6,74,6.05,31
9.5,92,3.35,34
7.6,96,5.35,32
10.5,92,4.35,33
8.2,94,1.25,37
10.6,91,3.55,35
9,76,10.05,25
9.8,53,15.65,18
7.4,54,18.35,14
3.1,69,20.45,10
4.7,251,21.45,8
5.2,261,21.95,8
6.5,298,22.85,8
5.1,271,22.75,7
4.8,297,22.65,5
4.2,290,22.55,7
5,253,21.75,6
4.3,284,17.85,14
3.9,347,14.75,16
2.3,99,14.25,17
9.8,82,9.55,18
10.2,78,8.35,15
13.9,72,6.95,15
12.2,87,8.25,15
12.4,79,3.85,16
15.3,78,4.45,16
15.2,80,2.25,17
12.2,71,6.15,14
14.6,67,1.45,17
16.2,87,4.65,15
13,82,7.45,13
10.6,80,16.15,8
8.9,72,20.35,6
3.4,118,23.05,5
3.1,310,24.15,4
5.6,266,24.15,4
6.2,265,24.55,3
7,272,24.95,2
6.2,257,24.85,2
5.8,274,24.55,2
9.2,250,22.35,8
5,287,18.15,10
0.9,44,16.15,10
4.8,115,14.05,11
10,80,10.95,12
12.5,81,9.25,12
13.2,86,7.85,12
14.8,82,4.95,12
15.6,79,4.75,12
15.3,72,4.25,12
14.2,76,5.15,12
14.7,71,4.05,11
15,51,2.95,12
12.6,78,6.05,11
14.8,65,7.45,9
10.9,47,17.05,6
8.4,62,21.85,5
6,282,23.35,4
5.1,267,23.95,4
6.5,271,24.25,4
7.1,291,24.85,3
7.1,275,24.95,3
7.9,271,24.95,2
8.2,271,24.35,3
9.6,253,22.15,6
4.5,286,18.25,7
2.6,339,16.45,10
2.7,107,13.75,11
7.3,86,9.95,11
10.7,79,10.75,10
12.3,80,7.05,10
13.2,78,5.75,11
15.1,81,7.95,11
12,85,4.95,12
14.4,81,6.25,11
12.3,68,6.85,11
14.6,68,3.05,12
14.1,73,3.05,13
14,74,7.95,11
10,78,15.65,8
6.2,60,21.15,7
6.8,266,22.75,5
7.2,261,22.85,5
7.1,276,22.75,5
6.7,279,22.95,4
8.5,277,23.25,4
7.6,262,23.05,5
8,242,21.35,8
7.5,253,19.65,11
4.6,271,16.35,17
3.2,81,12.75,19
5.6,92,9.45,14
6.7,85,7.25,9
9.6,83,9.25,14
11.5,77,6.15,13
14.6,84,3.55,10
14.1,79,6.55,12
14.8,82,6.45,13
13.8,78,5.25,15
14.8,81,6.25,17
15.4,82,4.45,18
14.4,74,3.55,17
12.9,88,6.05,15
9.7,71,16.25,8
1.8,79,20.45,6
3.8,293,21.55,6
4.3,231,22.15,5
6.4,284,22.75,5
8.3,298,23.35,4
8.3,295,23.15,4
9.1,289,22.55,4
6.8,267,22.35,4
8.9,251,19.95,8
4.7,279,16.25,11
2.6,30,13.75,12
4.2,114,11.75,11
4,95,7.95,12
10.4,76,7.05,12
12.5,77,5.45,12
12.5,75,4.55,13
13.1,77,4.65,13
13.4,78,4.05,16
15.5,76,2.45,16
14.8,78,2.25,15
15.6,82,4.95,15
11.2,92,5.35,14
12.9,79,7.55,13
10.7,68,17.15,9
6.5,64,19.95,6
7.2,332,21.65,5
9.1,316,22.15,5
10.9,310,22.85,5
11.4,309,22.75,6
9.9,302,22.55,7
9.4,296,21.65,7
8.3,297,20.95,10
6,268,18.95,17
4.2,256,15.65,22
1.7,43,13.25,23
2.7,130,13.65,23
3.4,125,10.25,24
9.5,79,7.55,24
9.2,84,7.95,20
9.6,88,7.05,18
11.3,84,6.95,16
10,92,7.25,16
12.4,81,7.15,17
12,83,7.65,17
10.9,74,4.95,18
11.1,84,4.65,18
9.4,74,7.65,15
0.8,40,17.05,11
4,304,18.25,18
9.6,287,18.05,20
12.1,310,18.45,21
10.8,312,18.45,21
10.8,310,18.65,20
12.4,310,18.65,20
13,296,16.95,22
12.5,301,16.05,24
12.8,305,13.95,27
5.9,284,12.25,26
2.5,299,11.35,27
7.1,304,10.55,32
2.9,229,10.35,34
8.4,333,11.75,36
3.1,104,10.15,36
7.3,53,9.55,38
2.9,105,9.55,38
5.3,93,9.15,37
3,114,10.25,36
5.1,132,10.45,35
2.6,292,10.25,44
1.7,318,9.75,57
5.6,20,12.15,48
9.6,332,14.05,42
9.1,340,14.15,44
10.9,318,15.65,37
12.7,319,16.35,36
12.3,302,16.15,42
10.7,301,15.85,44
11.6,307,16.25,45
9,298,16.25,45
7.3,291,15.15,48
7.2,294,14.55,50
5.5,298,12.85,54
3.7,313,11.45,51
1.6,47,9.95,55
4.7,135,8.65,58
6.7,85,7.65,62
8.9,88,6.55,71
9,88,5.75,68
9.5,81,5.45,67
11.6,86,3.05,68
11.9,78,3.55,64
8.7,93,3.75,59
13.1,87,2.35,56
12.1,85,5.05,48
10.2,91,6.85,41
8.3,66,15.05,24
6.1,322,17.55,21
7.4,326,19.05,19
8.7,314,19.95,18
10.3,314,20.65,19
10.6,318,20.45,20
10.7,311,20.75,17
10.5,300,20.95,17
11,281,20.55,23
8.3,266,18.85,23
5.4,241,16.55,20
2.3,37,14.55,24
7.5,79,11.25,27
8.2,80,10.85,28
9.6,88,8.45,31
12,85,9.65,30
10.6,84,8.45,33
10.8,78,9.55,31
12.7,83,7.95,34
11.9,85,6.95,38
13.1,88,6.55,41
11.3,88,3.85,47
9.5,92,4.45,45
7.9,87,10.45,33
5.6,81,17.35,23
2.1,226,19.15,19
4.5,266,20.45,17
5.6,286,20.95,16
6.1,264,21.65,14
7.3,277,22.65,14
6,278,22.55,13
6.9,286,22.65,12
10.2,248,21.65,14
9.9,246,19.25,17
7,235,16.25,18
1.7,209,13.95,19
4.1,76,12.85,19
3.5,93,10.15,21
6.7,88,7.55,24
9.4,78,6.55,25
11.4,80,5.55,27
10,87,5.95,28
10.2,74,3.55,30
11.4,78,3.65,31
11.7,84,2.95,34
13,81,2.75,34
9.9,84,2.15,36
9.7,47,7.75,28
8.4,70,15.15,20
3.7,338,19.15,17
4.5,261,19.35,18
8.5,276,20.45,17
8.4,281,20.45,17
9.6,279,21.05,17
10.6,286,21.15,16
8.3,266,21.55,14
10,245,20.15,16
9.2,252,17.75,19
5.9,251,15.25,21
2.3,20,13.15,20
3.7,90,11.45,22
3.9,93,8.95,26
7.9,82,8.05,27
11.3,81,6.85,28
11.5,79,4.95,31
12.3,82,6.85,30
11.2,78,4.85,32
10.3,67,4.95,33
10.1,72,4.95,34
11.2,72,6.15,32
9.4,79,7.25,30
6.2,92,9.45,27
5.2,81,15.35,22
1.9,96,17.45,23
2.6,302,16.65,23
2.1,265,18.35,22
4.5,287,19.15,22
8.6,266,18.05,21
6.5,253,17.15,21
6.2,245,16.55,22
4.7,249,16.05,22
4.2,252,15.55,22
3.7,267,14.15,25
1.6,232,13.35,28
1.6,9,12.15,29
4.7,87,11.45,29
3.3,58,12.75,28
3.6,93,12.15,27
1.5,109,13.05,30
5.1,89,12.05,31
6.4,80,10.15,36
5.6,80,9.65,42
2.4,71,8.35,42
3,55,6.25,43
2.1,152,7.75,41
1.8,95,10.95,34
1.2,74,13.65,28
5.4,302,15.55,24
8.1,297,16.75,24
9.3,297,17.05,24
10.1,291,17.35,22
10.5,290,17.75,21
12.1,289,18.15,19
11.1,293,17.85,17
9.9,280,17.65,19
8,245,15.95,25
5.5,252,13.65,28
2.8,279,12.05,30
3.5,93,9.25,30
4.6,81,6.15,38
3.5,102,6.45,38
10.4,80,6.65,38
10.1,86,6.05,38
10.7,79,5.05,39
11.7,79,2.45,45
10.4,88,3.15,44
11,85,1.95,45
13.6,83,2.75,43
13.8,83,1.45,45
11.6,80,6.45,35
8.2,72,14.45,18
7.4,319,17.35,19
8.3,314,18.05,18
9.9,300,18.45,17
9.2,293,18.65,15
9.7,316,19.55,11
9.7,308,19.65,11
9.6,282,19.55,13
10.7,251,19.15,17
9.2,240,16.85,20
3.6,231,14.95,23
4.2,75,12.55,24
4.4,93,9.95,28
9.8,82,7.65,28
11.9,80,6.75,28
10.1,83,6.95,26
13.9,79,4.25,28
15.1,51,2.25,28
15.6,78,2.35,30
15.3,85,2.95,26
14.3,81,4.05,24
11.9,90,4.25,23
11.9,90,4.75,25
12,84,7.85,23
8.8,79,14.95,17
3.7,68,18.65,8
1.8,280,21.75,6
3.8,292,21.25,6
5.1,293,21.95,6
5.4,230,22.05,6
5.9,281,22.65,5
5.5,264,22.15,5
7.4,276,22.15,5
9.9,250,21.15,8
6,273,17.05,13
3.9,325,14.55,15
3.7,84,11.25,16
3.8,97,10.85,15
7.5,87,7.65,14
12.5,84,5.85,16
11.9,73,5.05,15
11.7,82,5.15,15
12.5,67,4.45,15
13,58,3.05,15
15.2,71,2.25,16
13.4,67,1.75,16
12,47,5.15,14
