"viento","direccion","temperatura","humedad"
12.5,85,7.05,37
7.7,82,13.85,28
3.6,2,18.15,24
7.7,282,19.05,23
8.1,293,19.55,15
8.2,298,19.95,14
7.7,283,20.25,14
8,273,20.35,16
7.6,277,20.65,16
8.4,247,19.75,18
8.4,253,18.55,23
7.2,269,15.55,26
3.7,253,14.15,29
4.2,73,12.85,31
7.6,88,11.35,30
6.7,67,10.55,32
2.2,193,11.75,34
4.6,146,11.35,39
4.8,67,11.25,42
1.3,291,9.15,44
5.7,79,6.55,51
2.2,131,11.25,43
6.8,79,8.25,45
6.4,88,7.55,48
7.6,88,9.65,47
3.6,75,14.95,34
6.4,5,15.85,26
9,315,16.45,23
5.6,352,18.05,19
8.8,324,17.95,17
8.8,329,18.45,15
10.1,302,18.95,14
9.6,304,18.85,16
9.4,306,18.85,12
8.3,306,18.35,15
8.4,312,16.55,18
3.6,214,14.25,41
1.2,107,12.55,41
3.8,113,9.35,38
9,84,8.75,32
8.4,83,8.75,28
9.4,81,7.55,27
10.5,78,6.95,33
10.5,73,5.15,34
10.8,75,6.75,34
14,80,3.05,40
12.5,76,2.75,38
12.2,84,3.85,34
6.1,97,7.35,27
8.6,66,14.95,17
6.1,359,17.85,20
6.2,298,17.55,23
8.6,284,17.75,31
7.8,284,17.75,32
8.9,291,17.75,34
11.4,299,17.35,34
10.8,292,17.05,38
11.5,294,16.55,37
9.6,294,15.65,40
5.4,274,13.65,52
3.8,220,12.55,57
1.2,212,12.85,52
1.1,337,13.35,47
4,119,9.85,52
6.9,88,9.45,51
8.9,74,8.35,49
8.9,91,5.95,53
12.3,78,6.95,52
8.5,94,4.75,52
9.1,92,3.75,54
8.9,92,3.95,58
13.3,87,2.65,55
9.5,90,7.35,40
9.5,71,15.05,25
5,23,17.75,21
5.6,288,18.95,21
6.1,271,18.05,29
5.5,288,18.75,27
6.4,306,19.35,24
7.5,289,19.65,25
8.3,292,19.65,23
7.6,300,19.15,22
4.8,310,18.85,24
5.2,312,17.25,28
3.5,255,14.45,34
1.5,282,13.35,36
2.3,122,10.65,38
5.6,81,7.45,44
9,85,7.75,41
9,80,6.15,42
8,87,6.75,42
13.1,78,5.55,42
12.6,79,4.95,40
13.4,77,4.45,39
13.1,80,2.25,40
11.1,78,5.45,40
11.2,83,8.15,31
8.7,76,13.15,28
2.4,77,18.25,19
2.7,266,19.45,19
4.4,264,19.95,17
5,266,20.55,18
6.3,279,21.25,16
8,262,21.25,17
6.8,277,21.45,14
6.8,269,21.65,16
6.8,251,20.55,21
7.4,266,17.05,29
4.6,291,14.35,38
2.7,335,13.15,41
4.9,116,10.45,42
8.3,73,9.85,41
9.4,85,8.55,40
10.1,77,8.65,40
10.3,77,8.75,37
10.6,86,8.45,36
9.7,83,8.65,34
8.9,87,7.05,34
8.4,77,5.15,35
9.5,84,8.05,32
10.2,74,10.15,27
8,79,15.65,22
2.3,25,21.15,16
4.5,282,22.55,15
4.6,265,22.55,17
6.7,258,24.05,15
6.4,252,24.35,14
7,243,24.55,15
8.1,257,23.85,16
9.8,268,22.65,18
9.2,269,20.65,22
4.2,269,17.85,22
1.8,274,16.25,22
6,78,12.45,28
4.7,93,11.35,29
10.5,77,10.05,30
10,84,11.95,30
12.1,81,9.45,30
11.7,85,9.25,29
11.1,85,9.95,27
12.3,82,9.65,26
12.5,80,10.75,22
10.2,82,10.95,21
12.2,73,7.05,24
12,77,12.35,19
10,83,18.35,15
3.7,55,23.45,11
2.8,212,25.15,9
4.7,249,25.85,11
7.7,251,25.85,12
9.4,258,26.25,14
10.9,262,26.05,15
11.7,253,24.55,17
11.1,268,22.65,22
8.9,268,20.55,25
3.7,281,17.75,30
1.5,176,16.95,31
3.7,88,12.85,33
4.3,87,13.25,33
8.7,80,11.65,35
8.7,77,11.35,36
7.8,75,11.15,37
9.9,74,10.95,39
10.2,84,9.45,40
11.3,84,10.15,38
11.6,80,11.75,37
12,82,8.75,41
8.6,93,9.75,40
11.8,80,12.85,35
8.8,79,19.45,25
2.9,71,23.15,21
5.8,268,24.05,20
8.3,261,23.45,20
7.2,254,23.55,19
6.8,248,24.05,19
6.9,245,23.95,20
8.9,258,23.25,20
8.7,275,21.95,25
6.2,272,20.35,29
6.5,269,18.85,30
2,80,18.15,32
1.8,80,17.55,31
2.5,93,15.65,31
5.5,90,15.35,34
8.4,74,14.15,36
7.2,90,12.95,38
9.2,74,11.45,39
10.6,88,10.85,39
10.5,87,11.65,38
10.4,71,10.65,40
8.2,69,10.45,41
10.6,81,10.95,41
9.9,82,13.55,35
8.2,66,19.85,29
5.3,75,21.65,25
2.1,84,23.25,21
6.1,272,22.05,25
5,263,21.65,25
6.1,250,23.05,22
6.9,252,22.25,24
5.6,253,21.65,25
4,300,21.95,22
1.5,239,21.75,22
1.3,222,20.95,23
2,99,19.05,24
2.4,17,17.75,25
0.9,285,18.05,31
3.4,266,16.55,33
1.9,201,14.85,37
4.2,90,13.45,37
6.7,89,13.25,44
7.1,80,13.85,44
4,85,10.85,55
5.3,80,11.25,56
6.5,70,11.95,55
7.1,81,11.45,58
5.7,68,13.45,53
5.8,69,18.65,41
6.3,273,21.45,33
6.3,275,19.25,34
6.3,263,20.95,32
6.4,269,20.75,32
7.7,268,21.55,32
8.8,266,21.15,34
9.2,287,21.05,33
8.6,276,21.15,31
5,258,19.75,40
2.8,252,18.75,42
2.7,285,16.95,47
1.4,76,15.95,49
2.8,110,14.65,49
4.3,82,14.65,48
6.6,81,12.35,51
4.4,91,11.25,51
8.1,71,10.25,54
9.5,78,10.75,51
11.1,76,10.35,53
12.1,79,9.45,55
12,83,10.15,55
11.9,81,10.45,56
9.3,76,12.95,51
1.3,335,18.55,39
3.6,263,20.05,37
4.5,248,21.45,35
5.6,263,22.35,32
7.5,269,23.05,31
7.1,263,23.55,29
6.5,270,23.85,28
6.1,271,23.65,28
7.4,237,22.95,28
7.9,253,21.05,32
4.6,282,18.15,32
1.7,30,17.15,33
3.3,115,16.95,33
3.3,96,13.65,40
8.1,86,13.15,41
8.9,79,12.35,44
9.4,77,10.25,47
9.2,82,12.55,43
10.7,82,11.85,45
11.8,79,10.05,47
12.7,85,9.95,49
12,86,8.05,51
11.1,82,6.25,58
11.8,77,9.15,52
8.1,66,18.45,33
5.2,54,21.75,22
1.6,299,23.95,16
5.7,261,23.35,22
6,278,24.25,19
5.2,265,24.55,16
6.6,262,24.65,17
5.1,287,23.85,17
9.2,251,23.55,18
7.5,247,20.45,25
3.5,275,17.85,30
2.3,298,16.45,31
1.8,104,14.75,33
4.2,83,10.65,37
7,84,10.15,39
6.1,95,8.65,39
11.1,81,8.05,39
10.8,76,7.15,40
11.3,72,6.55,41
11.6,84,8.45,38
13,82,8.55,36
12.9,82,8.45,35
14.6,74,5.15,34
12.5,72,8.05,32
10.1,77,13.95,27
8.1,66,19.25,22
2.5,87,22.05,17
4.2,237,23.35,14
6.8,275,23.15,17
6.4,276,22.95,18
6.1,280,22.85,18
5.8,289,21.95,17
7.4,292,22.15,18
7.7,246,19.85,31
3.8,266,16.05,41
2.9,306,14.35,46
1.7,107,13.35,48
4.3,87,10.15,50
7,77,8.75,52
7.2,87,7.15,53
9.2,77,7.15,52
10.6,82,7.15,51
9.4,85,6.95,48
9.2,88,8.25,45
9.2,80,5.85,43
10.4,84,5.65,42
10.2,77,5.75,40
10.1,74,8.65,37
6.4,78,14.45,30
2.6,318,18.75,22
6.1,266,18.25,33
6.3,278,18.95,31
8,295,19.65,34
9.2,301,19.95,27
10.3,295,19.85,24
10.1,300,19.85,22
9.6,290,19.25,20
9.7,301,18.65,16
1.7,246,15.15,39
1.6,319,13.25,47
2.8,155,12.15,47
0.8,66,11.45,46
2,106,9.15,42
4.3,95,7.75,41
5.6,80,6.95,45
7.2,90,6.35,42
9.6,81,5.95,42
9.7,84,5.55,47
9,80,5.55,56
10.8,87,5.95,58
12.3,81,5.65,61
9.4,91,7.05,58
8.3,77,13.75,41
2.8,66,17.25,35
3.8,307,19.45,25
5.2,293,20.45,20
7.7,294,20.65,21
8.5,303,21.25,19
7.8,278,21.15,21
7.2,279,20.75,20
7.9,280,20.85,20
8.6,250,19.05,24
4.4,265,15.75,29
1.8,68,14.55,30
3.5,136,12.45,33
5.9,82,8.75,34
7.7,89,8.75,36
9.1,78,8.55,37
10.8,73,6.05,39
11.9,82,9.05,36
12.3,86,8.95,37
11.1,69,5.95,41
12.1,76,5.05,43
14.6,76,4.65,42
13.3,76,7.55,39
11.3,74,8.75,35
8.8,74,15.15,27
6.7,47,18.75,22
5.2,299,20.95,19
5.7,275,21.75,18
4.9,258,22.75,16
5.8,282,23.05,15
6.4,279,23.65,14
7.1,274,23.45,14
5.7,250,23.25,13
8.9,253,20.85,18
5.4,282,17.35,21
1.9,338,15.35,22
3.7,96,13.25,26
9.5,80,11.15,26
10.6,78,8.75,28
10.4,79,9.55,29
11.2,75,7.95,28
10.4,81,7.85,28
10.5,72,6.25,29
11.8,74,6.05,31
9.9,77,7.25,29
13.5,78,6.35,30
11.3,88,7.55,28
10.9,75,10.25,25
8.1,78,16.05,20
1.4,168,22.15,13
5.7,262,21.25,14
7,273,21.05,15
6.4,248,21.65,14
7.2,267,22.35,14
7.5,260,22.85,13
6.2,267,22.75,13
7.3,254,21.95,13
7.3,248,19.95,18
4.8,246,16.55,26
1.1,84,14.65,29
7.8,84,11.65,31
12.1,85,9.85,32
11,77,9.05,31
11.3,76,7.85,32
11.5,84,8.05,30
11.6,88,8.05,27
14,85,5.55,28
12.5,77,4.25,29
14.4,75,4.35,27
12.4,83,8.75,22
6,99,7.15,22
6.9,97,7.95,18
5.4,99,16.25,14
2.5,4,21.55,10
3.6,277,22.45,10
7,256,23.05,12
5.3,247,23.15,12
6.9,258,23.45,10
7.7,270,23.65,10
7.2,260,23.35,10
7.5,264,22.85,12
7.1,249,20.85,16
4.1,228,17.45,24
2.2,45,15.65,26
5.3,90,13.15,28
8.9,77,10.25,24
9.3,76,9.85,26
10.9,72,7.45,28
11.3,74,7.55,29
11.4,85,8.05,26
11.9,88,8.85,25
10,80,8.25,25
10.2,73,4.95,28
10.2,67,4.35,28
11.8,65,3.85,25
12.7,82,7.75,22
8.1,76,14.45,17
5.2,59,19.35,13
4.5,271,21.85,12
5.7,252,21.55,15
7.4,276,21.25,15
7.8,276,21.65,14
6.9,270,21.95,13
6.9,278,21.95,13
6.6,274,21.75,15
7.3,255,20.15,17
4.3,241,17.15,22
1.2,297,15.45,26
5.5,83,10.35,28
2.8,98,11.55,28
9.4,75,8.15,29
9.3,84,8.75,28
10.3,80,7.45,30
9,87,6.75,30
11.6,76,7.15,30
10.5,87,3.55,34
12,80,3.95,34
12.9,74,5.05,32
14.1,81,4.05,34
12.2,82,7.35,29
7.3,85,13.25,22
2.5,316,18.25,16
3.8,305,19.55,17
3.6,286,20.35,16
5.5,263,21.25,14
6.5,265,21.65,14
6.8,271,22.15,13
7.4,260,22.15,12
6.9,273,21.75,13
8.5,251,19.95,20
6,273,16.15,32
1.5,343,13.85,36
2.1,104,12.05,36
5.5,71,8.65,35
9.3,79,7.45,39
9,74,6.55,42
11.1,78,5.85,39
11.9,81,6.95,34
10.2,73,4.35,34
11.8,83,4.45,34
11.1,87,5.45,32
12.1,77,4.25,32
11.8,72,4.95,31
11.6,74,7.75,29
9.8,75,14.05,20
5.3,47,19.75,13
6.1,275,19.55,20
6.3,255,20.05,19
6.4,266,21.15,18
5.6,262,21.95,16
6.8,290,22.25,13
7.1,271,21.95,13
7.2,290,21.85,13
9.3,252,18.45,31
3.4,254,15.25,43
1.2,10,13.75,48
3.1,107,13.05,47
7,75,9.95,40
8.5,77,9.75,49
9.9,72,7.05,51
11.1,87,6.65,47
11.4,79,6.35,42
11.5,74,4.25,46
13.7,80,5.45,42
14.1,74,5.95,39
11.8,72,3.95,42
14.2,76,3.25,42
11.4,87,8.05,32
10.3,86,14.45,22
7.8,77,19.25,16
1.7,82,22.05,9
5.7,266,21.45,14
5.8,282,21.95,13
6,280,22.45,13
5.9,262,22.55,13
5.8,280,22.35,13
6.5,300,22.35,12
8.2,253,18.85,25
3.7,270,16.35,31
1.8,43,14.25,35
2.3,103,12.45,36
3.5,95,9.75,35
8.6,81,9.75,37
9.8,73,7.45,38
10.2,76,7.25,37
11.7,85,5.85,39
12.5,80,8.05,37
13.8,80,5.35,37
14.5,80,7.25,35
12.9,84,7.55,33
11.1,72,5.05,41
7.2,96,6.75,33
9.8,76,15.15,25
6.6,59,20.15,16
3.1,280,22.25,14
6.3,263,22.15,16
5,277,22.75,15
5.5,298,22.95,15
7.3,289,23.05,15
5.5,297,22.95,14
4.6,272,22.45,13
4.8,283,21.95,11
6,259,17.85,21
1.5,3,15.35,25
3.8,87,12.55,29
5.6,88,11.15,24
10.6,85,8.85,26
10.9,74,7.15,24
11.2,82,8.75,22
11.9,81,5.45,24
12,78,5.55,23
11.9,85,5.15,25
12.4,80,7.45,23
12.3,73,5.15,25
12.9,81,5.45,24
12.5,81,7.65,23
10.6,78,13.95,17
4.4,68,19.35,14
2.1,45,23.25,11
2.8,204,25.25,10
7.1,279,23.95,11
7,263,24.05,11
5.5,258,23.85,11
6,281,23.65,11
6.8,261,23.25,13
8.9,253,20.85,18
4.5,260,17.35,20
2.2,334,14.95,25
2.7,101,11.75,26
7.1,83,12.05,25
9.6,81,7.45,29
11.2,78,6.85,30
11,75,6.75,29
10.2,89,6.25,30
11.9,85,6.25,29
11.1,90,5.45,30
13.3,78,6.45,30
14.1,83,5.65,30
14.8,86,7.35,28
14,77,9.35,25
10.7,65,14.85,19
8,55,20.35,14
4.1,47,22.35,11
3.4,282,23.45,11
5.2,261,23.35,12
7,281,24.15,11
6.5,293,23.45,10
7.4,274,23.35,10
7.8,266,22.35,14
8.1,250,20.45,16
3.8,255,16.75,24
1.6,326,14.35,28
4.5,81,13.05,27
2.6,109,10.95,25
9.5,75,8.55,30
10.4,75,8.05,29
10.3,83,6.65,28
12.1,82,8.15,25
13,75,5.05,28
12.8,83,5.45,28
12.1,71,4.35,28
12,72,3.85,31
13.1,76,4.55,28
13.6,74,6.85,26
10.3,78,14.25,19
5.8,46,19.65,15
2.8,317,21.95,13
4.9,258,22.35,14
5.5,265,22.55,14
7.6,283,22.45,14
8,275,22.15,14
7.5,282,21.95,13
8.4,283,21.35,10
6.4,241,19.65,19
3.3,271,17.25,23
2.7,280,14.55,27
2.5,91,12.75,30
6.4,72,8.15,30
8.2,80,8.55,29
9.1,74,6.85,31
11.1,79,6.85,30
10.9,82,8.35,29
12,80,7.35,30
12.5,81,6.45,30
12.6,84,3.65,32
13.4,82,5.85,32
12.2,72,2.75,32
10.3,66,5.85,28
7.9,67,13.65,20
2.6,12,18.15,17
3.6,269,19.35,21
4,272,20.55,20
5.1,288,21.15,17
6.1,277,21.75,18
5.8,273,21.35,19
6.3,279,21.05,20
8.2,279,20.55,19
8,246,18.55,27
4.4,261,15.65,34
1.6,12,13.85,37
3.2,88,12.15,40
3,99,11.65,38
9.1,86,8.25,43
9.3,71,7.25,42
10.3,77,6.65,43
13.8,83,6.85,42
13.2,80,5.65,42
12.4,73,5.95,40
13.4,72,4.85,43
12.8,82,3.75,45
13.3,78,6.05,43
13.3,80,7.95,37
8.6,85,15.05,27
5.2,52,19.55,22
4.7,261,20.95,21
6.1,266,21.45,19
6.1,272,21.45,19
7.1,273,21.85,17
7,289,21.95,15
7.4,283,22.05,14
7,291,21.85,16
6,294,20.65,18
4.1,243,16.85,24
1.5,6,14.75,30
3.5,98,13.65,30
7.7,73,9.95,26
10.4,78,10.15,27
10.9,77,9.75,27
9.9,78,6.85,31
10.2,85,8.35,32
11.8,77,6.15,34
14.2,79,6.35,35
12.9,82,6.35,36
12.4,81,7.15,34
13.5,80,4.25,37
11.8,80,6.35,34
10.5,81,14.95,22
6.7,67,19.55,17
3.8,310,21.65,16
7.2,289,21.95,16
7.7,303,22.35,13
8.6,293,22.15,12
8.1,282,22.25,13
7.7,290,22.05,11
7.9,276,21.55,11
6.2,257,20.65,19
3.7,248,17.75,29
2.1,65,15.25,31
0.7,16,13.85,36
6.9,89,10.05,40
9.4,86,9.55,31
12.7,80,8.65,32
13.3,80,7.25,33
13.4,73,6.55,31
12.3,78,6.15,31
14.1,83,7.05,30
13.5,80,7.75,29
15.9,80,6.95,27
14.7,77,5.35,29
14.7,77,6.85,25
11.2,73,14.55,15
8.6,65,19.55,11
3.3,137,21.75,10
2.5,220,22.65,10
6.1,260,22.65,9
6.1,262,22.75,9
6.9,263,22.75,9
6,282,22.25,9
10,245,21.05,17
6.9,252,19.15,23
3,276,15.85,28
1.5,99,13.75,31
2.2,99,10.55,31
9.3,78,11.25,30
9.3,85,9.65,27
10.8,76,8.35,30
11.8,81,7.75,27
12.7,75,5.25,27
13.4,72,4.85,28
16.1,83,6.05,25
13.6,82,7.65,25
13.8,80,7.95,24
12.1,85,5.85,27
12.3,83,6.75,24
10.5,73,14.45,18
7.6,64,19.05,13
4.4,40,20.85,11
3.7,296,22.25,10
5.1,156,22.85,10
6,316,22.55,10
6.2,255,22.55,10
7.9,252,22.45,10
10.2,255,21.25,13
8,253,19.25,15
1.8,322,16.65,17
3,79,13.95,21
3.2,94,12.65,19
7.8,80,9.05,20
7.4,89,10.05,21
13.1,82,6.15,22
11.4,83,9.95,20
11.8,83,9.65,20
11.3,81,9.95,20
11.9,77,8.85,21
14.1,83,6.55,23
13.5,78,6.55,23
14.5,80,4.65,26
10.2,92,9.55,20
11.8,75,14.35,16
8.8,61,18.15,14
2.8,71,20.35,11
2.1,240,21.45,10
3.6,261,21.85,10
4.6,273,22.15,9
6.1,290,22.45,9
6.9,273,22.05,9
6.7,266,21.75,9
10.1,243,19.45,14
6.2,238,17.05,16
3.5,214,16.45,17
2.9,96,12.35,18
5,79,9.85,21
6.3,70,7.35,25
8.6,79,7.45,24
11,77,4.95,25
11.1,80,5.35,25
13,78,3.55,26
13.4,76,4.85,26
12.2,72,4.25,26
14,74,2.35,28
14.2,75,2.85,28
14.1,78,5.05,26
10.3,87,11.45,20
8.1,67,17.15,15
3.3,300,19.05,12
7.2,275,19.55,12
7.1,287,19.65,13
9,290,20.25,12
9.4,285,19.95,13
9.6,290,19.55,14
10.6,268,18.25,18
9.9,272,16.55,19
4.5,264,14.15,29
1.8,24,12.85,31
4.1,79,8.45,32
2.9,89,8.05,32
2.6,107,8.55,26
2.5,106,8.95,22
7.4,89,5.95,27
8.4,77,5.75,29
8.8,74,4.85,31
10.6,82,4.15,34
10.1,81,3.25,37
9.9,75,3.95,38
10.3,86,2.15,39
9.8,74,5.95,35
10.4,69,10.75,27
5.7,326,15.35,20
5.8,323,15.95,19
8.5,302,17.05,16
7,301,16.95,16
8.4,298,17.15,15
7.6,286,17.15,14
8,297,17.25,14
6.5,292,16.75,14
4.5,276,16.25,14
2,275,14.15,17
4.1,70,8.15,19
3.9,96,7.95,21
8.4,73,6.45,23
11.7,79,5.55,26
10.8,78,4.15,29
8.5,91,3.85,29
13,84,4.15,29
13.5,83,4.45,28
12.6,91,3.05,29
14.1,83,1.05,30
10.2,94,2.25,28
9.3,95,2.95,28
10.8,85,4.35,27
9.6,74,12.45,18
7.6,69,16.45,12
6.6,346,18.55,14
8.1,315,19.25,14
8.4,302,19.65,13
8.5,296,19.65,13
8.6,305,19.85,13
8.2,300,19.85,11
10.4,311,19.75,10
4.9,284,18.65,11
4.5,254,15.15,17
3,58,11.95,17
4.3,108,9.55,19
8,82,8.55,18
8.9,89,8.25,18
10.7,88,7.35,19
12.2,87,7.25,20
12.1,75,6.75,20
10.3,72,3.95,22
12.3,86,4.95,22
9.1,93,4.75,23
14.4,80,6.05,23
13.5,78,5.15,23
9.9,91,7.95,20
10.1,60,15.95,13
6.9,63,19.15,11
2,54,21.65,9
5.1,251,21.95,10
5.7,280,21.95,9
7.9,271,22.05,9
7.5,289,22.05,9
7.5,274,21.15,9
8.7,289,20.95,8
7.3,290,19.55,9
3.3,276,15.25,21
1.5,75,13.05,26
2.9,104,13.05,23
6.4,85,8.25,22
9.8,83,6.85,21
11,78,6.95,18
11,81,5.55,21
12.5,76,6.15,20
10.7,74,3.65,22
9.5,77,5.05,20
11.2,79,4.55,20
11.2,87,5.35,20
10.9,78,3.15,22
12.8,77,7.05,18
8.3,66,12.65,16
8.2,70,18.65,12
4.8,290,19.85,12
4.2,311,21.35,10
5.8,328,21.95,9
7.2,291,22.55,8
7.5,299,22.05,8
8,291,21.25,9
7.8,296,20.95,10
7.9,247,17.85,23
2,271,15.95,25
3.6,85,12.85,26
4.2,90,11.05,30
9.8,86,9.25,24
6.3,92,8.35,24
8.3,77,7.75,26
9.4,74,7.05,22
10.9,81,6.75,25
10.7,82,5.55,28
14,79,4.65,24
12,79,4.95,24
8.1,89,5.55,22
10.9,74,4.55,21
13.4,74,4.65,21
10.1,77,12.75,14
7.7,69,18.35,10
5.4,266,19.55,16
5.1,271,19.95,16
5.3,272,20.45,15
5.3,264,20.65,15
5,267,20.95,15
6.6,283,20.55,15
5.3,286,20.35,16
7.3,249,18.15,24
3.6,284,15.55,30
2,305,13.65,35
3.4,93,13.85,35
7.9,85,12.15,35
7.9,67,11.55,33
8.6,61,10.25,31
7.6,79,8.75,27
9.1,76,8.25,28
9.6,72,7.95,30
9.5,84,5.85,32
12.7,77,6.65,31
12.1,84,6.95,30
12.5,80,6.95,30
13,79,8.65,27
9.1,78,13.55,21
7.4,67,18.45,16
4.6,273,20.55,15
5.5,269,20.45,15
5.3,281,21.05,14
6,274,21.25,13
6.5,289,21.45,11
5.1,289,21.35,11
5.8,275,20.75,11
5.5,289,19.75,11
3.4,276,16.55,21
2.6,72,13.35,28
6.4,80,7.85,24
7.5,78,9.35,21
9.7,72,7.05,22
10.6,79,6.15,20
14.3,78,6.05,20
13.9,86,4.25,22
14.8,79,4.05,23
14.7,77,6.25,21
15.1,82,4.65,23
14.2,81,7.25,22
14.1,79,7.55,21
13.1,81,6.75,20
11.3,81,12.65,17
9,75,19.35,13
3.7,69,21.65,11
5.1,260,22.25,11
6.7,261,22.35,11
6.9,279,22.45,10
6,283,22.65,10
6.8,281,22.45,11
6.9,266,21.65,13
6.6,249,19.45,17
1.3,284,16.45,25
4.6,81,14.65,25
4.3,87,9.85,25
7.2,81,9.55,25
8.4,88,9.65,25
14,83,8.55,24
12.2,81,7.95,25
12.8,85,9.15,23
12.6,73,8.75,22
12.9,69,5.85,23
13.7,73,4.55,25
14.7,81,3.85,27
12.3,77,4.55,26
11.5,80,7.75,23
11.6,76,13.75,17
9.9,72,18.65,13
6.7,57,20.85,11
2.5,129,22.25,11
3.6,241,22.95,10
5.2,259,22.95,11
5.3,275,23.05,10
5.8,277,22.85,10
9.3,258,22.45,13
7.8,249,18.55,23
1.9,317,16.05,27
0.8,93,14.25,28
3.3,95,12.15,30
4.3,88,8.25,30
7.7,87,7.85,26
11.3,82,8.55,28
11.6,81,6.65,28
12.7,83,7.65,26
10.8,73,6.35,28
11.6,73,5.55,30
13,70,3.45,32
13.1,72,3.45,31
14.1,76,3.05,32
12.9,75,6.25,27
10.5,79,12.15,21
3.2,99,18.65,16
2.1,235,20.35,14
4.7,261,21.15,12
6.1,246,21.35,11
6.3,253,21.85,11
7.1,257,21.75,11
6.7,239,21.25,11
6,242,20.55,12
5.2,253,18.85,14
2,228,17.05,15
3.6,87,13.55,17
2.9,106,11.85,17
9,78,9.35,19
11.5,77,7.75,20
9.4,81,7.85,20
11.6,77,5.55,21
10.5,73,5.05,22
12.1,75,5.65,23
10.7,84,4.55,24
11.2,84,4.45,24
11.3,84,5.05,24
11,81,5.25,24
12.4,76,5.85,22
10,76,11.55,19
8.1,70,17.05,15
3.1,355,19.85,13
3.7,290,21.55,11
6.5,261,20.65,13
6.1,270,20.55,13
5.1,272,20.95,13
3.7,239,20.85,12
5.8,276,20.65,12
4.3,290,19.75,13
5.1,296,15.15,22
1.9,306,13.85,24
3.3,82,12.35,25
2.4,103,8.65,27
4.3,92,8.75,25
11.2,84,7.05,27
11.5,75,6.25,25
13.1,79,4.15,27
12,81,3.65,26
13.2,78,5.55,25
12.6,85,2.75,30
11.9,82,3.65,32
15.2,79,4.45,29
14.1,86,5.05,27
9,88,13.25,20
7.6,70,18.95,14
8,265,19.15,16
4.1,255,19.55,15
5.2,278,20.25,16
5.3,298,21.55,15
9.6,286,20.15,19
6.9,290,19.25,21
6.4,290,18.45,24
7.8,288,17.05,26
4.5,257,14.55,38
3.8,253,13.05,40
3.8,241,12.55,41
1.4,259,10.95,40
5.7,68,7.65,44
10.1,81,6.35,47
8.6,78,4.35,48
8.5,88,4.65,47
8.6,89,6.35,45
12.5,76,4.35,47
12,83,4.45,48
12.1,77,2.65,49
10.1,92,3.25,47
12.9,80,5.35,42
5.9,97,11.45,30
5.9,73,16.85,22
5.2,291,18.15,22
8.7,301,19.05,17
9.3,311,19.05,16
10,304,19.55,15
10.2,299,18.55,20
8.1,302,18.15,20
7.5,298,17.55,23
5.1,292,16.45,25
2.7,272,14.65,26
2.9,67,12.15,30
1.7,101,11.15,37
6.6,75,6.55,39
9.3,80,6.55,34
8.7,85,6.15,35
10,85,4.95,32
12.3,83,4.55,30
10.9,76,3.25,32
11.3,74,3.35,31
11.8,77,3.75,32
11.1,86,3.45,32
12.7,83,3.15,32
12.9,86,4.35,30
9.7,73,11.75,20
8.1,61,16.55,16
3.9,8,19.05,14
5.6,297,19.65,15
8.7,284,19.55,16
8,286,19.55,15
8.2,288,19.55,15
8.6,291,19.45,14
7.5,287,18.95,14
7.4,250,17.55,16
3.5,230,14.85,22
4.4,69,11.95,25
2.2,104,10.65,25
8.2,81,7.95,25
7.6,74,6.55,26
11.9,77,5.45,27
11.6,79,6.35,26
12.4,84,4.15,30
9.9,89,6.05,27
11.8,84,7.25,26
14.3,79,6.55,27
13.6,80,5.95,28
14,84,5.65,29
11.7,73,4.35,30
9.7,84,11.55,22
7.8,70,16.75,17
3.3,64,19.15,15
5.2,271,19.75,16
5.9,272,19.65,15
5.9,283,19.85,15
5.2,268,19.65,15
7.1,284,19.55,15
7.9,297,19.15,15
5.5,300,18.25,16
3.4,205,16.25,21
3.1,110,12.45,22
3.5,72,9.65,24
7.7,88,9.45,24
11.7,73,5.85,26
12.4,80,6.55,26
10.4,89,4.65,28
13.4,77,5.55,29
13.5,81,4.75,30
13.9,84,4.85,31
9.6,92,3.95,33
11.3,86,2.15,36
12.5,81,1.85,38
12.9,81,4.35,34
10.5,74,10.85,25
8.7,69,15.95,19
4.2,316,18.75,18
6.5,302,19.05,17
5.8,274,19.65,16
8.4,297,20.15,15
7.5,300,19.95,16
8.8,314,19.85,16
7.5,289,19.75,15
6.7,267,18.55,16
5.4,261,15.45,23
2.3,79,13.15,26
2.6,103,9.95,28
6.8,80,8.25,33
8.1,81,7.35,33
11.9,83,6.55,32
10.8,90,7.05,33
11.4,83,6.85,35
14.6,82,5.45,35
14.2,80,4.15,37
11.1,91,4.25,37
10.6,90,3.95,37
13.5,78,2.45,40
13.2,79,4.65,36
10.8,72,11.15,26
8.5,71,16.65,19
2.2,51,19.35,17
8.3,313,20.05,13
6.3,297,20.25,16
7.2,326,20.85,14
7.2,294,20.45,15
7,295,20.65,15
7.1,280,20.15,15
6.5,297,18.65,16
5.3,233,15.55,24
2.1,328,12.85,28
4,81,10.75,29
9,82,8.15,30
10.9,71,5.95,30
12.9,83,4.45,31
12.5,87,4.45,30
7.7,89,2.55,34
10.3,77,1.65,36
12.3,87,4.45,33
13.8,86,2.55,35
13.3,81,4.55,32
13.1,77,5.45,30
13.3,76,6.95,26
9.4,89,10.45,21
7.6,78,17.05,11
4.6,315,18.75,13
6.5,276,18.95,14
7.4,275,19.15,12
6.9,295,19.45,11
