"viento","direccion","temperatura","humedad"
11,27,14.55,19
10.3,20,14.65,19
11.1,16,12.95,21
10.4,12,12.75,20
10.8,9,12.15,21
11.1,15,13.25,20
11.8,11,11.85,21
8.7,20,13.55,19
8.2,9,19.15,13
7,5,21.35,13
8.1,353,22.55,15
7,355,23.45,13
3.2,314,24.45,13
8.5,225,22.15,13
7.4,225,21.15,14
6.7,225,21.05,13
6.5,225,20.25,12
5.5,225,18.65,14
3,240,16.85,13
0.9,298,15.25,15
1.5,77,15.35,14
1.3,4,15.25,19
4.8,7,14.55,15
6.4,14,13.45,16
5.7,11,14.45,16
8,15,13.45,24
8.1,16,13.05,24
8.9,18,12.05,24
8.1,18,11.65,24
8.3,21,10.55,26
8,351,10.05,26
7.9,10,12.15,24
5.1,23,17.35,17
5.8,355,20.25,15
7.8,7,21.25,17
6.3,350,22.45,16
3.1,287,22.85,12
8,222,21.45,12
8.1,219,20.35,12
7.4,225,19.55,12
6.4,199,19.35,12
4.8,212,18.65,13
4.6,207,17.15,16
2.2,214,15.15,27
0.5,360,14.25,29
2.7,97,14.45,25
2.4,344,14.45,27
3,350,14.25,26
5.2,18,13.05,30
2.8,46,14.95,24
6.3,8,11.75,26
6.5,20,13.85,22
7,9,13.25,24
10.4,15,11.25,28
9.5,18,10.65,29
8.5,27,13.35,25
9.8,19,17.55,20
9.6,8,18.55,22
6.8,355,19.75,21
4.6,2,20.75,20
1.8,356,22.35,17
8.9,237,21.45,16
8.2,242,20.75,16
7.7,237,19.75,17
8.5,223,18.75,20
6.6,218,17.05,19
3.1,224,15.45,22
0.9,296,13.95,23
1.7,61,14.35,23
3.2,49,14.65,22
4.8,44,13.95,22
5.7,14,11.95,27
8.5,14,12.95,27
8.5,7,10.45,32
9.6,1,9.95,35
9.1,358,9.85,36
8.3,5,9.95,35
9.2,18,11.55,29
9.1,360,10.15,31
5,347,12.55,29
13.7,11,16.35,26
15.7,10,17.95,24
15.9,8,19.75,24
14.6,359,21.05,21
13,7,21.45,17
14.3,3,21.55,17
14,354,21.75,16
13.9,8,20.85,21
14.6,5,20.25,23
15,12,18.65,31
14.4,21,15.75,45
15,9,13.75,55
14.5,5,12.35,62
14,5,11.35,66
12.4,359,11.35,67
15.7,13,13.05,59
17.4,13,12.85,55
15.9,13,13.25,47
13.5,12,13.95,39
11.9,13,13.65,39
10.8,14,13.45,37
11.4,15,11.95,40
11.5,20,12.95,41
11.3,15,15.25,33
12.8,13,18.15,28
15.8,12,19.55,29
16.3,9,20.95,19
15.6,6,21.75,19
16.1,4,22.15,19
15.2,359,22.65,18
13.2,359,22.95,15
12.1,1,22.85,14
12.3,346,22.45,18
10.7,358,21.65,11
7.8,11,18.75,20
7.8,28,16.45,28
10.1,20,15.05,30
11.8,23,14.65,30
12.5,12,13.45,30
11.6,9,11.85,33
12.1,19,11.35,38
10.7,11,13.15,39
11.6,5,13.35,36
11.5,16,12.55,39
9.2,19,11.85,44
10.3,355,10.25,47
9.4,20,11.75,42
7.6,16,11.65,43
11.2,1,17.15,31
11,359,18.85,25
9.3,1,20.75,16
7.5,7,22.15,15
6.4,355,23.75,10
5.1,6,24.75,10
6.9,205,24.15,18
4.7,215,22.95,19
7.5,197,21.45,23
5.9,203,19.95,26
3.5,193,18.05,29
1.6,131,16.35,32
1.1,14,15.95,33
6.7,2,14.55,35
8.5,19,11.45,33
11,23,13.35,28
10.5,20,12.35,31
11.6,18,12.15,30
10.2,14,12.35,29
10.7,11,12.95,23
9.8,8,12.65,23
9.2,5,12.75,26
9.2,9,13.65,21
8.7,14,15.15,19
6,14,20.15,16
4.4,359,22.55,12
3.3,357,24.15,8
4.5,254,25.75,7
6.6,234,25.15,10
8.1,229,24.15,12
8,224,23.45,11
7.4,217,22.95,10
5.6,221,22.25,9
5.7,228,21.55,10
2.5,267,18.85,13
0.5,280,17.35,13
1.1,73,17.75,12
4.1,5,17.85,15
6.3,16,16.45,15
4.9,13,16.65,14
8.8,15,14.95,19
8.7,13,15.65,21
9.4,19,13.55,22
8.3,19,13.55,22
7.9,330,10.65,25
6.2,336,13.35,23
7.2,338,15.15,21
4.9,347,17.05,19
2.5,234,19.95,17
2.2,185,20.95,15
2.5,223,22.75,14
3.9,213,24.75,14
6.4,215,26.35,13
8.2,225,25.85,16
8.1,225,24.85,18
7.3,208,24.05,18
6.2,219,22.75,20
4.7,220,22.15,21
3.2,242,20.15,24
0.8,285,19.05,25
0.7,124,18.85,26
5.7,14,18.85,25
7.3,15,18.05,27
3.5,12,17.65,28
8.4,3,16.15,31
5.7,2,16.45,29
11.3,13,15.75,30
11.8,11,15.75,30
12.3,12,15.25,31
11.8,12,16.15,29
12,12,16.15,29
10.1,13,18.05,26
4.3,201,18.75,25
2.7,210,20.55,23
4.3,206,23.05,19
7.2,222,24.55,16
7.4,214,24.25,17
7.6,226,23.65,17
8.2,221,24.25,15
6.1,225,22.65,15
5,209,22.75,15
4.9,237,21.35,16
1.5,238,20.15,18
1.6,27,19.85,21
4.1,356,19.35,20
4.2,347,19.95,19
5.2,343,19.85,21
5.4,3,20.15,19
6.1,11,20.25,19
5.9,1,19.85,19
6,6,20.25,19
7.3,8,20.35,21
2.5,313,18.95,23
2.3,40,19.55,23
7.9,13,18.35,24
7.2,9,18.45,26
5.4,11,22.05,22
1.5,328,24.25,16
4,194,24.35,15
4.8,224,23.45,17
5,229,24.05,16
7.5,222,24.25,16
6.5,213,24.05,15
5.3,198,23.35,17
5.6,207,23.55,18
3.6,203,22.65,19
2.2,211,21.65,20
0,358,20.45,18
2.5,346,20.95,20
4.3,17,20.85,19
2.8,323,20.15,21
2.4,29,20.35,20
6.1,10,18.85,30
2.7,16,19.15,28
1.3,318,19.25,24
0.4,39,17.75,23
0.2,315,16.35,23
1.2,4,16.45,24
3.3,357,16.85,27
1.6,118,17.95,24
0.7,240,17.35,24
2.4,198,18.85,24
3,209,21.55,20
6.3,223,22.35,23
7,220,21.55,26
8.3,228,21.25,21
5.4,218,21.05,20
6.4,212,20.85,18
5.5,218,20.65,16
2.7,212,20.25,17
1.5,221,18.45,16
0.7,356,17.45,19
3.2,43,18.15,15
9,21,15.45,45
9.2,11,14.65,48
11.3,14,14.85,48
9,28,15.25,40
5.6,344,15.15,38
8.7,20,15.25,40
6.9,4,15.75,38
4.6,13,15.55,38
3.7,5,15.95,36
7.6,15,16.65,32
7.2,21,15.75,29
4.6,23,20.35,22
1,176,23.55,23
3.7,227,23.65,21
6,228,23.55,20
8.1,228,23.45,18
8.9,229,22.65,19
7.1,217,22.05,18
5.8,210,21.85,17
5.4,197,21.45,20
5.2,208,20.85,22
2.7,227,18.95,25
0.8,216,17.15,29
1.1,68,16.35,31
1,23,16.65,23
4.1,34,16.95,25
6.4,19,15.85,27
7.5,5,16.45,23
9.4,2,12.65,32
10.4,7,12.35,34
9.3,13,12.15,35
7.8,15,12.65,34
6.1,356,11.75,36
7.3,2,10.15,36
9.4,9,13.05,27
5.6,13,20.15,19
5.9,354,23.45,15
4.9,348,25.45,13
8.4,234,25.15,12
8.5,222,23.95,12
7,223,23.65,10
6.4,232,23.45,10
6.8,223,22.95,12
6.9,225,22.85,15
5.4,230,22.05,14
1.8,264,19.45,19
0.8,287,18.35,20
0,28,17.95,21
2.8,5,17.75,22
6.8,13,17.05,20
9.5,14,14.65,22
9.2,10,14.35,28
7.8,347,14.05,28
6.9,1,14.95,25
6.9,9,14.05,26
7.2,16,11.15,29
11.5,14,11.95,28
11.8,14,13.65,25
10.3,12,13.45,25
8.3,10,19.55,18
8.7,3,23.25,14
4.8,345,24.45,12
5.7,217,24.95,11
7.4,216,24.75,12
9,231,23.75,13
8.5,215,23.25,12
6.8,217,22.05,13
6,216,21.25,12
4.3,215,20.15,11
1.9,284,17.75,12
1.3,14,17.45,16
5.8,16,17.45,13
7.7,3,16.95,13
9.5,9,14.85,36
7.6,341,13.35,37
10.2,8,12.95,28
10.7,9,12.85,35
11.4,17,12.85,38
10.5,19,12.25,36
11.3,21,11.65,37
11.1,32,12.05,33
11.2,26,12.05,33
9.5,33,13.15,33
11.6,5,17.25,29
13.2,8,19.05,26
10.8,6,20.45,23
9.5,360,21.65,16
9.6,1,22.85,13
10.6,231,18.65,21
7.2,215,17.25,23
6.3,197,17.85,22
5.6,211,16.25,32
4.5,192,15.85,23
1.6,130,14.45,21
3.4,210,13.15,22
2.3,289,9.85,52
1.8,358,10.25,43
7.2,360,10.25,36
11.4,16,9.15,37
12.1,8,8.95,42
8.6,315,9.45,38
10.3,7,9.05,39
8.5,1,7.45,41
5.9,11,8.15,39
4.7,5,10.65,27
7.6,7,8.05,41
8.1,10,11.35,40
11.9,15,16.45,32
12.7,15,18.65,25
12.2,4,20.05,20
9.4,9,21.15,15
3.4,317,21.95,12
7.8,223,19.55,19
6.7,225,19.35,19
5.8,231,19.05,19
4.7,224,18.25,20
5.4,215,17.45,20
2.8,232,14.85,27
2.4,353,14.15,30
3.6,11,14.35,34
5.5,4,13.75,31
7.6,10,10.45,36
10.3,9,9.85,26
11.5,11,11.45,24
12.5,13,11.35,21
11.3,14,13.95,15
10.9,13,13.35,18
10.5,14,13.35,19
10.9,14,14.75,17
11.3,10,12.05,21
10.7,12,13.75,20
7.8,8,19.25,16
7.6,1,22.25,15
6.7,354,23.75,12
3.1,7,25.15,9
6,227,24.65,9
7.1,221,23.95,9
6.9,220,24.05,9
6.6,215,23.05,10
6.2,216,21.85,11
5.7,228,20.65,11
2.4,244,17.85,12
0,199,16.75,14
1.4,61,17.25,14
1.9,21,17.75,18
5.5,4,16.85,16
5.3,7,17.35,18
7.1,5,17.05,20
8.5,14,15.25,19
8.8,13,14.75,20
8.5,13,14.95,18
7.2,15,15.75,18
6.9,11,16.65,16
5.8,17,16.55,16
6.3,8,17.75,14
3.6,2,20.35,13
2.9,205,22.65,11
4.2,215,23.05,10
4,210,24.25,9
6.6,195,25.05,9
6.5,231,24.95,10
6.8,229,23.95,10
6.6,219,23.15,11
6.6,226,22.25,13
5.1,236,20.75,14
1.5,245,18.25,17
1.4,336,17.15,18
3.4,27,17.45,17
5.3,9,17.25,18
6.9,10,16.65,19
6.3,7,16.85,20
9.4,13,15.55,21
9.6,12,13.95,23
8.7,9,14.35,18
8.9,12,14.05,18
8.4,13,15.25,16
3.5,3,17.45,14
4.3,17,16.95,14
6.3,13,16.15,12
6.8,8,18.65,13
2.4,211,21.75,11
2.1,192,23.75,8
3.5,183,24.95,7
4.6,211,25.95,6
7.6,218,26.15,7
7.9,221,24.95,7
8.1,231,23.75,9
7.2,229,22.35,10
4,233,20.85,12
0.2,274,18.55,13
2.5,359,18.75,14
6.4,17,17.45,14
8.3,15,15.85,16
9,12,14.65,19
10,11,13.95,18
10.1,11,14.45,18
10.1,15,14.35,18
9.8,16,14.55,18
9.9,15,15.95,17
9.2,7,14.05,19
8.9,5,14.75,19
10.3,9,13.95,19
10.5,10,14.15,18
7.1,12,18.85,14
6.5,8,22.45,11
5.7,352,24.25,9
3.4,334,25.85,7
4.5,40,26.65,7
7.9,224,24.55,9
8.3,217,23.75,8
7.1,210,22.75,8
5.3,216,22.15,7
4.8,225,20.95,9
1.3,264,18.15,13
0.1,2,17.75,14
7.2,18,16.55,14
10.3,31,15.85,15
10.9,28,14.95,17
10.5,15,15.85,14
11.2,10,12.35,18
11.3,13,12.15,17
12,10,11.45,18
10.8,9,10.65,20
12,9,10.85,21
11.2,13,10.85,22
11.1,9,10.85,22
10.3,7,11.35,22
8.6,357,17.75,16
8.3,357,20.95,13
6.9,351,22.45,10
2.6,290,24.35,7
5.5,247,24.35,8
8.6,213,23.05,9
8.5,221,21.75,10
7,219,21.35,12
6.4,208,20.55,13
5.5,197,19.15,16
1.4,200,17.05,18
1,18,15.55,21
1.7,50,16.25,23
5.9,1,15.15,22
6.5,5,15.55,20
10.7,9,12.35,23
11,17,12.75,22
10.7,18,13.55,20
10.5,14,13.45,20
10.7,13,13.55,20
11.7,12,12.25,21
11.8,13,12.85,20
11.6,12,12.45,21
10.7,11,12.45,20
7.2,12,17.75,14
4.4,4,21.05,11
2.2,25,22.75,8
1.8,161,24.25,7
5.1,216,23.55,9
6.9,219,23.05,12
7.5,224,22.15,13
7.5,223,21.25,15
7.1,216,20.05,18
5.1,221,18.95,19
1.6,259,16.65,20
0.7,335,15.35,26
1.6,35,16.15,25
7.5,12,13.75,26
8.4,7,13.25,27
9.6,10,12.55,29
11.5,13,13.75,25
10.2,9,13.45,27
9.4,7,12.95,30
9,9,14.15,26
11.4,12,12.65,30
10.9,16,13.55,25
10.2,14,13.15,23
8.8,18,12.95,23
7.6,14,17.55,17
7.8,360,20.95,14
4.1,354,22.95,10
3,227,24.15,9
6.2,230,23.55,10
7.3,227,23.25,12
7.5,220,22.15,14
8.5,225,20.55,18
6.4,225,19.95,18
3.7,224,19.25,19
2.1,269,16.95,22
0.9,322,16.35,24
0,13,16.25,26
5.9,9,15.05,24
8.1,6,14.35,26
10.7,11,14.05,27
12.3,13,14.85,24
11.3,13,12.65,27
10.5,8,12.25,28
11,18,13.25,26
11.9,10,12.65,27
12.7,13,13.05,25
11.6,12,12.85,24
11.2,11,13.55,20
7,13,18.85,12
1.1,168,22.75,8
3.9,208,23.35,7
4.1,243,24.55,6
6.1,214,24.95,7
8.3,225,24.05,8
7.8,219,23.75,8
7.4,220,22.85,7
6.2,209,22.05,7
4.3,219,21.15,9
0.9,274,18.85,11
1.5,3,18.85,12
2.8,3,18.95,13
5.4,4,18.25,12
7.7,3,17.45,13
10.3,11,15.55,17
9.8,12,14.95,18
11.2,12,14.45,18
10.7,13,14.65,17
9.1,8,14.85,16
8.3,13,15.35,16
8.7,19,15.65,15
8,14,15.15,16
8.8,14,15.65,15
6.4,11,19.25,12
2.2,18,22.95,9
2.1,180,24.65,8
3.3,193,26.25,7
4.5,190,26.55,7
6.6,218,25.95,8
7.2,223,25.25,8
8.8,217,24.05,9
6.8,219,22.85,10
4.8,226,20.75,13
1.4,283,18.35,14
0.7,21,17.35,17
3.5,11,17.95,16
5.3,358,17.45,17
7.2,8,17.45,14
7.1,6,17.05,22
8.8,11,15.25,22
8.5,11,14.95,22
9.1,9,16.05,20
10.1,12,16.35,19
10.3,11,15.05,19
11,13,14.95,18
11.8,11,13.45,21
11.5,11,14.15,20
8.6,12,18.65,15
7.6,5,22.55,11
4.6,357,24.65,9
5.5,238,25.45,8
5.5,224,25.05,7
7,225,24.75,8
9.2,221,24.35,9
8.6,222,23.35,9
6.7,220,21.95,9
4.1,232,20.55,10
1.1,329,17.95,14
1.3,1,18.45,11
4.5,17,17.75,13
6.9,17,15.85,13
7.4,12,14.55,15
9,12,15.85,19
11.1,20,14.85,20
8.4,23,15.55,19
10.6,18,15.15,20
11.1,18,13.85,21
10.3,14,15.15,19
10.4,14,14.75,19
10.6,13,14.55,19
10.1,12,14.95,18
6.8,10,18.05,16
4.6,359,22.05,12
3.9,332,23.25,11
3.9,324,24.95,9
2.5,333,26.45,6
8.3,227,24.45,10
8.6,216,22.35,12
7,221,21.25,14
5.5,214,20.95,14
4.5,228,19.45,16
1.2,222,17.25,19
0.8,354,16.55,21
3.1,43,16.75,20
8,12,15.55,20
8.5,20,14.25,24
10.3,13,11.85,29
10.6,9,11.75,30
11.1,7,10.55,30
13.1,11,11.95,26
13.1,14,11.45,26
13.1,19,12.35,24
11.8,20,12.75,24
12.7,19,13.25,24
11.1,23,14.35,23
12.1,22,19.05,18
13.3,8,21.05,13
11.7,3,22.25,13
11,3,23.45,13
8,356,24.65,10
5.9,9,25.45,9
8.4,222,22.85,14
7.2,204,21.85,16
6.6,202,20.25,17
4.4,220,18.75,19
0.7,316,16.35,22
0.9,72,16.45,23
3.1,34,15.25,25
6.9,13,15.75,23
8.9,18,12.95,30
9.9,8,11.15,35
10.5,4,10.95,35
9.7,7,10.75,33
7.8,9,13.25,29
7.4,6,12.35,32
7,19,14.35,29
8.1,20,11.15,31
8.9,24,11.65,31
9.3,10,11.55,33
8.7,16,17.85,26
9.5,4,20.75,22
7.2,359,22.15,19
6,333,23.85,12
4.5,326,25.25,12
5.6,216,24.75,14
7.1,225,22.85,16
6.9,217,22.05,17
6.1,214,20.95,17
3.9,223,19.65,16
0.9,311,17.35,16
0.3,63,17.15,16
1.3,347,17.35,18
5.4,27,17.35,22
8,19,15.25,25
8,28,12.85,28
9.2,27,13.25,27
11.9,31,12.65,27
11,13,11.55,29
10.6,21,13.75,26
11.8,14,14.05,20
11.7,18,13.25,17
11.7,29,13.95,16
10.4,16,15.95,17
9.8,5,18.55,14
11.2,7,21.75,13
11,4,23.15,13
10.6,357,24.25,12
9,349,24.75,10
7.9,348,25.65,9
9.3,225,23.35,17
5.4,215,20.75,19
5.1,208,20.15,20
4.2,218,18.45,23
0.3,186,16.05,27
4.8,16,16.05,24
9.5,30,15.95,26
9.7,24,14.15,26
11.2,29,13.95,24
10.1,16,12.95,27
11.4,6,11.65,30
12.4,9,10.75,33
13,6,9.55,33
12.6,11,10.25,29
10.8,18,12.35,24
10,23,12.65,24
11,28,13.75,28
9.6,25,15.25,25
7.6,24,20.05,19
9.1,10,22.65,15
8.1,14,23.65,11
6.8,360,24.35,9
6.8,341,25.15,8
5.9,238,23.45,10
8.9,214,23.25,12
7.2,216,22.45,14
3.7,240,22.15,16
1.5,175,21.05,16
0.8,120,18.95,16
2.1,316,17.35,19
9.2,20,16.35,20
10.7,18,14.45,19
11.2,18,14.15,13
9.8,20,13.85,13
11.1,12,12.55,17
11.8,26,12.55,19
11.4,24,13.35,16
12.1,32,13.95,14
12.1,23,14.95,11
10.3,23,14.85,11
10.5,21,15.25,11
11.1,23,16.45,10
10.7,23,21.35,8
11.5,11,22.85,7
11.3,14,23.75,7
8.9,8,24.85,7
8.2,306,25.45,8
6,328,25.45,7
8.2,314,25.25,8
6.5,316,24.95,8
9.6,313,24.55,8
5.1,150,23.35,10
3.4,100,18.05,18
1.5,330,18.85,16
8.2,24,17.05,18
8.8,25,17.05,18
10,24,15.65,13
9.8,24,15.75,12
10,20,15.55,13
10.3,19,14.85,14
10,19,14.85,13
9.9,21,15.15,11
9.6,18,14.25,11
10.4,12,14.05,11
11,11,13.95,12
10.3,12,14.75,12
6.9,6,18.45,11
8.3,360,22.15,8
8.1,360,23.15,9
8.2,3,23.75,8
8.5,352,24.75,8
3.3,229,24.15,9
9.2,227,20.55,10
7.1,203,20.75,12
4.8,196,19.75,11
3.5,199,18.35,10
2,99,17.05,11
4.9,37,17.35,11
10.4,7,14.15,18
10.7,13,13.45,18
10.8,20,13.75,20
9.2,25,14.55,20
8.3,33,13.35,21
8.8,12,11.85,22
8.4,19,11.45,22
8.5,27,11.25,22
8.6,23,11.45,22
8.9,17,11.05,23
9.7,8,10.85,23
8.4,8,11.15,23
7.6,4,15.95,18
11,11,19.25,16
12.4,354,20.55,14
12.8,354,21.15,14
10.9,1,21.55,13
10.2,338,22.25,11
6,346,22.15,11
8.5,228,16.45,12
5.5,203,15.85,11
3.4,219,14.35,11
1.9,181,12.65,11
1,271,12.55,12
3.6,269,11.45,11
1.3,359,12.05,11
6.9,19,11.45,14
10.4,12,8.65,23
10.7,16,7.55,29
10,23,6.65,33
8,29,8.05,39
7.6,14,6.55,36
10.7,35,7.95,33
9.9,19,6.75,22
6.8,354,5.75,21
7.6,2,7.25,21
7.6,358,13.65,14
9.4,7,16.15,11
8.5,7,17.55,9
7.6,359,18.35,7
5.5,344,18.85,7
3.8,358,19.75,6
6.8,228,17.75,9
5.3,228,17.55,9
6,225,16.55,9
2.4,217,14.85,10
0.2,257,12.85,12
0.3,140,12.45,12
1.4,39,12.95,13
3.4,18,12.55,13
6.9,7,8.55,16
10.4,22,9.95,15
10.6,21,10.05,14
11.2,21,10.55,14
12.2,16,8.75,15
11.4,14,8.15,15
11.1,11,8.25,15
11.8,11,8.95,16
11.3,9,8.15,17
9.9,13,11.15,13
8.1,3,15.75,10
10.8,18,19.75,7
10,19,20.55,6
9.4,360,21.65,5
5.8,1,22.35,4
4.6,354,23.05,3
8.7,217,20.95,8
7.6,217,19.75,9
5.5,215,17.95,11
3.8,229,16.75,12
2.4,231,14.15,13
1.3,16,13.55,14
4.6,355,13.85,15
5.5,4,13.75,14
9.1,12,11.55,10
11.8,13,9.45,10
12.7,12,10.55,11
13.8,13,11.35,10
12.4,10,11.15,11
12.2,11,12.45,11
11.5,21,12.05,11
11.3,19,11.95,11
11.6,31,13.05,11
11.2,14,13.85,12
9.5,5,17.95,9
10.5,3,20.75,9
11,2,22.65,8
9.4,360,23.75,8
5.6,350,25.05,5
7.2,229,22.05,9
6.8,220,21.45,9
5.8,210,20.95,11
5.1,212,19.75,12
2.9,229,17.95,14
0.8,232,16.05,17
0.6,11,15.05,17
3.7,17,14.95,19
7.4,2,12.15,19
7.9,20,12.85,19
4.8,331,12.25,22
6.1,18,12.85,21
4.6,350,11.65,21
6.3,356,12.95,21
6.3,1,12.95,19
6.1,14,12.25,21
4.8,351,11.95,21
6.3,21,11.35,19
10.5,14,13.65,16
10.1,7,17.35,13
13.9,15,21.05,10
14.3,7,22.05,10
12.9,9,23.15,8
9.9,3,23.55,8
8.3,217,17.95,14
7.2,221,16.95,14
4.7,222,16.75,17
2.4,211,16.95,15
2.1,226,16.55,15
0.8,184,15.55,16
1.1,316,15.35,16
8.5,17,13.65,21
9.1,10,13.05,22
9.8,9,12.25,24
9.7,13,12.25,22
9.1,11,11.75,19
8.6,3,11.85,18
7.5,1,12.25,15
9.1,15,12.95,17
10.3,21,13.25,18
10.5,13,10.25,26
10.4,13,8.25,28
8,2,10.65,25
7.7,353,15.65,20
6.4,359,18.85,14
6.2,353,20.75,15
7.2,359,22.15,13
7.2,360,23.15,11
4.3,240,21.85,8
6.2,214,20.55,7
6.4,224,19.45,8
5.3,217,18.25,8
3.2,227,16.75,9
0.6,291,15.25,9
0.8,27,15.45,8
3.3,11,15.45,9
7.2,18,14.55,11
9,27,11.25,23
6.9,23,14.35,20
7.7,19,11.55,22
7.7,7,11.95,22
8,7,11.75,23
8.9,19,11.85,24
9.8,13,11.65,24
10.1,14,13.15,23
10.1,17,13.05,23
1.8,337,12.15,24
3,349,15.75,20
2.4,180,18.95,17
1.7,158,20.05,16
4.2,212,21.95,13
3.6,335,24.25,6
6.1,232,23.75,10
8.5,221,22.15,11
7.7,220,20.75,11
5.5,225,19.75,13
3.3,227,18.55,14
1.9,316,16.65,15
1.7,39,17.25,14
2.5,29,17.05,15
7,360,14.85,18
9.3,1,11.55,23
12.2,14,12.35,23
11.8,23,14.75,18
12.4,15,13.65,17
10.8,11,12.35,18
10.8,11,15.15,15
10.7,11,13.45,16
10.4,13,14.35,14
10.1,14,13.65,15
10.9,14,13.55,15
6.9,18,16.75,13
4.9,349,21.35,10
5.3,341,23.05,8
4.9,330,24.45,6
3.6,225,24.75,6
7.2,227,23.65,6
7.7,225,22.75,8
6.9,215,22.25,7
5.9,218,21.15,9
3.2,237,18.85,11
1.1,261,17.05,13
1,44,17.15,13
3.6,16,16.75,19
5.5,350,16.85,14
7.7,4,15.95,16
9.8,2,14.25,18
9.6,6,13.65,20
11,13,14.55,19
10.3,7,13.95,17
5.2,29,15.35,15
8.6,19,15.25,10
7.5,14,14.95,10
9.7,14,16.95,8
10.6,12,14.05,10
8.7,12,17.95,10
6.8,10,22.65,7
5.1,3,24.35,6
7,227,23.25,8
6.4,218,23.75,7
7.6,224,23.55,7
7.3,210,23.75,7
7.9,210,23.35,8
6.9,213,21.55,10
3.3,240,19.45,12
0.6,170,17.25,15
1.9,98,18.25,13
3,27,18.45,12
6.3,3,17.35,15
7.2,11,15.85,16
9.4,12,13.75,18
9.4,9,13.65,17
10.4,11,14.75,17
9.7,11,16.15,17
8.5,13,15.05,18
9.3,10,14.55,18
9,12,15.25,17
9.6,12,15.95,15
8.7,13,15.35,15
6.1,13,18.65,13
2.3,356,22.15,10
2.7,221,23.45,9
3.9,215,23.85,8
5.9,227,24.25,7
6.8,228,23.95,8
6.9,222,23.55,8
6.4,220,22.75,9
5.9,211,21.55,10
3.3,222,19.45,13
1.1,42,17.65,15
1.1,14,17.65,16
5,355,17.35,15
8.6,14,14.55,17
9.5,15,15.85,19
10.1,8,13.65,19
9.9,8,13.15,19
9.4,7,13.15,20
8.6,7,14.15,19
8.1,13,13.65,17
6.5,18,15.75,14
7.6,14,12.95,16
7.8,12,13.55,16
10.9,16,12.45,17
9.4,17,17.05,10
8,11,20.45,7
5.8,5,22.25,7
4.7,205,22.65,6
5.8,227,23.25,7
6.7,223,22.55,9
7.2,214,22.15,10
7.6,231,21.55,9
6.4,223,20.15,10
3.2,213,18.35,12
0.5,229,16.05,16
2.3,86,16.05,22
1.5,60,15.75,18
4.5,10,15.85,16
7.3,10,13.65,19
5.6,14,14.55,19
7.4,9,14.95,18
8.1,12,11.75,23
9.1,10,12.95,20
8.2,14,14.05,21
9,16,13.75,20
9.7,23,12.15,20
9.3,23,12.25,20
11,14,11.35,20
7.5,29,14.75,17
6.7,12,19.05,12
6.7,8,21.45,10
6.2,355,22.25,9
6.1,347,22.95,9
7.2,214,20.75,14
6.1,216,20.05,12
5.7,225,19.65,11
5.4,226,17.65,17
2.9,231,14.95,20
0.6,13,13.25,20
1.5,343,13.15,24
6.2,20,11.85,33
5.6,17,11.35,29
9.4,5,9.05,33
9.5,4,8.35,37
9.7,10,8.45,35
9.6,12,7.45,37
8.3,20,8.45,33
9.3,16,8.65,33
12.1,32,8.25,38
10.9,11,7.75,40
9.9,19,8.45,39
9.8,34,9.45,30
10.9,16,15.15,22
9.8,4,17.25,19
11.3,2,19.05,17
12.3,358,19.95,14
11.7,355,20.75,13
10.4,359,20.75,12
8.9,9,20.85,11
2.4,225,20.25,22
5.2,3,19.45,13
2.2,198,14.25,37
1.6,343,13.25,38
0.6,65,13.15,33
1.9,291,12.35,39
8.3,15,10.45,41
10.7,12,9.55,41
10.4,21,7.25,39
9.4,18,6.75,31
8.8,22,7.65,29
9.2,17,8.75,27
9,16,7.95,32
9.8,9,6.75,35
9.1,11,6.85,38
9.8,6,7.35,41
9.9,10,9.55,35
10.5,358,12.85,28
8.4,359,16.65,21
9.9,8,19.45,11
10.6,4,20.45,10
10.1,352,21.35,8
7.6,342,21.85,8
3.9,360,22.15,8
5.9,203,18.35,15
5.4,236,17.25,16
3.1,208,15.15,19
0.5,172,13.35,22
0.8,9,13.05,21
1.4,78,13.45,22
7.3,14,10.75,22
8,26,12.85,22
8.7,360,10.25,27
8.9,12,9.15,27
8.1,20,10.45,25
7.7,13,9.45,26
2.9,324,11.35,23
0.4,45,12.05,22
1.1,38,11.65,22
3.9,34,12.05,21
2.5,34,12.55,21
5.8,11,14.15,18
9.3,22,19.85,14
9.1,6,21.25,12
10.3,11,22.35,11
10,353,22.65,10
8.3,359,22.85,11
8.1,354,22.75,11
2.8,219,20.65,14
1.2,309,20.55,14
3.8,228,17.05,17
0.2,288,15.35,19
1.2,80,15.85,21
8.5,21,13.25,17
8,13,14.45,17
8.4,12,13.95,19
9.5,16,13.85,19
10.2,15,11.05,22
9.5,11,10.05,22
9.8,13,13.55,18
11.1,10,10.65,21
10.9,7,8.55,24
11.4,19,11.55,21
12.2,26,12.15,20
11.1,36,12.55,20
11.1,36,18.35,15
12.7,21,20.55,13
13.7,13,21.35,12
12.4,3,22.05,11
11.4,356,22.45,11
9.8,347,22.65,8
8.5,1,22.85,9
7.2,217,21.35,11
5.4,232,19.05,13
2.7,221,16.95,16
1.6,67,15.65,18
2,61,15.75,17
6.4,15,14.75,17
10.3,32,13.65,19
10.1,34,14.65,20
10.2,38,15.05,19
11,33,14.55,19
12.9,21,15.05,19
10.8,33,13.55,21
10.9,31,13.25,22
10.4,27,12.15,24
10.3,17,10.55,25
