3.034632047612532135e-01,5.278176953824045281e-01
4.457478227952866856e-01,8.337655846620413147e-01
4.162992952289532589e-01,1.029402121342700038e+00
1.080342063518181295e+00,2.600620663821302525e-01
-2.267488767438179398e-01,-8.073932880742149543e-01
-1.016313060820322356e+00,-1.197669410288932923e-01
2.430823378125679390e-01,1.268086229958427014e+00
1.798922086863471881e+00,1.213322145539308394e+00
3.702861452943555509e-01,8.681943547334376454e-01
1.806931323962971403e-01,4.153556716905110191e-01
9.539575023508121143e-01,1.108814236936277675e+00
3.998061082382946552e-01,9.206486466574926864e-01
6.131891739003724195e-01,8.939334150024664805e-01
8.295129523440867292e-01,6.151274761815914704e-01
2.754290707323481247e-01,9.614626725504955562e-01
7.151619400481241673e-01,1.172099865878557523e+00
1.115053345878644464e+00,2.543536098239274068e-01
-5.334375552437355950e-01,-3.498742298098516113e-01
-3.705699502456878403e-01,-3.952918145782069459e-02
6.560161415736009971e-01,8.537553190070346076e-01
4.012808344558402851e-01,1.147252933865948732e+00
8.889662305185186408e-01,1.292337981404988456e+00
1.132496711712695392e+00,3.764019972198011654e-01
-1.106260208144571600e-01,1.863711162218095740e-01
-2.392360403821365278e-01,-1.395675400149842815e-01
4.276469049484699081e-01,-1.425981910072928738e-01
-6.158773020157264355e-01,5.841716567784704939e-01
6.652737608330361319e-01,8.083905399894482091e-01
1.308426835781175912e+00,1.308567969790933816e+00
9.985417051075029526e-02,4.233329743345994878e-01
3.969820579786325077e-01,2.065640297219146770e-01
1.278955952515272720e-01,5.310780996721948810e-01
3.855369751059043448e-01,6.625463348515269191e-01
6.563418766861698339e-01,6.165664017554521870e-01
3.113961453067373153e-01,5.816058379931817734e-01
3.184235320675637970e-01,9.624486636133156026e-02
6.632954563767778922e-03,8.070699590224128528e-02
-1.202243093135688667e-01,-1.458677980342266700e-01
7.853896873596810657e-02,1.063929305742303821e-01
-9.706565323280935687e-02,-1.658724565245184301e-02
1.032386792851447410e-01,3.055573719217474782e-01
2.519905727073319390e-01,-7.695164967945524737e-01
-9.434236744782267259e-01,-1.024756114875001067e+00
-1.113288228734382379e+00,-1.100736819553357115e+00
-1.923593758371620055e-01,-1.468717042203394385e+00
-1.532753436314809647e+00,-6.303032948119633438e-01
-4.006216992179378877e-01,-7.864825722770318883e-01
3.711412506607785211e-01,1.826741718399191861e-01
-8.562877293968504944e-01,-3.032334737741142927e+00
-2.346401204515489614e+00,-2.119601859594502091e+00
-2.171930180370115426e+00,-2.704322469537472351e+00
-7.383468428872559386e-01,-2.157015914553384484e+00
-2.361678833121608534e+00,-3.481739113770970118e+00
-2.691353542079741423e+00,-2.234946450910675342e+00
-1.115910984801563366e+00,-2.172989360848976315e+00
-1.108432970930699035e+00,-1.803449936212218496e+00
-2.144057114682381027e+00,-2.593442868648495825e+00
-1.369576623933301818e+00,-2.372399370742181102e+00
-1.867265331310262066e+00,-2.408003696386831205e+00
-1.889097006391685873e+00,-2.035013798826612152e+00
-1.052650511920248277e+00,-2.418407987258150538e+00
-1.967791088798299004e+00,-5.544556086520857185e+00
-5.234072937170171080e+00,-6.409104581958855462e+00
-5.097011988371287217e+00,-6.214382301222769911e+00
-3.080049784960751325e+00,-4.060200077361719728e+00
-3.053100176430824320e+00,-4.680908014048971388e+00
-3.161969811701523803e+00,-4.361141612330999173e+00
-3.557272006849110824e+00,-3.875124171709336096e+00
-2.157943415280421995e+00,-3.596842215397508369e+00
-2.409006348019142152e+00,-3.945920351004877702e+00
-3.649241286495547243e+00,-5.050262841356056853e+00
-3.236366281166631609e+00,-6.544517890779335545e-01
5.457942922471055169e-01,-5.695631386576227584e-02
1.501883376037764783e+00,-1.631750889278773542e-01
-2.693770410969146045e+00,-3.602417498617330516e+00
-2.268016918131820159e+00,-2.414788106591065908e+00
-1.367141905619710052e+00,-1.783158250539337963e+00
-9.178495170459957109e-01,-1.472239758486354688e+00
-1.279276963483187757e+00,-2.158521311627777273e+00
-1.403151138578349055e+00,-1.790123400175246182e+00
-1.369324793945733809e+00,-2.597695894232890268e+00
-1.777529100636776604e+00,-2.133736722171057920e+00
-1.703990406253906187e+00,-2.315008319144039817e+00
-1.194978879542216710e+00,-1.199520279628091934e+00
-8.421952676357218337e-01,-1.135229759887327994e+00
-3.154479422115041842e-01,4.333802043452381625e-01
3.742641450361761102e-01,2.569311676999696203e+00
2.690139540969553877e+00,4.182693824980188602e+00
3.674527339944565263e+00,2.683093049534699848e+00
9.559713335847885851e-01,1.682481364358529241e+00
5.299999873778729054e-01,1.352236094487054174e+00
2.039438344333750930e+00,3.731351816002219213e+00
2.749866191058401910e+00,3.413228918036869786e+00
3.070514411564134072e+00,2.837148084504872880e+00
1.036471208829664370e+00,1.644777455647963293e+00
1.165282740278835494e+00,1.175180152678254819e+00
8.845225028005485601e-01,1.353855758413603727e+00
1.249377873587802057e+00,1.018605812934382904e+00
7.400444512384360962e-01,7.249112853503665299e-01
4.927723286051577389e-02,4.962140442816291852e-01
6.616745753446080514e-01,6.286506948584396071e-01
5.399984242649660260e-01,1.639459069669246372e+00
1.285389994173800066e+00,2.571720804535286842e+00
2.637556081719871326e+00,1.599704307858456076e+00
5.088480088378748434e-01,6.433501546703883633e-01
-3.384407983684400989e-01,9.120937302521090473e-01
1.603190620513973208e+00,1.407212269707916352e+00
1.111804893729842814e+00,1.348365054894936854e+00
3.597213420814040497e-01,2.115252287834357148e-01
5.017977560960531491e-01,8.360952977280908804e-01
2.899895201082700602e-01,-1.587007972614684626e-01
5.139011660334125153e-02,-7.755401542168325335e-01
-1.033271098073209604e+00,-1.916235639232275911e+00
-1.352584618825375617e+00,-5.776401682153045058e-01
-3.476934652725063302e-01,-9.181181522842063458e-01
-2.688202032334485736e-02,-6.784250378971869999e-01
-1.423862411588834753e+00,-9.372958562753435086e-01
-1.392644346406024525e-02,1.791176809902153666e+00
2.103372742448986976e+00,1.760463552136835697e+00
1.287270686034992284e+00,1.573962596412974424e+00
1.097187305870286345e-01,-6.150526029865999167e-02
3.423044926838815227e-01,8.857812599497032480e-01
4.155537584420803121e-01,-1.646978720337784141e+00
-1.463419089308400256e+00,-8.809400291752744749e-01
-1.501547386959253494e+00,-2.251271106073794659e+00
-2.382851208440506241e-01,-2.162534558502251070e+00
-3.064836484633833180e+00,-3.027876768604352176e+00
-1.786560587470190420e+00,-1.965888954351300733e+00
-4.081109982062622876e-01,-1.958120231265643163e+00
-2.191238584950896851e+00,-3.446990678864136903e+00
-3.058569793948775484e+00,-7.534039288178414395e+00
-5.995249706373378729e+00,-8.791994506119394259e+00
-7.840171609868999525e+00,-7.676035799695841710e+00
-3.453146508983500951e+00,-4.073166686358367983e+00
-1.883707073869294035e+00,-3.644665266550763505e+00
-3.141473101011246882e+00,-4.365864726948661456e+00
-3.468246137196800305e+00,-5.086410288177079408e+00
-3.470570377696101438e+00,-3.155977282909862680e+00
-2.182539864100792926e+00,-4.180869591598233015e+00
-2.270478841906886203e+00,-4.450444647478301263e+00
-4.759495860935003542e+00,-6.619477464475368222e+00
-4.456312393582207321e+00,-7.714272599024020849e+00
-5.952047763998473684e+00,-7.459863282600784018e+00
-5.324434374966448225e+00,-8.173733265449115493e+00
-5.341177095773596228e+00,-8.338236483759093431e+00
-6.829115573476872925e+00,-7.474885109218394774e+00
-4.616314869479300143e+00,-2.583002667927409846e+00
2.568900193568612877e-01,8.235791881527214642e-01
1.313613499040100052e+00,-2.435078186229016950e+00
-3.485103023146864487e+00,-2.750444202061964383e+00
-2.954983799968136982e+00,-2.040084878293373816e+00
1.085971339136987623e+00,-1.264350204075970652e+00
