,leaking_rate,n_reservoir,regularization,sparsity,spectral_radius,scores
0,0.3,100,10000.0,0.2,1e-05,9.630152111466886
1,0.3,100,10000.0,0.2,0.0001,9.630152794741052
2,0.3,100,10000.0,0.2,0.001,9.630159629259966
3,0.3,100,10000.0,0.2,0.01,9.630228152061322
4,0.3,100,10000.0,0.2,0.1,9.630931037954113
5,0.3,100,10000.0,0.2,1.0,9.63960724265683
6,0.3,100,10000.0,0.5,1e-05,9.63015209510454
7,0.3,100,10000.0,0.5,0.0001,9.630152631096946
8,0.3,100,10000.0,0.5,0.001,9.630157990771513
9,0.3,100,10000.0,0.5,0.01,9.630211562646126
10,0.3,100,10000.0,0.5,0.1,9.630744836215092
11,0.3,100,10000.0,0.5,1.0,9.635888569316984
12,0.3,100,10000.0,0.9,1e-05,9.630152004309426
13,0.3,100,10000.0,0.9,0.0001,9.630151723130986
14,0.3,100,10000.0,0.9,0.001,9.630148909629957
15,0.3,100,10000.0,0.9,0.01,9.630120603056541
16,0.3,100,10000.0,0.9,0.1,9.629820500436734
17,0.3,100,10000.0,0.9,1.0,9.625271562650457
18,0.3,100,251.18864315095797,0.2,1e-05,8.29288632410655
19,0.3,100,251.18864315095797,0.2,0.0001,8.292885557491962
20,0.3,100,251.18864315095797,0.2,0.001,8.292877886946401
21,0.3,100,251.18864315095797,0.2,0.01,8.292800741472957
22,0.3,100,251.18864315095797,0.2,0.1,8.291985271811694
23,0.3,100,251.18864315095797,0.2,1.0,8.27957488114586
24,0.3,100,251.18864315095797,0.5,1e-05,8.292886332771298
25,0.3,100,251.18864315095797,0.5,0.0001,8.292885644138074
26,0.3,100,251.18864315095797,0.5,0.001,8.292878753248933
27,0.3,100,251.18864315095797,0.5,0.01,8.292809389083514
28,0.3,100,251.18864315095797,0.5,0.1,8.292070579023932
29,0.3,100,251.18864315095797,0.5,1.0,8.280678576790697
30,0.3,100,251.18864315095797,0.9,1e-05,8.292886388807212
31,0.3,100,251.18864315095797,0.9,0.0001,8.292886204497389
32,0.3,100,251.18864315095797,0.9,0.001,8.292884356922855
33,0.3,100,251.18864315095797,0.9,0.01,8.29286543370914
34,0.3,100,251.18864315095797,0.9,0.1,8.292631687260794
35,0.3,100,251.18864315095797,0.9,1.0,8.286200850528179
36,0.3,100,6.30957344480193,0.2,1e-05,8.06384647747164
37,0.3,100,6.30957344480193,0.2,0.0001,8.063844701361587
38,0.3,100,6.30957344480193,0.2,0.001,8.063826849170407
39,0.3,100,6.30957344480193,0.2,0.01,8.063639230689212
40,0.3,100,6.30957344480193,0.2,0.1,8.06087403550502
41,0.3,100,6.30957344480193,0.2,1.0,7.998332678620364
42,0.3,100,6.30957344480193,0.5,1e-05,8.063846289438006
43,0.3,100,6.30957344480193,0.5,0.0001,8.063842820792038
44,0.3,100,6.30957344480193,0.5,0.001,8.063808020183204
45,0.3,100,6.30957344480193,0.5,0.01,8.063448650502666
46,0.3,100,6.30957344480193,0.5,0.1,8.05878247698064
47,0.3,100,6.30957344480193,0.5,1.0,7.990829876569545
48,0.3,100,6.30957344480193,0.9,1e-05,8.063846479636837
49,0.3,100,6.30957344480193,0.9,0.0001,8.063844722764504
50,0.3,100,6.30957344480193,0.9,0.001,8.06382703835787
51,0.3,100,6.30957344480193,0.9,0.01,8.063638657716691
52,0.3,100,6.30957344480193,0.9,0.1,8.060645619223921
53,0.3,100,6.30957344480193,0.9,1.0,7.998554773435565
54,0.3,100,0.1584893192461111,0.2,1e-05,7.996203760599305
55,0.3,100,0.1584893192461111,0.2,0.0001,7.996200243005826
56,0.3,100,0.1584893192461111,0.2,0.001,7.9961642517468015
57,0.3,100,0.1584893192461111,0.2,0.01,7.995723219107504
58,0.3,100,0.1584893192461111,0.2,0.1,7.984294621862862
59,0.3,100,0.1584893192461111,0.2,1.0,7.891618912410691
60,0.3,100,0.1584893192461111,0.5,1e-05,7.996203307781129
61,0.3,100,0.1584893192461111,0.5,0.0001,7.996195711513651
62,0.3,100,0.1584893192461111,0.5,0.001,7.9961186063099925
63,0.3,100,0.1584893192461111,0.5,0.01,7.995234809977505
64,0.3,100,0.1584893192461111,0.5,0.1,7.977817811420427
65,0.3,100,0.1584893192461111,0.5,1.0,7.892919866857781
66,0.3,100,0.1584893192461111,0.9,1e-05,7.9962038830747995
67,0.3,100,0.1584893192461111,0.9,0.0001,7.996201463016898
68,0.3,100,0.1584893192461111,0.9,0.001,7.996175977319468
69,0.3,100,0.1584893192461111,0.9,0.01,7.995793417003777
70,0.3,100,0.1584893192461111,0.9,0.1,7.981700996215376
71,0.3,100,0.1584893192461111,0.9,1.0,7.901748332552594
72,0.3,100,0.003981071705534969,0.2,1e-05,7.999515072484421
73,0.3,100,0.003981071705534969,0.2,0.0001,7.999491382943173
