,leaking_rate,n_reservoir,regularization,sparsity,spectral_radius,scores
0,0.3,100,10000.0,0.2,1e-05,10.584089803348567
1,0.3,100,10000.0,0.2,0.0001,10.58408949303662
2,0.3,100,10000.0,0.2,0.001,10.584086389260007
3,0.3,100,10000.0,0.2,0.01,10.584055285791928
4,0.3,100,10000.0,0.2,0.1,10.583737677261523
5,0.3,100,10000.0,0.2,1.0,10.579881535826535
6,0.3,100,10000.0,0.5,1e-05,10.584089817273927
7,0.3,100,10000.0,0.5,0.0001,10.584089632288224
8,0.3,100,10000.0,0.5,0.001,10.584087781613905
9,0.3,100,10000.0,0.5,0.01,10.584069193252846
10,0.3,100,10000.0,0.5,0.1,10.583875184315547
11,0.3,100,10000.0,0.5,1.0,10.581146352728474
12,0.3,100,10000.0,0.9,1e-05,10.584089796427069
13,0.3,100,10000.0,0.9,0.0001,10.584089423819862
14,0.3,100,10000.0,0.9,0.001,10.58408569688998
15,0.3,100,10000.0,0.9,0.01,10.584048341758931
16,0.3,100,10000.0,0.9,0.1,10.583666115750493
17,0.3,100,10000.0,0.9,1.0,10.578872537398837
18,0.3,100,251.18864315095797,0.2,1e-05,9.560668325849884
19,0.3,100,251.18864315095797,0.2,0.0001,9.560667452636258
20,0.3,100,251.18864315095797,0.2,0.001,9.560658699646103
21,0.3,100,251.18864315095797,0.2,0.01,9.560569084496011
22,0.3,100,251.18864315095797,0.2,0.1,9.55946461594144
23,0.3,100,251.18864315095797,0.2,1.0,9.528955732881869
24,0.3,100,251.18864315095797,0.5,1e-05,9.56066832189161
25,0.3,100,251.18864315095797,0.5,0.0001,9.560667413051716
26,0.3,100,251.18864315095797,0.5,0.001,9.56065830368586
27,0.3,100,251.18864315095797,0.5,0.01,9.560565113151048
28,0.3,100,251.18864315095797,0.5,0.1,9.559423521542689
29,0.3,100,251.18864315095797,0.5,1.0,9.528212661548922
30,0.3,100,251.18864315095797,0.9,1e-05,9.560668415564686
31,0.3,100,251.18864315095797,0.9,0.0001,9.560668349745649
32,0.3,100,251.18864315095797,0.9,0.001,9.560667666899532
33,0.3,100,251.18864315095797,0.9,0.01,9.560658371094108
34,0.3,100,251.18864315095797,0.9,0.1,9.560317092618192
35,0.3,100,251.18864315095797,0.9,1.0,9.53250100546485
36,0.3,100,6.30957344480193,0.2,1e-05,9.134977598520925
37,0.3,100,6.30957344480193,0.2,0.0001,9.134977148887957
38,0.3,100,6.30957344480193,0.2,0.001,9.13497192858413
39,0.3,100,6.30957344480193,0.2,0.01,9.134847339733048
40,0.3,100,6.30957344480193,0.2,0.1,9.126486041357232
41,0.3,100,6.30957344480193,0.2,1.0,8.828189767762707
42,0.3,100,6.30957344480193,0.5,1e-05,9.134977583100591
43,0.3,100,6.30957344480193,0.5,0.0001,9.134976994030042
44,0.3,100,6.30957344480193,0.5,0.001,9.134970314546713
45,0.3,100,6.30957344480193,0.5,0.01,9.134824640288256
46,0.3,100,6.30957344480193,0.5,0.1,9.125610123229157
47,0.3,100,6.30957344480193,0.5,1.0,8.814260768546271
48,0.3,100,6.30957344480193,0.9,1e-05,9.134977504411344
49,0.3,100,6.30957344480193,0.9,0.0001,9.134976206905703
50,0.3,100,6.30957344480193,0.9,0.001,9.134962420020498
51,0.3,100,6.30957344480193,0.9,0.01,9.134743344840006
52,0.3,100,6.30957344480193,0.9,0.1,9.124550355098108
53,0.3,100,6.30957344480193,0.9,1.0,8.80896491565538
54,0.3,100,0.1584893192461111,0.2,1e-05,9.04932279047196
55,0.3,100,0.1584893192461111,0.2,0.0001,9.04932478857298
56,0.3,100,0.1584893192461111,0.2,0.001,9.049318352001755
57,0.3,100,0.1584893192461111,0.2,0.01,9.046627367259537
58,0.3,100,0.1584893192461111,0.2,0.1,8.868880329919742
59,0.3,100,0.1584893192461111,0.2,1.0,8.618315488656803
60,0.3,100,0.1584893192461111,0.5,1e-05,9.04932237949412
61,0.3,100,0.1584893192461111,0.5,0.0001,9.04932065519267
62,0.3,100,0.1584893192461111,0.5,0.001,9.049274662723896
63,0.3,100,0.1584893192461111,0.5,0.01,9.045960608367514
64,0.3,100,0.1584893192461111,0.5,0.1,8.857336184040703
65,0.3,100,0.1584893192461111,0.5,1.0,8.618101476295882
66,0.3,100,0.1584893192461111,0.9,1e-05,9.049321379375547
67,0.3,100,0.1584893192461111,0.9,0.0001,9.049310649405955
68,0.3,100,0.1584893192461111,0.9,0.001,9.04917415142255
69,0.3,100,0.1584893192461111,0.9,0.01,9.044919692843115
70,0.3,100,0.1584893192461111,0.9,0.1,8.850881439428752
71,0.3,100,0.1584893192461111,0.9,1.0,8.63204709979256
72,0.3,100,0.003981071705534969,0.2,1e-05,9.083893565112026
73,0.3,100,0.003981071705534969,0.2,0.0001,9.08370005844854
74,0.3,100,0.003981071705534969,0.2,0.001,9.08075563869444
75,0.3,100,0.003981071705534969,0.2,0.01,8.97430587986088
76,0.3,100,0.003981071705534969,0.2,0.1,8.683711754179951
77,0.3,100,0.003981071705534969,0.2,1.0,8.409724638346031
78,0.3,100,0.003981071705534969,0.5,1e-05,9.083880367151528
79,0.3,100,0.003981071705534969,0.5,0.0001,9.083567522917262
80,0.3,100,0.003981071705534969,0.5,0.001,9.079377947361685
81,0.3,100,0.003981071705534969,0.5,0.01,8.959838363809295
82,0.3,100,0.003981071705534969,0.5,0.1,8.679157607994147
83,0.3,100,0.003981071705534969,0.5,1.0,8.543416980453758
84,0.3,100,0.003981071705534969,0.9,1e-05,9.08393521188051
85,0.3,100,0.003981071705534969,0.9,0.0001,9.084115354219003
86,0.3,100,0.003981071705534969,0.9,0.001,9.084784234816135
87,0.3,100,0.003981071705534969,0.9,0.01,9.001184948755945
88,0.3,100,0.003981071705534969,0.9,0.1,8.70625468845581
89,0.3,100,0.003981071705534969,0.9,1.0,8.61982091576014
90,0.3,100,0.0001,0.2,1e-05,9.636449962984585
91,0.3,100,0.0001,0.2,0.0001,9.627436086237221
92,0.3,100,0.0001,0.2,0.001,9.50531169709457
93,0.3,100,0.0001,0.2,0.01,9.03148371414529
94,0.3,100,0.0001,0.2,0.1,9.103514849287981
95,0.3,100,0.0001,0.2,1.0,9.673192794791644
96,0.3,100,0.0001,0.5,1e-05,9.634552073569436
97,0.3,100,0.0001,0.5,0.0001,9.608717448176344
98,0.3,100,0.0001,0.5,0.001,9.352329258401609
99,0.3,100,0.0001,0.5,0.01,8.83061113776921
100,0.3,100,0.0001,0.5,0.1,9.239371129913035
101,0.3,100,0.0001,0.5,1.0,9.414493754471133
102,0.3,100,0.0001,0.9,1e-05,9.641792843505387
103,0.3,100,0.0001,0.9,0.0001,9.681546645623106
104,0.3,100,0.0001,0.9,0.001,10.071596309997853
105,0.3,100,0.0001,0.9,0.01,9.705726231272182
106,0.3,100,0.0001,0.9,0.1,9.299462963235259
107,0.3,100,0.0001,0.9,1.0,10.6929110374492
108,0.45,100,10000.0,0.2,1e-05,10.27370768321972
109,0.45,100,10000.0,0.2,0.0001,10.273707460217686
110,0.45,100,10000.0,0.2,0.001,10.273705230421832
111,0.45,100,10000.0,0.2,0.01,10.273682955004267
112,0.45,100,10000.0,0.2,0.1,10.273462436186998
113,0.45,100,10000.0,0.2,1.0,10.271451289583476
114,0.45,100,10000.0,0.5,1e-05,10.273707696437619
115,0.45,100,10000.0,0.5,0.0001,10.27370759239442
116,0.45,100,10000.0,0.5,0.001,10.273706552110658
117,0.45,100,10000.0,0.5,0.01,10.273696164064395
118,0.45,100,10000.0,0.5,0.1,10.273593787924634
119,0.45,100,10000.0,0.5,1.0,10.272739639610942
120,0.45,100,10000.0,0.9,1e-05,10.273707665994019
121,0.45,100,10000.0,0.9,0.0001,10.273707287959878
122,0.45,100,10000.0,0.9,0.001,10.273703507934883
123,0.45,100,10000.0,0.9,0.01,10.273665739180329
124,0.45,100,10000.0,0.9,0.1,10.273291170548923
125,0.45,100,10000.0,0.9,1.0,10.269808154254395
126,0.45,100,251.18864315095797,0.2,1e-05,9.619798514648155
127,0.45,100,251.18864315095797,0.2,0.0001,9.61979811126846
128,0.45,100,251.18864315095797,0.2,0.001,9.619794055355984
129,0.45,100,251.18864315095797,0.2,0.01,9.619751284726652
130,0.45,100,251.18864315095797,0.2,0.1,9.619102560384823
131,0.45,100,251.18864315095797,0.2,1.0,9.59215091771083
132,0.45,100,251.18864315095797,0.5,1e-05,9.619798494570746
133,0.45,100,251.18864315095797,0.5,0.0001,9.619797910470465
134,0.45,100,251.18864315095797,0.5,0.001,9.6197920449893
135,0.45,100,251.18864315095797,0.5,0.01,9.619730941957036
136,0.45,100,251.18864315095797,0.5,0.1,9.618874829742161
137,0.45,100,251.18864315095797,0.5,1.0,9.587372136284003
138,0.45,100,251.18864315095797,0.9,1e-05,9.61979852741346
139,0.45,100,251.18864315095797,0.9,0.0001,9.619798238886508
140,0.45,100,251.18864315095797,0.9,0.001,9.619795328067044
141,0.45,100,251.18864315095797,0.9,0.01,9.61976366322469
142,0.45,100,251.18864315095797,0.9,0.1,9.619190050176504
143,0.45,100,251.18864315095797,0.9,1.0,9.58875470974071
144,0.45,100,6.30957344480193,0.2,1e-05,9.159282550862443
145,0.45,100,6.30957344480193,0.2,0.0001,9.159282695687734
146,0.45,100,6.30957344480193,0.2,0.001,9.159284005172944
147,0.45,100,6.30957344480193,0.2,0.01,9.159283221661747
148,0.45,100,6.30957344480193,0.2,0.1,9.157899300688566
149,0.45,100,6.30957344480193,0.2,1.0,9.07918153202113
150,0.45,100,6.30957344480193,0.5,1e-05,9.159282541032633
151,0.45,100,6.30957344480193,0.5,0.0001,9.15928259725273
152,0.45,100,6.30957344480193,0.5,0.001,9.159283007007783
153,0.45,100,6.30957344480193,0.5,0.01,9.15927185477794
154,0.45,100,6.30957344480193,0.5,0.1,9.157645846712105
155,0.45,100,6.30957344480193,0.5,1.0,9.071607462404462
156,0.45,100,6.30957344480193,0.9,1e-05,9.159282514575116
157,0.45,100,6.30957344480193,0.9,0.0001,9.159282332607207
158,0.45,100,6.30957344480193,0.9,0.001,9.159280353601233
159,0.45,100,6.30957344480193,0.9,0.01,9.159244622741733
160,0.45,100,6.30957344480193,0.9,0.1,9.15730256278126
161,0.45,100,6.30957344480193,0.9,1.0,9.069282057142646
162,0.45,100,0.1584893192461111,0.2,1e-05,9.0792407762679
163,0.45,100,0.1584893192461111,0.2,0.0001,9.079242966297118
164,0.45,100,0.1584893192461111,0.2,0.001,9.079259927402985
165,0.45,100,0.1584893192461111,0.2,0.01,9.078936812552397
166,0.45,100,0.1584893192461111,0.2,0.1,9.04051080937078
167,0.45,100,0.1584893192461111,0.2,1.0,8.898874830512078
168,0.45,100,0.1584893192461111,0.5,1e-05,9.07924067720432
169,0.45,100,0.1584893192461111,0.5,0.0001,9.079241970836039
170,0.45,100,0.1584893192461111,0.5,0.001,9.079249490917652
171,0.45,100,0.1584893192461111,0.5,0.01,9.078784972522465
172,0.45,100,0.1584893192461111,0.5,0.1,9.036890737027631
173,0.45,100,0.1584893192461111,0.5,1.0,8.89376839512199
174,0.45,100,0.1584893192461111,0.9,1e-05,9.079240243896448
175,0.45,100,0.1584893192461111,0.9,0.0001,9.079237635871019
176,0.45,100,0.1584893192461111,0.9,0.001,9.079205953796565
177,0.45,100,0.1584893192461111,0.9,0.01,9.07833283258966
178,0.45,100,0.1584893192461111,0.9,0.1,9.032669144593022
179,0.45,100,0.1584893192461111,0.9,1.0,8.905499946196123
180,0.45,100,0.003981071705534969,0.2,1e-05,9.088088714152946
181,0.45,100,0.003981071705534969,0.2,0.0001,9.088064887635728
182,0.45,100,0.003981071705534969,0.2,0.001,9.08763553267996
183,0.45,100,0.003981071705534969,0.2,0.01,9.066903707206611
184,0.45,100,0.003981071705534969,0.2,0.1,8.950714181795231
185,0.45,100,0.003981071705534969,0.2,1.0,8.645111116664115
186,0.45,100,0.003981071705534969,0.5,1e-05,9.088085858750492
187,0.45,100,0.003981071705534969,0.5,0.0001,9.08803618545886
188,0.45,100,0.003981071705534969,0.5,0.001,9.087334042295586
189,0.45,100,0.003981071705534969,0.5,0.01,9.06307547879794
190,0.45,100,0.003981071705534969,0.5,0.1,8.946070818757365
191,0.45,100,0.003981071705534969,0.5,1.0,8.749582745819675
192,0.45,100,0.003981071705534969,0.9,1e-05,9.088095547121908
193,0.45,100,0.003981071705534969,0.9,0.0001,9.088132964284931
194,0.45,100,0.003981071705534969,0.9,0.001,9.088290338436103
195,0.45,100,0.003981071705534969,0.9,0.01,9.070893512124089
196,0.45,100,0.003981071705534969,0.9,0.1,8.953172786441728
