,leaking_rate,n_reservoir,regularization,sparsity,spectral_radius,scores
0,0.3,100,10000.0,0.2,1e-05,83.51506753694795
1,0.3,100,10000.0,0.2,0.0001,83.51506647310383
2,0.3,100,10000.0,0.2,0.001,83.51505582513548
3,0.3,100,10000.0,0.2,0.01,83.51494839237532
4,0.3,100,10000.0,0.2,0.1,83.51377847954969
5,0.3,100,10000.0,0.2,1.0,83.49211083057357
6,0.3,100,10000.0,0.5,1e-05,83.51506764778316
7,0.3,100,10000.0,0.5,0.0001,83.51506758146107
8,0.3,100,10000.0,0.5,0.001,83.51506690894666
9,0.3,100,10000.0,0.5,0.01,83.51505925456466
10,0.3,100,10000.0,0.5,0.1,83.51488974771735
11,0.3,100,10000.0,0.5,1.0,83.5037368473557
12,0.3,100,10000.0,0.9,1e-05,83.51506746553322
13,0.3,100,10000.0,0.9,0.0001,83.51506575893059
14,0.3,100,10000.0,0.9,0.001,83.5150486807504
15,0.3,100,10000.0,0.9,0.01,83.51487668300364
16,0.3,100,10000.0,0.9,0.1,83.51303449713153
17,0.3,100,10000.0,0.9,1.0,83.48173953352213
18,0.3,100,251.18864315095797,0.2,1e-05,76.6168211639599
19,0.3,100,251.18864315095797,0.2,0.0001,76.61681232917378
20,0.3,100,251.18864315095797,0.2,0.001,76.6167237751655
21,0.3,100,251.18864315095797,0.2,0.01,76.61581762318671
22,0.3,100,251.18864315095797,0.2,0.1,76.60469951134253
23,0.3,100,251.18864315095797,0.2,1.0,76.30765763474092
24,0.3,100,251.18864315095797,0.5,1e-05,76.61682119563697
25,0.3,100,251.18864315095797,0.5,0.0001,76.61681264599049
26,0.3,100,251.18864315095797,0.5,0.001,76.61672694818094
27,0.3,100,251.18864315095797,0.5,0.01,76.61584983533572
28,0.3,100,251.18864315095797,0.5,0.1,76.60506645802757
29,0.3,100,251.18864315095797,0.5,1.0,76.31208380074672
30,0.3,100,251.18864315095797,0.9,1e-05,76.6168221363428
31,0.3,100,251.18864315095797,0.9,0.0001,76.61682205267918
32,0.3,100,251.18864315095797,0.9,0.001,76.61682097789306
33,0.3,100,251.18864315095797,0.9,0.01,76.61678639731458
34,0.3,100,251.18864315095797,0.9,0.1,76.61404179934162
35,0.3,100,251.18864315095797,0.9,1.0,76.35578523733469
36,0.3,100,6.30957344480193,0.2,1e-05,74.36330985449145
37,0.3,100,6.30957344480193,0.2,0.0001,74.36330251785054
38,0.3,100,6.30957344480193,0.2,0.001,74.36322106267012
39,0.3,100,6.30957344480193,0.2,0.01,74.36159795476293
40,0.3,100,6.30957344480193,0.2,0.1,74.26673324466411
41,0.3,100,6.30957344480193,0.2,1.0,71.8615156133088
42,0.3,100,6.30957344480193,0.5,1e-05,74.36330955278638
43,0.3,100,6.30957344480193,0.5,0.0001,74.36329949379956
44,0.3,100,6.30957344480193,0.5,0.001,74.3631901222031
45,0.3,100,6.30957344480193,0.5,0.01,74.3612184513811
46,0.3,100,6.30957344480193,0.5,0.1,74.25616744408048
47,0.3,100,6.30957344480193,0.5,1.0,71.78572182334048
48,0.3,100,6.30957344480193,0.9,1e-05,74.36330850306845
49,0.3,100,6.30957344480193,0.9,0.0001,74.3632889960576
50,0.3,100,6.30957344480193,0.9,0.001,74.36308508839771
51,0.3,100,6.30957344480193,0.9,0.01,74.36016239990892
52,0.3,100,6.30957344480193,0.9,0.1,74.24503320869294
53,0.3,100,6.30957344480193,0.9,1.0,71.7921676149304
54,0.3,100,0.1584893192461111,0.2,1e-05,73.77608615371862
55,0.3,100,0.1584893192461111,0.2,0.0001,73.77607635846431
56,0.3,100,0.1584893192461111,0.2,0.001,73.77567614424419
57,0.3,100,0.1584893192461111,0.2,0.01,73.7417643446073
58,0.3,100,0.1584893192461111,0.2,0.1,72.08709476905652
59,0.3,100,0.1584893192461111,0.2,1.0,70.57528738838758
60,0.3,100,0.1584893192461111,0.5,1e-05,73.77608372676805
61,0.3,100,0.1584893192461111,0.5,0.0001,73.77605183981134
62,0.3,100,0.1584893192461111,0.5,0.001,73.77540607282032
63,0.3,100,0.1584893192461111,0.5,0.01,73.73665631259881
64,0.3,100,0.1584893192461111,0.5,0.1,72.02093424977527
65,0.3,100,0.1584893192461111,0.5,1.0,70.50288271184958
66,0.3,100,0.1584893192461111,0.9,1e-05,73.77607632955994
67,0.3,100,0.1584893192461111,0.9,0.0001,73.77597787900693
68,0.3,100,0.1584893192461111,0.9,0.001,73.77466767974019
69,0.3,100,0.1584893192461111,0.9,0.01,73.72947866008265
70,0.3,100,0.1584893192461111,0.9,0.1,71.99740963326734
71,0.3,100,0.1584893192461111,0.9,1.0,70.64929908974246
72,0.3,100,0.003981071705534969,0.2,1e-05,73.76404098605772
73,0.3,100,0.003981071705534969,0.2,0.0001,73.76381851923854
74,0.3,100,0.003981071705534969,0.2,0.001,73.75004989060618
75,0.3,100,0.003981071705534969,0.2,0.01,72.81465132352473
76,0.3,100,0.003981071705534969,0.2,0.1,71.02713116168773
77,0.3,100,0.003981071705534969,0.2,1.0,69.63050612374555
78,0.3,100,0.003981071705534969,0.5,1e-05,73.7640306653601
79,0.3,100,0.003981071705534969,0.5,0.0001,73.76370838284176
80,0.3,100,0.003981071705534969,0.5,0.001,73.74826494070881
81,0.3,100,0.003981071705534969,0.5,0.01,72.77214972370406
82,0.3,100,0.003981071705534969,0.5,0.1,71.01668296725795
83,0.3,100,0.003981071705534969,0.5,1.0,69.0380708748725
84,0.3,100,0.003981071705534969,0.9,1e-05,73.7640567990591
85,0.3,100,0.003981071705534969,0.9,0.0001,73.76396756122236
86,0.3,100,0.003981071705534969,0.9,0.001,73.75063905206866
87,0.3,100,0.003981071705534969,0.9,0.01,72.77937434524006
88,0.3,100,0.003981071705534969,0.9,0.1,71.02031336653086
89,0.3,100,0.003981071705534969,0.9,1.0,69.22469925843909
90,0.3,100,0.0001,0.2,1e-05,73.80761742563652
91,0.3,100,0.0001,0.2,0.0001,73.79425297381312
92,0.3,100,0.0001,0.2,0.001,73.30837867694277
93,0.3,100,0.0001,0.2,0.01,71.17481788252148
94,0.3,100,0.0001,0.2,0.1,71.62594621285838
95,0.3,100,0.0001,0.2,1.0,73.10017608854717
96,0.3,100,0.0001,0.5,1e-05,73.80593416997112
97,0.3,100,0.0001,0.5,0.0001,73.77965618321107
98,0.3,100,0.0001,0.5,0.001,73.35899502002873
99,0.3,100,0.0001,0.5,0.01,71.26592350715843
100,0.3,100,0.0001,0.5,0.1,70.95364478551959
101,0.3,100,0.0001,0.5,1.0,72.71791936011527
102,0.3,100,0.0001,0.9,1e-05,73.81380651813583
103,0.3,100,0.0001,0.9,0.0001,73.86641045766011
104,0.3,100,0.0001,0.9,0.001,74.80514588021394
105,0.3,100,0.0001,0.9,0.01,72.68089951611033
106,0.3,100,0.0001,0.9,0.1,71.1089154254295
107,0.3,100,0.0001,0.9,1.0,74.58091479662153
108,0.45,100,10000.0,0.2,1e-05,81.48703644380178
109,0.45,100,10000.0,0.2,0.0001,81.48703600200868
110,0.45,100,10000.0,0.2,0.001,81.48703158229362
111,0.45,100,10000.0,0.2,0.01,81.48698720585608
112,0.45,100,10000.0,0.2,0.1,81.48652503437212
113,0.45,100,10000.0,0.2,1.0,81.47949662728689
114,0.45,100,10000.0,0.5,1e-05,81.48703655508201
115,0.45,100,10000.0,0.5,0.0001,81.48703711482482
116,0.45,100,10000.0,0.5,0.001,81.4870427114178
117,0.45,100,10000.0,0.5,0.01,81.48709859368898
118,0.45,100,10000.0,0.5,0.1,81.48764887312872
119,0.45,100,10000.0,0.5,1.0,81.49204601838518
120,0.45,100,10000.0,0.9,1e-05,81.48703629151413
121,0.45,100,10000.0,0.9,0.0001,81.48703447912818
122,0.45,100,10000.0,0.9,0.001,81.4870163530182
123,0.45,100,10000.0,0.9,0.01,81.48683486688914
124,0.45,100,10000.0,0.9,0.1,81.48499741527988
125,0.45,100,10000.0,0.9,1.0,81.4641518450118
126,0.45,100,251.18864315095797,0.2,1e-05,77.06936377927623
127,0.45,100,251.18864315095797,0.2,0.0001,77.06935863526536
128,0.45,100,251.18864315095797,0.2,0.001,77.06930705071197
129,0.45,100,251.18864315095797,0.2,0.01,77.06877676135329
130,0.45,100,251.18864315095797,0.2,0.1,77.06203171246003
131,0.45,100,251.18864315095797,0.2,1.0,76.86453913950372
132,0.45,100,251.18864315095797,0.5,1e-05,77.06936359746481
133,0.45,100,251.18864315095797,0.5,0.0001,77.06935681701756
134,0.45,100,251.18864315095797,0.5,0.001,77.06928885461626
135,0.45,100,251.18864315095797,0.5,0.01,77.06859343601812
136,0.45,100,251.18864315095797,0.5,0.1,77.0600595115071
137,0.45,100,251.18864315095797,0.5,1.0,76.83118378380526
138,0.45,100,251.18864315095797,0.9,1e-05,77.06936403813198
139,0.45,100,251.18864315095797,0.9,0.0001,77.0693612235737
140,0.45,100,251.18864315095797,0.9,0.001,77.06933290885733
141,0.45,100,251.18864315095797,0.9,0.01,77.06903283853437
142,0.45,100,251.18864315095797,0.9,0.1,77.06433174064885
143,0.45,100,251.18864315095797,0.9,1.0,76.85743042299639
144,0.45,100,6.30957344480193,0.2,1e-05,74.48392965181854
145,0.45,100,6.30957344480193,0.2,0.0001,74.48392881086048
146,0.45,100,6.30957344480193,0.2,0.001,74.48391860537018
147,0.45,100,6.30957344480193,0.2,0.01,74.48363697683929
148,0.45,100,6.30957344480193,0.2,0.1,74.46314702341756
149,0.45,100,6.30957344480193,0.2,1.0,73.6739423451652
150,0.45,100,6.30957344480193,0.5,1e-05,74.4839295085793
151,0.45,100,6.30957344480193,0.5,0.0001,74.48392737694581
152,0.45,100,6.30957344480193,0.5,0.001,74.48390411416689
153,0.45,100,6.30957344480193,0.5,0.01,74.48347682843284
154,0.45,100,6.30957344480193,0.5,0.1,74.46003803367702
155,0.45,100,6.30957344480193,0.5,1.0,73.62518083266501
156,0.45,100,6.30957344480193,0.9,1e-05,74.48392914690822
157,0.45,100,6.30957344480193,0.9,0.0001,74.48392375994582
158,0.45,100,6.30957344480193,0.9,0.001,74.48386791555966
159,0.45,100,6.30957344480193,0.9,0.01,74.48311199220002
160,0.45,100,6.30957344480193,0.9,0.1,74.45613057341083
161,0.45,100,6.30957344480193,0.9,1.0,73.63132455429921
162,0.45,100,0.1584893192461111,0.2,1e-05,73.90467968310068
163,0.45,100,0.1584893192461111,0.2,0.0001,73.90468405629181
164,0.45,100,0.1584893192461111,0.2,0.001,73.90466120742214
165,0.45,100,0.1584893192461111,0.2,0.01,73.89781427818896
166,0.45,100,0.1584893192461111,0.2,0.1,73.44146046661233
167,0.45,100,0.1584893192461111,0.2,1.0,72.39462284937504
168,0.45,100,0.1584893192461111,0.5,1e-05,73.90467914856737
169,0.45,100,0.1584893192461111,0.5,0.0001,73.90467865871456
170,0.45,100,0.1584893192461111,0.5,0.001,73.90460201269099
171,0.45,100,0.1584893192461111,0.5,0.01,73.89671193441298
172,0.45,100,0.1584893192461111,0.5,0.1,73.41883231251255
173,0.45,100,0.1584893192461111,0.5,1.0,72.32019895506492
174,0.45,100,0.1584893192461111,0.9,1e-05,73.90467606106002
175,0.45,100,0.1584893192461111,0.9,0.0001,73.904647776196
176,0.45,100,0.1584893192461111,0.9,0.001,73.90429246405516
177,0.45,100,0.1584893192461111,0.9,0.01,73.89356475354784
178,0.45,100,0.1584893192461111,0.9,0.1,73.396905212004
179,0.45,100,0.1584893192461111,0.9,1.0,72.45848206308851
180,0.45,100,0.003981071705534969,0.2,1e-05,73.89396369399908
181,0.45,100,0.003981071705534969,0.2,0.0001,73.89392980723683
182,0.45,100,0.003981071705534969,0.2,0.001,73.89100842319944
183,0.45,100,0.003981071705534969,0.2,0.01,73.657170544822
184,0.45,100,0.003981071705534969,0.2,0.1,72.8085552827487
185,0.45,100,0.003981071705534969,0.2,1.0,71.2414723509894
186,0.45,100,0.003981071705534969,0.5,1e-05,73.89395940856139
187,0.45,100,0.003981071705534969,0.5,0.0001,73.89388520809554
188,0.45,100,0.003981071705534969,0.5,0.001,73.89038964256694
189,0.45,100,0.003981071705534969,0.5,0.01,73.64155957817933
190,0.45,100,0.003981071705534969,0.5,0.1,72.78860928331476
191,0.45,100,0.003981071705534969,0.5,1.0,70.70884713023308
192,0.45,100,0.003981071705534969,0.9,1e-05,73.8939700206807
193,0.45,100,0.003981071705534969,0.9,0.0001,73.89399072567835
194,0.45,100,0.003981071705534969,0.9,0.001,73.89138353554145
195,0.45,100,0.003981071705534969,0.9,0.01,73.64561205041628
196,0.45,100,0.003981071705534969,0.9,0.1,72.79082404103909
197,0.45,100,0.003981071705534969,0.9,1.0,70.90184077619442
198,0.45,100,0.0001,0.2,1e-05,73.96157289736914
199,0.45,100,0.0001,0.2,0.0001,73.95682816898501
200,0.45,100,0.0001,0.2,0.001,73.82303637957394
201,0.45,100,0.0001,0.2,0.01,72.90123883763864
202,0.45,100,0.0001,0.2,0.1,72.89471262807919
203,0.45,100,0.0001,0.2,1.0,78.89282712560912
204,0.45,100,0.0001,0.5,1e-05,73.96088448326228
205,0.45,100,0.0001,0.5,0.0001,73.95018000136321
206,0.45,100,0.0001,0.5,0.001,73.78184861848642
207,0.45,100,0.0001,0.5,0.01,72.9042251412542
208,0.45,100,0.0001,0.5,0.1,72.62303563178959
209,0.45,100,0.0001,0.5,1.0,89.84576350493228
210,0.45,100,0.0001,0.9,1e-05,73.96365648430195
211,0.45,100,0.0001,0.9,0.0001,73.97851419801854
212,0.45,100,0.0001,0.9,0.001,74.10292974041552
213,0.45,100,0.0001,0.9,0.01,73.26470434937708
214,0.45,100,0.0001,0.9,0.1,72.73085991335614
215,0.45,100,0.0001,0.9,1.0,70.70181158297247
216,0.6000000000000001,100,10000.0,0.2,1e-05,79.95462651195582
217,0.6000000000000001,100,10000.0,0.2,0.0001,79.95462554909355
218,0.6000000000000001,100,10000.0,0.2,0.001,79.95461592190982
219,0.6000000000000001,100,10000.0,0.2,0.01,79.95451979348454
220,0.6000000000000001,100,10000.0,0.2,0.1,79.95357251801552
221,0.6000000000000001,100,10000.0,0.2,1.0,79.94512550623907
222,0.6000000000000001,100,10000.0,0.5,1e-05,79.95462660917558
223,0.6000000000000001,100,10000.0,0.5,0.0001,79.95462652130708
224,0.6000000000000001,100,10000.0,0.5,0.001,79.95462564521758
225,0.6000000000000001,100,10000.0,0.5,0.01,79.95461714440074
226,0.6000000000000001,100,10000.0,0.5,0.1,79.95455816792973
227,0.6000000000000001,100,10000.0,0.5,1.0,79.95656184508586
228,0.6000000000000001,100,10000.0,0.9,1e-05,79.95462639313202
229,0.6000000000000001,100,10000.0,0.9,0.0001,79.95462436086318
230,0.6000000000000001,100,10000.0,0.9,0.001,79.95460404011405
231,0.6000000000000001,100,10000.0,0.9,0.01,79.95440102715271
232,0.6000000000000001,100,10000.0,0.9,0.1,79.95239056801067
233,0.6000000000000001,100,10000.0,0.9,1.0,79.93434702396513
234,0.6000000000000001,100,251.18864315095797,0.2,1e-05,77.1295939234938
235,0.6000000000000001,100,251.18864315095797,0.2,0.0001,77.12959177040908
236,0.6000000000000001,100,251.18864315095797,0.2,0.001,77.12957005018053
237,0.6000000000000001,100,251.18864315095797,0.2,0.01,77.12933390687117
238,0.6000000000000001,100,251.18864315095797,0.2,0.1,77.12507769832887
239,0.6000000000000001,100,251.18864315095797,0.2,1.0,76.9116179558122
240,0.6000000000000001,100,251.18864315095797,0.5,1e-05,77.12959368424106
241,0.6000000000000001,100,251.18864315095797,0.5,0.0001,77.12958937757732
242,0.6000000000000001,100,251.18864315095797,0.5,0.001,77.12954609139626
243,0.6000000000000001,100,251.18864315095797,0.5,0.01,77.12909126832572
244,0.6000000000000001,100,251.18864315095797,0.5,0.1,77.12234231162113
245,0.6000000000000001,100,251.18864315095797,0.5,1.0,76.85535727977276
246,0.6000000000000001,100,251.18864315095797,0.9,1e-05,77.1295937534904
247,0.6000000000000001,100,251.18864315095797,0.9,0.0001,77.1295900701022
248,0.6000000000000001,100,251.18864315095797,0.9,0.001,77.12955302004333
249,0.6000000000000001,100,251.18864315095797,0.9,0.01,77.12916089057332
250,0.6000000000000001,100,251.18864315095797,0.9,0.1,77.1230682409651
251,0.6000000000000001,100,251.18864315095797,0.9,1.0,76.86334535668628
252,0.6000000000000001,100,6.30957344480193,0.2,1e-05,74.5799568827239
253,0.6000000000000001,100,6.30957344480193,0.2,0.0001,74.57995844891539
254,0.6000000000000001,100,6.30957344480193,0.2,0.001,74.57997370459253
255,0.6000000000000001,100,6.30957344480193,0.2,0.01,74.58008563258959
256,0.6000000000000001,100,6.30957344480193,0.2,0.1,74.57717755127206
257,0.6000000000000001,100,6.30957344480193,0.2,1.0,74.34970598743512
258,0.6000000000000001,100,6.30957344480193,0.5,1e-05,74.57995685523763
259,0.6000000000000001,100,6.30957344480193,0.5,0.0001,74.57995817364103
260,0.6000000000000001,100,6.30957344480193,0.5,0.001,74.579970910675
261,0.6000000000000001,100,6.30957344480193,0.5,0.01,74.58005356042024
262,0.6000000000000001,100,6.30957344480193,0.5,0.1,74.57643532956052
263,0.6000000000000001,100,6.30957344480193,0.5,1.0,74.319971129009
264,0.6000000000000001,100,6.30957344480193,0.9,1e-05,74.57995701359675
265,0.6000000000000001,100,6.30957344480193,0.9,0.0001,74.57995975710607
266,0.6000000000000001,100,6.30957344480193,0.9,0.001,74.57998673239784
267,0.6000000000000001,100,6.30957344480193,0.9,0.01,74.5802104708133
268,0.6000000000000001,100,6.30957344480193,0.9,0.1,74.57786288262488
269,0.6000000000000001,100,6.30957344480193,0.9,1.0,74.33293470066074
270,0.6000000000000001,100,0.1584893192461111,0.2,1e-05,74.02329004951746
271,0.6000000000000001,100,0.1584893192461111,0.2,0.0001,74.0232963645564
272,0.6000000000000001,100,0.1584893192461111,0.2,0.001,74.02334562378674
273,0.6000000000000001,100,0.1584893192461111,0.2,0.01,74.0224525994161
274,0.6000000000000001,100,0.1584893192461111,0.2,0.1,73.91108585352163
275,0.6000000000000001,100,0.1584893192461111,0.2,1.0,73.34146414724596
276,0.6000000000000001,100,0.1584893192461111,0.5,1e-05,74.02329015183723
277,0.6000000000000001,100,0.1584893192461111,0.5,0.0001,74.02329737523065
278,0.6000000000000001,100,0.1584893192461111,0.5,0.001,74.02335447904751
279,0.6000000000000001,100,0.1584893192461111,0.5,0.01,74.02241685284348
280,0.6000000000000001,100,0.1584893192461111,0.5,0.1,73.90363525992025
281,0.6000000000000001,100,0.1584893192461111,0.5,1.0,73.3039193430193
282,0.6000000000000001,100,0.1584893192461111,0.9,1e-05,74.02328909387386
283,0.6000000000000001,100,0.1584893192461111,0.9,0.0001,74.02328679124292
284,0.6000000000000001,100,0.1584893192461111,0.9,0.001,74.02324820713146
285,0.6000000000000001,100,0.1584893192461111,0.9,0.01,74.02131466695933
286,0.6000000000000001,100,0.1584893192461111,0.9,0.1,73.89270509110663
287,0.6000000000000001,100,0.1584893192461111,0.9,1.0,73.3560834636126
288,0.6000000000000001,100,0.003981071705534969,0.2,1e-05,74.01108902587383
289,0.6000000000000001,100,0.003981071705534969,0.2,0.0001,74.01110205678563
290,0.6000000000000001,100,0.003981071705534969,0.2,0.001,74.01069022228604
291,0.6000000000000001,100,0.003981071705534969,0.2,0.01,73.95878284226112
292,0.6000000000000001,100,0.003981071705534969,0.2,0.1,73.53426663442492
293,0.6000000000000001,100,0.003981071705534969,0.2,1.0,72.69306789101161
294,0.6000000000000001,100,0.003981071705534969,0.5,1e-05,74.01108787113104
295,0.6000000000000001,100,0.003981071705534969,0.5,0.0001,74.01109005447775
296,0.6000000000000001,100,0.003981071705534969,0.5,0.001,74.01052493678775
297,0.6000000000000001,100,0.003981071705534969,0.5,0.01,73.95363535195652
298,0.6000000000000001,100,0.003981071705534969,0.5,0.1,73.51392505240186
299,0.6000000000000001,100,0.003981071705534969,0.5,1.0,72.41596367972416
300,0.6000000000000001,100,0.003981071705534969,0.9,1e-05,74.01108953304262
301,0.6000000000000001,100,0.003981071705534969,0.9,0.0001,74.01110645829938
302,0.6000000000000001,100,0.003981071705534969,0.9,0.001,74.01066731954255
303,0.6000000000000001,100,0.003981071705534969,0.9,0.01,73.95312207544048
304,0.6000000000000001,100,0.003981071705534969,0.9,0.1,73.51406797802896
305,0.6000000000000001,100,0.003981071705534969,0.9,1.0,72.51163254858832
306,0.6000000000000001,100,0.0001,0.2,1e-05,74.05468486444953
307,0.6000000000000001,100,0.0001,0.2,0.0001,74.05318606333505
308,0.6000000000000001,100,0.0001,0.2,0.001,74.01918891644124
309,0.6000000000000001,100,0.0001,0.2,0.01,73.60471373304297
310,0.6000000000000001,100,0.0001,0.2,0.1,73.39903955940899
311,0.6000000000000001,100,0.0001,0.2,1.0,79.7836664390068
