,leaking_rate,n_reservoir,regularization,sparsity,spectral_radius,scores
0,0.3,100,10000.0,0.2,1e-05,10.286600837769898
1,0.3,100,10000.0,0.2,0.0001,10.286601097139753
2,0.3,100,10000.0,0.2,0.001,10.286603683926609
3,0.3,100,10000.0,0.2,0.01,10.286628860431113
4,0.3,100,10000.0,0.2,0.1,10.286811372123129
5,0.3,100,10000.0,0.2,1.0,10.281599878989903
6,0.3,100,10000.0,0.5,1e-05,10.286600811766048
7,0.3,100,10000.0,0.5,0.0001,10.286600837121467
8,0.3,100,10000.0,0.5,0.001,10.286601085759331
9,0.3,100,10000.0,0.5,0.01,10.286603080642847
10,0.3,100,10000.0,0.5,0.1,10.286574042522988
11,0.3,100,10000.0,0.5,1.0,10.28144385990321
12,0.3,100,10000.0,0.9,1e-05,10.286600837409662
13,0.3,100,10000.0,0.9,0.0001,10.286601093574804
14,0.3,100,10000.0,0.9,0.001,10.286603651959176
15,0.3,100,10000.0,0.9,0.01,10.286628908399546
16,0.3,100,10000.0,0.9,0.1,10.28684800776066
17,0.3,100,10000.0,0.9,1.0,10.284913342850494
18,0.3,100,251.18864315095797,0.2,1e-05,8.802037138437539
19,0.3,100,251.18864315095797,0.2,0.0001,8.802039645937784
20,0.3,100,251.18864315095797,0.2,0.001,8.802064676356009
21,0.3,100,251.18864315095797,0.2,0.01,8.802310518183027
22,0.3,100,251.18864315095797,0.2,0.1,8.804319336255128
23,0.3,100,251.18864315095797,0.2,1.0,8.781051199964084
24,0.3,100,251.18864315095797,0.5,1e-05,8.80203711857075
25,0.3,100,251.18864315095797,0.5,0.0001,8.802039447363608
26,0.3,100,251.18864315095797,0.5,0.001,8.802062699937155
27,0.3,100,251.18864315095797,0.5,0.01,8.802291688745314
28,0.3,100,251.18864315095797,0.5,0.1,8.804226650414597
29,0.3,100,251.18864315095797,0.5,1.0,8.789329026827142
30,0.3,100,251.18864315095797,0.9,1e-05,8.802036844157351
31,0.3,100,251.18864315095797,0.9,0.0001,8.802036703209463
32,0.3,100,251.18864315095797,0.9,0.001,8.802035256421858
33,0.3,100,251.18864315095797,0.9,0.01,8.802017056939194
34,0.3,100,251.18864315095797,0.9,0.1,8.801461529401722
35,0.3,100,251.18864315095797,0.9,1.0,8.76156593744704
36,0.3,100,6.30957344480193,0.2,1e-05,8.541904053033662
37,0.3,100,6.30957344480193,0.2,0.0001,8.541911000054672
38,0.3,100,6.30957344480193,0.2,0.001,8.541979798326643
39,0.3,100,6.30957344480193,0.2,0.01,8.542600407037318
40,0.3,100,6.30957344480193,0.2,0.1,8.542041796795901
41,0.3,100,6.30957344480193,0.2,1.0,8.33855132390609
42,0.3,100,6.30957344480193,0.5,1e-05,8.541903579599067
43,0.3,100,6.30957344480193,0.5,0.0001,8.541906266710951
44,0.3,100,6.30957344480193,0.5,0.001,8.541932565217612
45,0.3,100,6.30957344480193,0.5,0.01,8.542138260625919
46,0.3,100,6.30957344480193,0.5,0.1,8.538546611372691
47,0.3,100,6.30957344480193,0.5,1.0,8.343675493816995
48,0.3,100,6.30957344480193,0.9,1e-05,8.541903322997287
49,0.3,100,6.30957344480193,0.9,0.0001,8.541903700923092
50,0.3,100,6.30957344480193,0.9,0.001,8.5419069303204
51,0.3,100,6.30957344480193,0.9,0.01,8.541884224526738
52,0.3,100,6.30957344480193,0.9,0.1,8.536246093198246
53,0.3,100,6.30957344480193,0.9,1.0,8.334822483728926
54,0.3,100,0.1584893192461111,0.2,1e-05,8.463198509074859
55,0.3,100,0.1584893192461111,0.2,0.0001,8.463231056877406
56,0.3,100,0.1584893192461111,0.2,0.001,8.4635380718103
57,0.3,100,0.1584893192461111,0.2,0.01,8.464748962241153
58,0.3,100,0.1584893192461111,0.2,0.1,8.360584800166281
59,0.3,100,0.1584893192461111,0.2,1.0,8.157353764197234
60,0.3,100,0.1584893192461111,0.5,1e-05,8.463196829681761
61,0.3,100,0.1584893192461111,0.5,0.0001,8.463214295226141
62,0.3,100,0.1584893192461111,0.5,0.001,8.463373699395733
63,0.3,100,0.1584893192461111,0.5,0.01,8.463441686051207
64,0.3,100,0.1584893192461111,0.5,0.1,8.367043594846452
65,0.3,100,0.1584893192461111,0.5,1.0,8.156670639262424
66,0.3,100,0.1584893192461111,0.9,1e-05,8.463195527825125
67,0.3,100,0.1584893192461111,0.9,0.0001,8.46320129361995
68,0.3,100,0.1584893192461111,0.9,0.001,8.463245383627575
69,0.3,100,0.1584893192461111,0.9,0.01,8.462332033506458
70,0.3,100,0.1584893192461111,0.9,0.1,8.367375198369308
71,0.3,100,0.1584893192461111,0.9,1.0,8.1549653111321
72,0.3,100,0.003981071705534969,0.2,1e-05,8.426385711811617
73,0.3,100,0.003981071705534969,0.2,0.0001,8.426134857172366
74,0.3,100,0.003981071705534969,0.2,0.001,8.423446371575157
75,0.3,100,0.003981071705534969,0.2,0.01,8.38282767040852
76,0.3,100,0.003981071705534969,0.2,0.1,8.214904266908416
