,leaking_rate,n_reservoir,regularization,sparsity,spectral_radius,scores
0,0.3,100,10000.0,0.2,1e-05,9.206617019213157
1,0.3,100,10000.0,0.2,0.0001,9.20661612350008
2,0.3,100,10000.0,0.2,0.001,9.206607168001616
3,0.3,100,10000.0,0.2,0.01,9.206517776337655
4,0.3,100,10000.0,0.2,0.1,9.205640338212065
5,0.3,100,10000.0,0.2,1.0,9.198593296997352
6,0.3,100,10000.0,0.5,1e-05,9.206617051585122
7,0.3,100,10000.0,0.5,0.0001,9.206616447213397
8,0.3,100,10000.0,0.5,0.001,9.206610404509396
9,0.3,100,10000.0,0.5,0.01,9.20655007886146
10,0.3,100,10000.0,0.5,0.1,9.205957035312798
11,0.3,100,10000.0,0.5,1.0,9.201063624066732
12,0.3,100,10000.0,0.9,1e-05,9.206617040495301
13,0.3,100,10000.0,0.9,0.0001,9.20661633630051
14,0.3,100,10000.0,0.9,0.001,9.206609293846592
15,0.3,100,10000.0,0.9,0.01,9.206538818758206
16,0.3,100,10000.0,0.9,0.1,9.20582907056319
17,0.3,100,10000.0,0.9,1.0,9.19830724578874
18,0.3,100,251.18864315095797,0.2,1e-05,7.865148567864172
19,0.3,100,251.18864315095797,0.2,0.0001,7.865148515782102
20,0.3,100,251.18864315095797,0.2,0.001,7.865147993991674
21,0.3,100,251.18864315095797,0.2,0.01,7.865142678763647
22,0.3,100,251.18864315095797,0.2,0.1,7.8650794088358245
23,0.3,100,251.18864315095797,0.2,1.0,7.863044919270151
24,0.3,100,251.18864315095797,0.5,1e-05,7.865148593864735
25,0.3,100,251.18864315095797,0.5,0.0001,7.86514877577349
26,0.3,100,251.18864315095797,0.5,0.001,7.865150592533904
27,0.3,100,251.18864315095797,0.5,0.01,7.865168526952581
28,0.3,100,251.18864315095797,0.5,0.1,7.865324103927407
29,0.3,100,251.18864315095797,0.5,1.0,7.864284762990244
30,0.3,100,251.18864315095797,0.9,1e-05,7.865148594955332
31,0.3,100,251.18864315095797,0.9,0.0001,7.865148786693772
32,0.3,100,251.18864315095797,0.9,0.001,7.865150703156427
33,0.3,100,251.18864315095797,0.9,0.01,7.865169775355917
34,0.3,100,251.18864315095797,0.9,0.1,7.865351033927875
35,0.3,100,251.18864315095797,0.9,1.0,7.866052629077669
36,0.3,100,6.30957344480193,0.2,1e-05,7.581228821049327
37,0.3,100,6.30957344480193,0.2,0.0001,7.5812275415062516
38,0.3,100,6.30957344480193,0.2,0.001,7.581214732113655
39,0.3,100,6.30957344480193,0.2,0.01,7.581085249435791
40,0.3,100,6.30957344480193,0.2,0.1,7.5796599399313855
41,0.3,100,6.30957344480193,0.2,1.0,7.562471526030557
42,0.3,100,6.30957344480193,0.5,1e-05,7.581228836589461
