1.764133930206298828e+00,2.255085468292236328e+00,2.606112718582153320e+00,3.090900421142578125e+00,3.579677104949951172e+00,4.133776187896728516e+00,4.434017181396484375e+00,4.560039997100830078e+00,4.445936203002929688e+00,4.171047210693359375e+00,3.720548629760742188e+00,3.166032314300537109e+00
2.008224010467529297e+00,2.631278038024902344e+00,3.227765083312988281e+00,3.883406639099121094e+00,4.411240577697753906e+00,4.843874931335449219e+00,5.003683567047119141e+00,4.923998832702636719e+00,4.640796661376953125e+00,4.079671382904052734e+00,3.345047950744628906e+00,2.710095882415771484e+00
4.198798656463623047e+00,4.749347209930419922e+00,5.203992843627929688e+00,5.752101898193359375e+00,6.136864185333251953e+00,6.542887687683105469e+00,6.436789512634277344e+00,6.034594535827636719e+00,5.479767322540283203e+00,4.743463516235351562e+00,3.902792453765869141e+00,3.170614004135131836e+00
4.244107723236083984e+00,4.575082302093505859e+00,4.871940612792968750e+00,5.303140163421630859e+00,5.602149486541748047e+00,5.896387577056884766e+00,5.782123565673828125e+00,5.474199295043945312e+00,5.031993389129638672e+00,4.546062946319580078e+00,3.947168350219726562e+00,3.402501344680786133e+00
1.776227712631225586e+00,2.101675987243652344e+00,2.397866964340209961e+00,2.717593193054199219e+00,2.906682729721069336e+00,2.947881221771240234e+00,2.824956417083740234e+00,2.558095932006835938e+00,2.240447521209716797e+00,1.852614402770996094e+00,1.460729479789733887e+00,1.271890640258789062e+00
5.417284965515136719e+00,6.228787899017333984e+00,6.766075134277343750e+00,6.810164451599121094e+00,6.550348758697509766e+00,6.045312404632568359e+00,5.225418090820312500e+00,4.398901939392089844e+00,3.556312084197998047e+00,2.880033969879150391e+00,2.413002490997314453e+00,2.120579719543457031e+00
5.977765560150146484e+00,6.150490283966064453e+00,6.032954216003417969e+00,5.705025672912597656e+00,5.291996479034423828e+00,4.887587070465087891e+00,4.283519744873046875e+00,3.675179958343505859e+00,3.186709880828857422e+00,2.705971717834472656e+00,2.272887468338012695e+00,1.907355070114135742e+00
7.756717205047607422e+00,7.756099224090576172e+00,7.413436889648437500e+00,6.719465732574462891e+00,5.847986698150634766e+00,4.991380214691162109e+00,4.117702960968017578e+00,3.342183113098144531e+00,2.763934612274169922e+00,2.387007951736450195e+00,2.139865159988403320e+00,1.979935526847839355e+00
5.149050235748291016e+00,4.687350273132324219e+00,4.158313751220703125e+00,3.541711568832397461e+00,2.957506656646728516e+00,2.455702304840087891e+00,2.081000566482543945e+00,1.785386323928833008e+00,1.575011968612670898e+00,1.408789396286010742e+00,1.266888022422790527e+00,1.285832047462463379e+00
6.062978744506835938e+00,5.581177234649658203e+00,4.907194137573242188e+00,4.096070289611816406e+00,3.327271699905395508e+00,2.730456829071044922e+00,2.174459457397460938e+00,1.747496366500854492e+00,1.456307888031005859e+00,1.247824430465698242e+00,1.075979232788085938e+00,1.068439483642578125e+00
4.923485755920410156e+00,4.110602855682373047e+00,3.317778348922729492e+00,2.504818677902221680e+00,1.842849373817443848e+00,1.332705020904541016e+00,9.956324100494384766e-01,7.820183038711547852e-01,6.531946063041687012e-01,6.532284021377563477e-01,7.355917692184448242e-01,9.305520653724670410e-01
1.940301895141601562e+00,1.565513372421264648e+00,1.202088594436645508e+00,8.551241159439086914e-01,6.158242225646972656e-01,4.336828589439392090e-01,2.434086203575134277e-01,8.540332317352294922e-02,-6.765735149383544922e-02,-1.688094735145568848e-01,-1.600826978683471680e-01,-9.159255027770996094e-02
2.196020126342773438e+00,1.832240223884582520e+00,1.509042382240295410e+00,1.248600721359252930e+00,1.097688794136047363e+00,9.838765263557434082e-01,8.568061590194702148e-01,7.705416679382324219e-01,7.703189253807067871e-01,7.710119485855102539e-01,8.095206022262573242e-01,8.994450569152832031e-01
