"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
4.89360282794017,4.66724080111227,4.50101590606357,4.36347465043027,4.24342152369257,4.13549286809636,4.03661863968722,3.94484194940315,3.85882352593737,3.7775988477877,3.70044592157824,3.6268076231532
3.95780646763598,3.72717317610466,3.56043862862169,3.42283656064784,3.30277617770863,3.19484665629374,3.09597232457408,3.00419562196287,2.9181771970262,2.83695251870102,2.75979959247062,2.68616129404308
2.72201010733179,2.48710555109705,2.31986135117982,2.18219847086541,2.06213083172468,1.95420044449112,1.85532600946093,1.76354929452259,1.67753086811503,1.59630618961434,1.519153263363,1.44551496493296
0.850417386723414,0.606970301081824,0.438706796296072,0.300922291300554,0.180840139756803,0.072908020885879,-0.0259666207653557,-0.117743360357975,-0.203761789707309,-0.284986468559013,-0.362139394852241,-0.435777693287276
0.841331308345751,0.620664301122424,0.455118942652731,0.317658770140177,0.197615318337821,0.089687817166519,-0.00918627349525103,-0.100962947343146,-0.18698136884774,-0.2682060467634,-0.345358972944939,-0.418997271366647
-0.0302614122626254,-0.259470948892801,-0.426035612231016,-0.563617409424681,-0.68367537363006,-0.791604606438721,-0.89047890372154,-0.982255602223707,-1.06827402667008,-1.14949870493675,-1.22665163116018,-1.30028992958688
0.960652509359712,0.754223051147799,0.590376534125643,0.453119069414941,0.333099804950958,0.225175189841919,0.126301443548565,0.0345248107911229,-0.0514936058105089,-0.132718283141142,-0.209871209252874,-0.283509507666253
0.0816707078387706,-0.146115073890263,-0.312509853083725,-0.450071379497205,-0.570126924968747,-0.678055869171181,-0.776930132017158,-0.86870682641028,-0.954725250366355,-1.03594992857453,-1.11310285479097,-1.18674115321684
0.500991908852732,0.287443676135112,0.122747738389187,-0.0146110802224405,-0.13464243835561,-0.24256849649578,-0.341442414973342,-0.433219068276011,-0.519237487329124,-0.60046216495227,-0.677615091098906,-0.751253389516449
1.24872038925832,1.04086717614526,0.876850774978352,0.739573039487465,0.619551356289644,0.511626452574379,0.412752671844183,0.320976034977696,0.234957617885768,0.153732940496633,0.0765800143779194,0.00294171596370774
1.05326342844715,0.834020176124962,0.668644701800022,0.531204800067654,0.411163766999135,0.303236554434059,0.204362498209131,0.112585828470281,0.0265674074559834,-0.0546572704011739,-0.131810196575732,-0.205448494996607
1.06519554854854,0.847376051127499,0.682170460947313,0.54475082999513,0.424712215660449,0.316785291701599,0.217911269913513,0.126134604283708,0.0401161837597066,-0.0411084940389479,-0.118261420206525,-0.191899718626567
2.2964488696639,2.09429067615541,1.93095381156752,1.79375715919737,1.6737451509349,1.56582140164454,1.46694775866171,1.3751711382314,1.28915272310066,1.20792804594554,1.13077511985474,1.05713682144387
0.150417386723414,-0.0930296989181758,-0.261293203703928,-0.399077708699446,-0.519159860243197,-0.627091979114121,-0.725966620765356,-0.817743360357975,-0.903761789707309,-0.984986468559013,-1.06213939485224,-1.13577769328728
0.141331308345751,-0.079335698877576,-0.244881057347269,-0.382341229859823,-0.502384681662179,-0.610312182833481,-0.709186273495251,-0.800962947343146,-0.886981368847739,-0.968206046763399,-1.04535897294494,-1.11899727136665
1.2845167495625,1.08093480115287,0.917428052420225,0.780211129269895,0.660196702273585,0.552272664377,0.453398986957328,0.361622362417977,0.275603946796938,0.194379269583311,0.117226343485539,0.0435880450738266
1.27712766864994,1.06073192613004,0.895696220094604,0.758296859922606,0.638260664321762,0.530334028969139,0.431460041617894,0.339683380097135,0.25366496006343,0.172440282323278,0.0952873561626812,0.021649057743472
1.60099190885273,1.38744367613511,1.22274773838919,1.08538891977756,0.965357561644389,0.857431503504219,0.758557585026657,0.666780931723988,0.580762512670875,0.499537835047729,0.422384908901093,0.34874661048355
1.11746706814296,0.893952551117349,0.728067424358149,0.590566710285224,0.470518421015194,0.362590342631439,0.263716183095986,0.171939501030001,0.0859210785448146,0.00469640051214903,-0.0724565256833509,-0.146094824106725
1.27712766864994,1.06073192613004,0.895696220094604,0.758296859922606,0.638260664321762,0.530334028969139,0.431460041617894,0.339683380097135,0.25366496006343,0.172440282323278,0.0952873561626812,0.021649057743472
1.37712766864994,1.16073192613004,0.995696220094605,0.858296859922607,0.738260664321763,0.63033402896914,0.531460041617895,0.439683380097135,0.35366496006343,0.272440282323278,0.195287356162682,0.121649057743472
2.14872038925832,1.94086717614526,1.77685077497835,1.63957303948747,1.51955135628964,1.41162645257438,1.31275267184418,1.2209760349777,1.13495761788577,1.05373294049663,0.976580014377921,0.902941715963709
2.96065250935971,2.7542230511478,2.59037653412564,2.45311906941494,2.33309980495096,2.22517518984192,2.12630144354856,2.03452481079112,1.94850639418949,1.86728171685886,1.79012879074713,1.71649049233375
3.42485614905552,3.21415542614019,3.04979925668377,2.91248097963251,2.79245445896702,2.6845289780393,2.58565512843542,2.49387848335084,2.40786006527832,2.32663538777218,2.24948246163951,2.17584416322363
2.46973858773737,2.2405290511072,2.07396438776898,1.93638259057532,1.81632462636994,1.70839539356128,1.60952109627846,1.51774439777629,1.43172597332992,1.35050129506325,1.27334836883982,1.19971007041312
2.56519554854854,2.3473760511275,2.18217046094731,2.04475082999513,1.92471221566045,1.8167852917016,1.71791126991351,1.62613460428371,1.54011618375971,1.45889150596105,1.38173857979347,1.30810028137343
2.11746706814296,1.89395255111735,1.72806742435815,1.59056671028522,1.47051842101519,1.36259034263144,1.26371618309599,1.17193950103,1.08592107854481,1.00469640051215,0.927543474316648,0.853905175893274
1.60553494804156,1.38059667611481,1.21454166521086,1.07702068035775,0.956969972353881,0.849041605363899,0.750167411391605,0.658390725216574,0.572372302241091,0.491147624149923,0.413994697947442,0.340356399523236
1.32939918824436,1.10730842611989,0.94159318350544,0.804112740212701,0.684066869676508,0.576139079898979,0.477264954800368,0.385488276843428,0.299469854848537,0.218245176874375,0.141092250685855,0.0674539522633142
1.70099190885273,1.48744367613511,1.32274773838919,1.18538891977756,1.06535756164439,0.957431503504219,0.858557585026657,0.766780931723988,0.680762512670875,0.599537835047729,0.522384908901093,0.44874661048355
1.21746706814296,0.993952551117349,0.828067424358148,0.690566710285224,0.570518421015194,0.462590342631439,0.363716183095986,0.271939501030001,0.185921078544814,0.104696400512149,0.0275434743166489,-0.0460948241067249
3.83963431088065,3.65456117618586,3.49326292133501,3.35630951832709,3.23632653487066,3.12840624885502,3.02953301911429,2.93775644799252,2.85173803874534,2.77051336229224,2.69336043628522,2.61972213788434
2.44587434753458,2.21381730110212,2.0469128694744,1.90929053072037,1.78922772904731,1.6812979190262,1.5824235528697,1.49064684614944,1.40462842072248,1.32340374233879,1.24625081610141,1.17261251767304
3.01292402895413,2.80079955113765,2.63627349753648,2.49893494970504,2.3789060103057,2.27098024077176,2.17210635673104,2.08032970753742,1.9943112889746,1.91308661140996,1.8359336852703,1.76229538685359
2.51746706814296,2.29395255111735,2.12806742435815,1.99056671028522,1.87051842101519,1.76259034263144,1.66371618309599,1.57193950103,1.48592107854481,1.40469640051215,1.32754347431665,1.25390517589327
2.22939918824436,2.00730842611989,1.84159318350544,1.7041127402127,1.58406686967651,1.47613907989898,1.37726495480037,1.28548827684343,1.19946985484854,1.11824517687438,1.04109225068586,0.967453952263315
1.81746706814296,1.59395255111735,1.42806742435815,1.29056671028522,1.17051842101519,1.06259034263144,0.963716183095986,0.87193950103,0.785921078544813,0.704696400512148,0.627543474316648,0.553905175893274
2.53678826915692,2.32751130114272,2.16332501583106,2.02602700955999,1.90600290762833,1.79807771530684,1.6992039001398,1.60742725916427,1.52140884158205,1.44018416413441,1.36303123800871,1.28939293959367
3.47258462946111,3.26757892615034,3.10390229327293,2.96666509934242,2.84664825361227,2.73872392710946,2.63985021525295,2.54807358660455,2.46205517049321,2.38083049322108,2.30367756711633,2.23003926870379
2.46973858773737,2.2405290511072,2.07396438776898,1.93638259057532,1.81632462636994,1.70839539356128,1.60952109627846,1.51774439777629,1.43172597332992,1.35050129506325,1.27334836883982,1.19971007041312
1.66973858773737,1.4405290511072,1.27396438776898,1.13638259057532,1.01632462636994,0.908395393561279,0.80952109627846,0.717744397776294,0.631725973329923,0.550501295063246,0.473348368839823,0.399710070413118
2.10099190885273,1.88744367613511,1.72274773838919,1.58538891977756,1.46535756164439,1.35743150350422,1.25855758502666,1.16678093172399,1.08076251267088,0.999537835047729,0.922384908901093,0.84874661048355
1.61746706814296,1.39395255111735,1.22806742435815,1.09056671028522,0.970518421015194,0.862590342631439,0.763716183095986,0.67193950103,0.585921078544813,0.504696400512148,0.427543474316648,0.353905175893274
