,leaking_rate,n_reservoir,regularization,sparsity,spectral_radius,scores,lags
83,0.3,100.0,0.003981071705534969,0.5,1.0,72.28026512538548,1
89,0.3,100.0,0.003981071705534969,0.9,1.0,69.50758695033133,6
89,0.3,100.0,0.003981071705534969,0.9,1.0,68.23501112154018,12
83,0.3,100.0,0.003981071705534969,0.5,1.0,65.85264229130262,24
