1.766320705413818359e+00,2.054933547973632812e+00,2.614266633987426758e+00,3.269858837127685547e+00,3.910653114318847656e+00,4.568191528320312500e+00,4.968051433563232422e+00,4.949692726135253906e+00,4.700134277343750000e+00,4.269457340240478516e+00,3.793392658233642578e+00,3.351250648498535156e+00
3.056061267852783203e+00,3.498795509338378906e+00,4.055184364318847656e+00,4.689396381378173828e+00,5.257396697998046875e+00,5.854062557220458984e+00,6.010910987854003906e+00,5.706251144409179688e+00,5.180976867675781250e+00,4.467036247253417969e+00,3.682847023010253906e+00,2.928377151489257812e+00
3.040790081024169922e+00,3.564696311950683594e+00,4.207571983337402344e+00,4.859905719757080078e+00,5.277060031890869141e+00,5.615623950958251953e+00,5.585297584533691406e+00,5.182351112365722656e+00,4.630989074707031250e+00,3.986138582229614258e+00,3.336807727813720703e+00,2.663088083267211914e+00
3.990900278091430664e+00,4.664118766784667969e+00,5.261563301086425781e+00,5.697675228118896484e+00,5.790755271911621094e+00,5.733507156372070312e+00,5.292765617370605469e+00,4.589263916015625000e+00,3.848235607147216797e+00,3.068393707275390625e+00,2.380098342895507812e+00,1.707524299621582031e+00
4.264328479766845703e+00,4.855283260345458984e+00,5.297076225280761719e+00,5.513638973236083984e+00,5.389040946960449219e+00,5.077953815460205078e+00,4.483232498168945312e+00,3.763999700546264648e+00,3.021512985229492188e+00,2.296389579772949219e+00,1.755675315856933594e+00,1.207251787185668945e+00
3.555742263793945312e+00,4.057194709777832031e+00,4.416379451751708984e+00,4.570824146270751953e+00,4.368074893951416016e+00,3.988880157470703125e+00,3.351523160934448242e+00,2.653918266296386719e+00,2.037814617156982422e+00,1.522477746009826660e+00,1.171430230140686035e+00,8.651882410049438477e-01
5.841591835021972656e+00,5.828196525573730469e+00,5.571984291076660156e+00,5.136849403381347656e+00,4.496837615966796875e+00,3.798423767089843750e+00,2.983609676361083984e+00,2.316937923431396484e+00,1.842026472091674805e+00,1.458882808685302734e+00,1.184800505638122559e+00,1.006907820701599121e+00
5.627164840698242188e+00,5.342199325561523438e+00,4.777192592620849609e+00,4.035339355468750000e+00,3.200066804885864258e+00,2.390076637268066406e+00,1.664048314094543457e+00,1.205624103546142578e+00,9.646455049514770508e-01,7.736576199531555176e-01,5.903917551040649414e-01,5.539884567260742188e-01
6.097332000732421875e+00,5.566515445709228516e+00,4.934562683105468750e+00,4.237180233001708984e+00,3.471495151519775391e+00,2.720170021057128906e+00,2.037329196929931641e+00,1.588208317756652832e+00,1.304109573364257812e+00,1.077641129493713379e+00,9.042655825614929199e-01,9.210059046745300293e-01
5.267337799072265625e+00,4.449083328247070312e+00,3.547998905181884766e+00,2.684385776519775391e+00,1.980791449546813965e+00,1.441430807113647461e+00,1.051174640655517578e+00,8.674315214157104492e-01,8.283752202987670898e-01,7.946434020996093750e-01,7.544353008270263672e-01,8.623121380805969238e-01
4.301818847656250000e+00,3.560275793075561523e+00,2.800038814544677734e+00,2.111429214477539062e+00,1.619997024536132812e+00,1.300625801086425781e+00,1.066931009292602539e+00,9.522123336791992188e-01,9.246071577072143555e-01,8.947083950042724609e-01,8.498593568801879883e-01,9.200356006622314453e-01
3.275818824768066406e+00,2.805821418762207031e+00,2.386444330215454102e+00,2.003633499145507812e+00,1.735683679580688477e+00,1.564352512359619141e+00,1.397305488586425781e+00,1.257936596870422363e+00,1.177550911903381348e+00,1.124592304229736328e+00,1.100021958351135254e+00,1.150338768959045410e+00
4.160398960113525391e+00,3.245277404785156250e+00,2.483893632888793945e+00,1.862193346023559570e+00,1.412559270858764648e+00,1.144692659378051758e+00,9.666558504104614258e-01,9.151492714881896973e-01,9.781886339187622070e-01,1.037616968154907227e+00,1.102254152297973633e+00,1.307726621627807617e+00
2.604218006134033203e+00,2.065630912780761719e+00,1.601476311683654785e+00,1.260927081108093262e+00,1.009388089179992676e+00,8.773673772811889648e-01,8.447861075401306152e-01,8.844984173774719238e-01,9.772272109985351562e-01,1.108323335647583008e+00,1.242941260337829590e+00,1.448168873786926270e+00
1.382992386817932129e+00,1.048109650611877441e+00,7.539998888969421387e-01,5.356860160827636719e-01,3.983229994773864746e-01,3.311277627944946289e-01,4.483155012130737305e-01,6.189588308334350586e-01,8.262344002723693848e-01,1.105819344520568848e+00,1.378210783004760742e+00,1.704681634902954102e+00
9.652873277664184570e-01,8.331020474433898926e-01,7.782521843910217285e-01,7.790317535400390625e-01,8.776696920394897461e-01,9.915382862091064453e-01,1.209855437278747559e+00,1.379096269607543945e+00,1.564660549163818359e+00,1.815595865249633789e+00,2.061723947525024414e+00,2.375018835067749023e+00
7.670529484748840332e-01,7.569323778152465820e-01,8.198031783103942871e-01,9.280793070793151855e-01,1.117586255073547363e+00,1.352051734924316406e+00,1.680911779403686523e+00,1.952137112617492676e+00,2.272656917572021484e+00,2.648687362670898438e+00,3.035231113433837891e+00,3.441214561462402344e+00
5.395410060882568359e-01,5.743566751480102539e-01,6.841134428977966309e-01,8.358367085456848145e-01,1.070389747619628906e+00,1.351838827133178711e+00,1.699983835220336914e+00,1.957818984985351562e+00,2.282007694244384766e+00,2.647083282470703125e+00,3.028212070465087891e+00,3.447700023651123047e+00
7.951635718345642090e-01,8.737767934799194336e-01,1.029698848724365234e+00,1.230557799339294434e+00,1.470756411552429199e+00,1.752205133438110352e+00,2.070199728012084961e+00,2.318777799606323242e+00,2.626698017120361328e+00,2.961987972259521484e+00,3.311791658401489258e+00,3.648008346557617188e+00
1.127387046813964844e+00,1.199227571487426758e+00,1.365850925445556641e+00,1.585812091827392578e+00,1.807578921318054199e+00,2.087971210479736328e+00,2.437198638916015625e+00,2.713806390762329102e+00,3.014146327972412109e+00,3.345009565353393555e+00,3.721728324890136719e+00,4.069952011108398438e+00
5.672999620437622070e-01,8.917514085769653320e-01,1.344620227813720703e+00,1.790942668914794922e+00,2.155286073684692383e+00,2.606333255767822266e+00,3.154340028762817383e+00,3.652436733245849609e+00,4.193602085113525391e+00,4.601847648620605469e+00,4.813493251800537109e+00,4.828232765197753906e+00
7.550306916236877441e-01,9.850445985794067383e-01,1.365522265434265137e+00,1.789563655853271484e+00,2.139550924301147461e+00,2.581627368927001953e+00,3.081704139709472656e+00,3.532946109771728516e+00,4.078534603118896484e+00,4.495259284973144531e+00,4.646575927734375000e+00,4.610996723175048828e+00
1.215610861778259277e+00,1.587838888168334961e+00,2.105471372604370117e+00,2.589306354522705078e+00,2.977627754211425781e+00,3.436711788177490234e+00,3.960083723068237305e+00,4.375273704528808594e+00,4.697358131408691406e+00,4.811370849609375000e+00,4.690279960632324219e+00,4.337317466735839844e+00
1.875863075256347656e+00,2.145063877105712891e+00,2.544553518295288086e+00,2.947921752929687500e+00,3.295505762100219727e+00,3.695918083190917969e+00,4.069338321685791016e+00,4.218900203704833984e+00,4.245979785919189453e+00,4.111444473266601562e+00,3.782191753387451172e+00,3.352003574371337891e+00
1.681821942329406738e+00,2.156378030776977539e+00,2.682420492172241211e+00,3.185778856277465820e+00,3.534498214721679688e+00,3.923896789550781250e+00,4.034023761749267578e+00,3.810098648071289062e+00,3.432410240173339844e+00,2.893681764602661133e+00,2.260912418365478516e+00,1.617663860321044922e+00
2.722756624221801758e+00,3.020594120025634766e+00,3.454325437545776367e+00,3.991318702697753906e+00,4.482902526855468750e+00,4.960382461547851562e+00,5.108162879943847656e+00,4.821577548980712891e+00,4.328886508941650391e+00,3.715976715087890625e+00,3.069890975952148438e+00,2.432478904724121094e+00
3.471930503845214844e+00,3.767706871032714844e+00,4.226951599121093750e+00,4.718227863311767578e+00,5.011289119720458984e+00,5.165483474731445312e+00,4.908055305480957031e+00,4.280143737792968750e+00,3.484433174133300781e+00,2.696954965591430664e+00,2.080263614654541016e+00,1.572031855583190918e+00
4.408868789672851562e+00,4.866858482360839844e+00,5.258075714111328125e+00,5.497357845306396484e+00,5.447438240051269531e+00,5.180586814880371094e+00,4.595311164855957031e+00,3.797437906265258789e+00,2.985824108123779297e+00,2.252382755279541016e+00,1.752635955810546875e+00,1.324657440185546875e+00
4.517819404602050781e+00,5.085684299468994141e+00,5.499790191650390625e+00,5.666940212249755859e+00,5.483214855194091797e+00,5.055614471435546875e+00,4.277137756347656250e+00,3.328833580017089844e+00,2.456142663955688477e+00,1.673834681510925293e+00,1.166195154190063477e+00,7.509852647781372070e-01
4.240169048309326172e+00,4.799417495727539062e+00,5.152401924133300781e+00,5.193278789520263672e+00,4.849614143371582031e+00,4.260284423828125000e+00,3.409508228302001953e+00,2.547008275985717773e+00,1.829170823097229004e+00,1.244576454162597656e+00,9.033675193786621094e-01,6.201332807540893555e-01
4.014257431030273438e+00,4.244747161865234375e+00,4.240575790405273438e+00,3.958536624908447266e+00,3.482834815979003906e+00,2.861061573028564453e+00,2.141565799713134766e+00,1.543670177459716797e+00,1.107066631317138672e+00,7.546077966690063477e-01,5.055085420608520508e-01,3.469651937484741211e-01
4.050747394561767578e+00,4.088582992553710938e+00,3.855070829391479492e+00,3.377638578414916992e+00,2.837389945983886719e+00,2.222361087799072266e+00,1.618282794952392578e+00,1.194528818130493164e+00,9.478235244750976562e-01,7.535348534584045410e-01,5.770091414451599121e-01,4.930466413497924805e-01
